ID,Model,ModelParameters,TransformationParameters,Ensemble,Runs,smape,mae,rmse,made,mage,custom,underestimate,mle,overestimate,imle,spl,containment,contour,maxe,oda,dwae,mqae,ewmae,uwmse,smoothness,mate,wasserstein,dwd,matse,smape_weighted,mae_weighted,rmse_weighted,made_weighted,mage_weighted,custom_weighted,mle_weighted,imle_weighted,spl_weighted,maxe_weighted,oda_weighted,dwae_weighted,mqae_weighted,ewmae_weighted,uwmse_weighted,smoothness_weighted,mate_weighted,wasserstein_weighted,dwd_weighted,matse_weighted,containment_weighted,contour_weighted,TotalRuntimeSeconds,Score,lowest_series_mape,lowest_series_mape_name,highest_series_mape,highest_series_mape_name
cf2997b4b2c6cd88c929550df3a4d4b7,RollingRegression,"{""regression_model"": {""model"": ""ExtraTrees"", ""model_params"": {""n_estimators"": 100, ""min_samples_leaf"": 1, ""max_depth"": 10}}, ""holiday"": false, ""mean_rolling_periods"": null, ""macd_periods"": null, ""std_rolling_periods"": null, ""max_rolling_periods"": 420, ""min_rolling_periods"": 7, ""ewm_var_alpha"": null, ""quantile90_rolling_periods"": null, ""quantile10_rolling_periods"": null, ""ewm_alpha"": null, ""additional_lag_periods"": 37, ""abs_energy"": true, ""rolling_autocorr_periods"": null, ""nonzero_last_n"": null, ""add_date_part"": null, ""polynomial_degree"": null, ""x_transform"": null, ""regression_type"": null}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""Scaler""}, ""transformation_params"": {""0"": {}}}",0,4,9.833806464476105,0.5419703173825611,0.6526578809414993,1.1018748156736369,0.5419703173825611,0.0,-25.04705906958236,0.45028475201225726,39.98937901632496,0.49734797007656584,0.7809309418812274,1.0,0.475,1.7498098107574656,0.7,1.5968347767688928,0.4190091709644319,2.160338399623721,1.8797792119265682,0.1981593038558799,6.335856333883255,7.188311094598562,10.90882024089514,0.04149354153845333,9.833806464476105,0.5419703173825611,0.6526578809414993,1.1018748156736369,0.5419703173825611,0.0,0.45028475201225726,0.49734797007656584,0.7809309418812274,1.7498098107574656,0.7,1.5968347767688928,0.4190091709644319,2.160338399623721,1.8797792119265682,0.1981593038558799,6.335856333883255,7.188311094598562,10.90882024089514,0.04149354153845333,1.0,0.475,0.964475,16.21725475590296,10.403106553736263,Wh,10.403106553736263,Wh
