timestamp,train_file,tmy_file,target_column,fit_regressors,train_rows,forecast_length,forecast_start,forecast_end,frequency,prediction_interval,max_generations,num_validations,validation_method,ensemble,no_negatives,best_model,autots_score,validation_smape,validation_mae,validation_rmse,holdout_mae,holdout_rmse,holdout_mape_pct,holdout_mase,holdout_length,weights_csv,weights_json,model_weight_rows,feature_weight_rows,parameter_weight_rows
20260504_092133,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\SolarRecord(260228)_d_forWh_WithCodis[date].csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv,Wh,"Temperature,RH,GloblRad",313,365,2026-03-01,2027-02-28,D,0.9,30,3,backwards,all,True,Ensemble,12.69538336578724,9.871509653159194,0.5328393826927224,0.6292795723731238,0.7148502135199648,0.8666211076429635,12.783816233149095,0.9726069064972294,60.0,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S9_30Seed\10vA1_autots_365d_forecast_20260504_092133\weight_summary_20260504_092133.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S9_30Seed\10vA1_autots_365d_forecast_20260504_092133\weight_summary_20260504_092133.json,1172,4,93
