column,records,values_count,min,median,max,mean,std
category,31,31,120.0,120.0,120.0,120.0,0.0
file,31,0,,,,,
MAE,31,31,0.6372726088108781,0.6372726088108781,0.6372726088108781,0.6372726088108781,0.0
MAPE(%),31,31,11.14430468443146,11.14430468443146,11.14430468443146,11.14430468443146,0.0
MASE_lag1,31,31,0.7809584240283545,0.7809584240283545,0.7809584240283545,0.7809584240283545,0.0
MASE_lastValue,31,31,0.5916481544227,0.5916481544227,0.5916481544227,0.5916481544227,0.0
R2,31,31,-0.4258733617779631,-0.4258733617779631,-0.4258733617779631,-0.4258733617779631,0.0
RMSSE,31,31,0.642280107094789,0.642280107094789,0.642280107094789,0.642280107094789,0.0
SMAPE(%),31,31,11.740046437698192,11.740046437698192,11.740046437698192,11.740046437698192,0.0
last_value_index,31,0,,,,,
last_value_value,31,31,6.54126,6.54126,6.54126,6.54126,0.0
nMAE,31,31,0.11657418662748587,0.11657418662748587,0.11657418662748587,0.11657418662748587,0.0
nRMSE,31,31,0.14310233422615018,0.14310233422615018,0.14310233422615018,0.14310233422615018,0.0
