column,corr_with_Wh,abs_corr,weight
day_of_year_roll7,-0.69858103780098,0.69858103780098,0.027455434932343523
sin_DOY_k1_roll7,0.6702083412943255,0.6702083412943255,0.02634033921596722
season_autumn_roll7,-0.648740470473659,0.648740470473659,0.02549661501138799
day_of_year,-0.5986218639124617,0.5986218639124617,0.023526867670875872
dayofyear,-0.5986218639124617,0.5986218639124617,0.023526867670875872
month,-0.5896984257172159,0.5896984257172159,0.023176161219533344
season_autumn,-0.563027205291611,0.563027205291611,0.02212793643624055
dayofyear_sin,0.555358210212664,0.555358210212664,0.021826531754474084
sin_DOY_k1,0.5547332560477154,0.5547332560477154,0.02180196998213418
cos_DOY_k1_roll7,-0.5389942360095171,0.5389942360095171,0.02118339945534483
cos_DOY_k1,-0.5259224673573503,0.5259224673573503,0.020669656490305374
dayofyear_cos,-0.5252378594144903,0.5252378594144903,0.02064275022200968
Wh_lag1,0.49539380552956963,0.49539380552956963,0.0194698276329081
Wh_roll_mean_7,0.4743471346671785,0.4743471346671785,0.0186426573103013
season_spring_roll7,0.4687945763122933,0.4687945763122933,0.018424432227781923
Wh_roll_std_30,0.46699899986915017,0.46699899986915017,0.0183538629888058
Wh_roll_mean_14,0.4658686020283278,0.4658686020283278,0.018309436411663004
Wh_roll_mean_30,0.44886599546986417,0.44886599546986417,0.017641204763813544
Wh_roll_std_14,0.41959500489726964,0.41959500489726964,0.016490804547396473
Wh_lag14,0.37078097770440227,0.37078097770440227,0.014572329417298205
cos_DOY_k2,0.3634591516032419,0.3634591516032419,0.014284569072787376
month_10_roll7,-0.3576563267846773,0.3576563267846773,0.014056508088293151
season_spring,0.3541856593875165,0.3541856593875165,0.013920104897054942
month_6_roll7,0.3524990975276993,0.3524990975276993,0.01385382011848817
Wh_lag7,0.35061511202932005,0.35061511202932005,0.013779776251756467
cos_DOY_k2_roll7,0.34789852323985043,0.34789852323985043,0.013673009645290881
month_5,0.34585357552953455,0.34585357552953455,0.013592639687100552
Wh_roll_std_7,0.34347300620216137,0.34347300620216137,0.013499079222769357
month_5_roll7,0.3408272694891229,0.3408272694891229,0.013395097224629816
Cloud Amount Sat_roll7,0.3401943891816812,0.3401943891816812,0.013370223941272994
