column,records,values_count,min,median,max,mean,std
category,30,30,60.0,60.0,60.0,60.0,0.0
file,30,0,,,,,
MAE,30,30,0.7713437482273056,0.7713437482273056,0.7713437482273056,0.7713437482273056,0.0
MAPE(%),30,30,13.783023769415312,13.783023769415312,13.783023769415312,13.783023769415312,0.0
MASE_lag1,30,30,1.0494705640713708,1.0494705640713708,1.0494705640713708,1.0494705640713708,0.0
MASE_lastValue,30,30,1.0330473568951484,1.0330473568951484,1.0330473568951484,1.0330473568951484,0.0
R2,30,30,-2.3463587011276603,-2.3463587011276603,-2.3463587011276603,-2.3463587011276603,0.0
RMSSE,30,30,0.8366042419383696,0.8366042419383696,0.8366042419383696,0.8366042419383696,0.0
SMAPE(%),30,30,15.19784221957424,15.19784221957424,15.19784221957424,15.19784221957424,0.0
last_value_index,30,0,,,,,
last_value_value,30,30,4.57906,4.57906,4.57906,4.57906,0.0
nMAE,30,30,0.14493222535052847,0.14493222535052847,0.14493222535052847,0.14493222535052847,0.0
nRMSE,30,30,0.17443125013923622,0.17443125013923622,0.17443125013923622,0.17443125013923622,0.0
