Date,SunShine,SunshineRate
2026-03-01,6.079324123736456,0.0
2026-03-02,3.7969079818095923,0.0
2026-03-03,5.972500199475678,0.0
2026-03-04,6.093395503071771,0.0
2026-03-05,5.516917897451977,0.0
2026-03-06,6.005095860850011,0.0
2026-03-07,6.096185613892325,0.0
