timestamp,random_seed,train_file,train_file_name,train_columns_used,future_regressor_file,future_regressor_file_name,future_regressor_columns_used,tmy_file,target_column,fit_forecast_length,fit_forecast_length_mode,fit_forecast_length_raw,fit_regressors,train_rows,forecast_length,forecast_start,forecast_end,frequency,prediction_interval,max_generations,num_validations,validation_method,ensemble,no_negatives,output_dir,forecast_csv,metrics_csv,settings_csv,model_pickle,best_model,autots_score,validation_smape,validation_mae,validation_rmse,holdout_mae,holdout_rmse,holdout_mape_pct,holdout_mase,holdout_length,templates_csv,templates_json,best_template_csv,best_template_json,template_rows,weights_csv,weights_json,model_weight_rows,feature_weight_rows,parameter_weight_rows,annual_forecast_csv,monthly_forecast_csv
20260509_080945,1071865656,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\SolarRecord(260228)_d_forWh_WithCodis[date].csv,SolarRecord(260228)_d_forWh_WithCodis[date].csv,"['date', 'Wh', 'Temperature', 'RH', 'GloblRad']",T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv,tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv,"['Temperature', 'RH', 'GloblRad']",T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv,Wh,120,fixed,120,"Temperature,RH,GloblRad",313,365,2026-03-01,2027-02-28,D,0.9,1,3,backwards,all,True,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\10vE1_Lancher-S99_G1_120d_1Seed\10vE1_autots_365d_forecast_20260509_080945,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\10vE1_Lancher-S99_G1_120d_1Seed\10vE1_autots_365d_forecast_20260509_080945\forecast_365d_20260509_080945.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\10vE1_Lancher-S99_G1_120d_1Seed\10vE1_autots_365d_forecast_20260509_080945\model_metrics_20260509_080945.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\10vE1_Lancher-S99_G1_120d_1Seed\10vE1_autots_365d_forecast_20260509_080945\effective_settings_20260509_080945.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\10vE1_Lancher-S99_G1_120d_1Seed\10vE1_autots_365d_forecast_20260509_080945\autots_model_20260509_080945.pkl,Ensemble,12.843874425486586,9.776432614307847,0.5318668651934798,0.6209993884904108,0.988976812674516,1.2658038247335253,17.7121327756096,1.3455765420233545,60.0,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\10vE1_Lancher-S99_G1_120d_1Seed\10vE1_autots_365d_forecast_20260509_080945\autots_templates_20260509_080945.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\10vE1_Lancher-S99_G1_120d_1Seed\10vE1_autots_365d_forecast_20260509_080945\autots_templates_20260509_080945.json,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\10vE1_Lancher-S99_G1_120d_1Seed\10vE1_autots_365d_forecast_20260509_080945\autots_best_template_20260509_080945.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\10vE1_Lancher-S99_G1_120d_1Seed\10vE1_autots_365d_forecast_20260509_080945\autots_best_template_20260509_080945.json,840,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\10vE1_Lancher-S99_G1_120d_1Seed\10vE1_autots_365d_forecast_20260509_080945\weight_summary_20260509_080945.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\10vE1_Lancher-S99_G1_120d_1Seed\10vE1_autots_365d_forecast_20260509_080945\weight_summary_20260509_080945.json,840,4,92,,
