category,file,annual_forecast_csv,autots_score,best_model,best_template_csv,best_template_json,consistency_csv,ensemble,feature_weight_rows,fit_forecast_length,fit_forecast_length_mode,fit_forecast_length_raw,fit_regressors,forecast_csv,forecast_end,forecast_length,forecast_start,frequency,future_regressor_columns_used,future_regressor_file,future_regressor_file_name,holdout_length,holdout_mae,holdout_mape_pct,holdout_mase,holdout_rmse,max_generations,metrics_csv,model_pickle,model_weight_rows,monthly_forecast_csv,no_negatives,num_validations,output_dir,parameter_weight_rows,prediction_interval,pvgis_column,pvgis_timeseries_file,pvgis_timeseries_file_name,random_seed,settings_csv,target_column,template_rows,templates_csv,templates_json,timestamp,tmy_file,totals_forecast_csv,train_columns_used,train_file,train_file_name,train_rows,use_tmy_exogenous,validation_mae,validation_method,validation_rmse,validation_smape,weights_csv,weights_json
10vL7_autots_365d_forecast_20260514_101933,10vL7_autots_365d_forecast_20260514_101933/effective_settings_20260514_101933.csv,"[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\output\\default\\L7_Lancher-S92b_G50_120d_TmyTrue_30Seed-FitEn\\10vL7_autots_365d_forecast_20260514_101933\\forecast_365d_annual_20260514_101933.csv""]","[""14.996356813442116""]","[""Ensemble""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\output\\default\\L7_Lancher-S92b_G50_120d_TmyTrue_30Seed-FitEn\\10vL7_autots_365d_forecast_20260514_101933\\autots_best_template_20260514_101933.csv""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\output\\default\\L7_Lancher-S92b_G50_120d_TmyTrue_30Seed-FitEn\\10vL7_autots_365d_forecast_20260514_101933\\autots_best_template_20260514_101933.json""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\output\\default\\L7_Lancher-S92b_G50_120d_TmyTrue_30Seed-FitEn\\10vL7_autots_365d_forecast_20260514_101933\\forecast_365d_consistency_20260514_101933.csv""]","[""['simple', 'distance', 'simple,distance']""]","[""4""]","[""120""]","[""fixed""]","[""120""]","[""Temperature,RH,GloblRad""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\output\\default\\L7_Lancher-S92b_G50_120d_TmyTrue_30Seed-FitEn\\10vL7_autots_365d_forecast_20260514_101933\\forecast_365d_20260514_101933.csv""]","[""2027-02-28""]","[""365""]","[""2026-03-01""]","[""D""]","[""['Temperature', 'RH', 'GloblRad']""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\input\\tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv""]","[""tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv""]","[""120.0""]","[""0.7126934204008368""]","[""12.273470987920527""]","[""0.8733843612864132""]","[""0.8599151337751749""]","[""50""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\output\\default\\L7_Lancher-S92b_G50_120d_TmyTrue_30Seed-FitEn\\10vL7_autots_365d_forecast_20260514_101933\\model_metrics_20260514_101933.csv""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\output\\default\\L7_Lancher-S92b_G50_120d_TmyTrue_30Seed-FitEn\\10vL7_autots_365d_forecast_20260514_101933\\autots_model_20260514_101933.pkl""]","[""2896""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\output\\default\\L7_Lancher-S92b_G50_120d_TmyTrue_30Seed-FitEn\\10vL7_autots_365d_forecast_20260514_101933\\forecast_365d_monthly_20260514_101933.csv""]","[""True""]","[""3""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\output\\default\\L7_Lancher-S92b_G50_120d_TmyTrue_30Seed-FitEn\\10vL7_autots_365d_forecast_20260514_101933""]","[""47""]","[""0.9""]","[""P_Wh_min_max_scaled""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\input\\Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled][vB][dateAdj].csv""]","[""Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled][vB][dateAdj].csv""]","[""25421158""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\output\\default\\L7_Lancher-S92b_G50_120d_TmyTrue_30Seed-FitEn\\10vL7_autots_365d_forecast_20260514_101933\\effective_settings_20260514_101933.csv""]","[""Wh""]","[""2896""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\output\\default\\L7_Lancher-S92b_G50_120d_TmyTrue_30Seed-FitEn\\10vL7_autots_365d_forecast_20260514_101933\\autots_templates_20260514_101933.csv""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\output\\default\\L7_Lancher-S92b_G50_120d_TmyTrue_30Seed-FitEn\\10vL7_autots_365d_forecast_20260514_101933\\autots_templates_20260514_101933.json""]","[""20260514_101933""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\input\\tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\output\\default\\L7_Lancher-S92b_G50_120d_TmyTrue_30Seed-FitEn\\10vL7_autots_365d_forecast_20260514_101933\\forecast_365d_totals_20260514_101933.csv""]","[""['date', 'Wh', 'Temperature', 'RH', 'GloblRad']""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\input\\SolarRecord(260228)_d_forWh_WithCodis[date].csv""]","[""SolarRecord(260228)_d_forWh_WithCodis[date].csv""]","[""313""]","[""True""]","[""0.5708469436517618""]","[""backwards""]","[""0.7027263698019173""]","[""9.546898152803296""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\output\\default\\L7_Lancher-S92b_G50_120d_TmyTrue_30Seed-FitEn\\10vL7_autots_365d_forecast_20260514_101933\\weight_summary_20260514_101933.csv""]","[""T:\\OneDrive\\1TB\\School\\PV_autoTs\\Power_1Year_Sum_10v2A\\output\\default\\L7_Lancher-S92b_G50_120d_TmyTrue_30Seed-FitEn\\10vL7_autots_365d_forecast_20260514_101933\\weight_summary_20260514_101933.json""]"
