,Wh
2025-11-01,6.104876755431861
2025-11-02,6.1272323356059415
2025-11-03,6.1496720828262355
2025-11-04,6.172134491305382
2025-11-05,6.194557993143079
2025-11-06,6.216881127079432
2025-11-07,6.23904270695598
2025-11-08,6.260981989422716
2025-11-09,6.282638840431378
2025-11-10,6.303953900058702
2025-11-11,6.32486874520784
2025-11-12,6.345326049742012
2025-11-13,6.36526974161146
2025-11-14,6.384645156543037
2025-11-15,6.4033991878711864
2025-11-16,6.421480432099613
2025-11-17,6.438839329794699
2025-11-18,6.4554283014244636
2025-11-19,6.471201877770755
2025-11-20,6.486116824557218
2025-11-21,6.5001322609514345
2025-11-22,6.513209771616449
2025-11-23,6.525313512004535
2025-11-24,6.536410306604611
2025-11-25,6.546469739874005
2025-11-26,6.555464239605349
2025-11-27,6.563369152500079
2025-11-28,6.570162811741415
2025-11-29,6.575826596381599
2025-11-30,6.580344982380614
2025-12-01,6.583705585156508
2025-12-02,6.585899193530666
2025-12-03,6.586919794975008
2025-12-04,6.5867645920919164
2025-12-05,6.585434010281706
2025-12-06,6.582931696576633
2025-12-07,6.579264509644626
2025-12-08,6.574442500990165
2025-12-09,6.568478887403798
2025-12-10,6.561390014735838
2025-12-11,6.553195313093528
2025-12-12,6.543917243584462
2025-12-13,6.533581236752254
2025-12-14,6.5222156228731825
2025-12-15,6.50985155430488
2025-12-16,6.4965229200998715
2025-12-17,6.482266253118054
2025-12-18,6.467120629892653
2025-12-19,6.451127563524174
2025-12-20,6.4343308898958655
2025-12-21,6.416776647522623
2025-12-22,6.398512951362608
2025-12-23,6.379589860937502
2025-12-24,6.3600592431228335
2025-12-25,6.339974629984474
2025-12-26,6.3193910720509745
2025-12-27,6.2983649874238825
2025-12-28,6.276954007139656
2025-12-29,6.255216817206996
2025-12-30,6.233212997752574
2025-12-31,6.211002859716047
2026-01-01,6.188647279541967
2026-01-02,6.166207532321671
2026-01-03,6.1437451238425265
2026-01-04,6.121321622004829
2026-01-05,6.098998488068476
2026-01-06,6.076836908191928
2026-01-07,6.054897625725192
2026-01-08,6.03324077471653
2026-01-09,6.011925715089206
2026-01-10,5.991010869940069
2026-01-11,5.970553565405895
2026-01-12,5.9506098735364485
2026-01-13,5.931234458604871
2026-01-14,5.912480427276722
2026-01-15,5.894399183048296
2026-01-16,5.8770402853532095
2026-01-17,5.860451313723445
2026-01-18,5.844677737377153
2026-01-19,5.82976279059069
2026-01-20,5.815747354196474
2026-01-21,5.80266984353146
2026-01-22,5.790566103143373
2026-01-23,5.779469308543297
2026-01-24,5.769409875273904
2026-01-25,5.76041537554256
2026-01-26,5.752510462647829
2026-01-27,5.745716803406493
2026-01-28,5.740053018766309
2026-01-29,5.735534632767294
2026-01-30,5.732174029991399
2026-01-31,5.729980421617243
2026-02-01,5.728959820172902
2026-02-02,5.729115023055993
2026-02-03,5.730445604866202
2026-02-04,5.732947918571275
2026-02-05,5.736615105503281
2026-02-06,5.741437114157744
2026-02-07,5.74740072774411
2026-02-08,5.75448960041207
2026-02-09,5.762684302054381
2026-02-10,5.771962371563446
2026-02-11,5.782298378395654
2026-02-12,5.793663992274725
2026-02-13,5.80602806084303
2026-02-14,5.819356695048038
2026-02-15,5.833613362029856
2026-02-16,5.848758985255255
2026-02-17,5.864752051623735
2026-02-18,5.881548725252042
2026-02-19,5.899102967625286
2026-02-20,5.917366663785301
2026-02-21,5.9362897542104065
2026-02-22,5.955820372025075
2026-02-23,5.975904985163434
2026-02-24,5.996488543096934
2026-02-25,6.017514627724026
2026-02-26,6.0389256080082525
2026-02-27,6.060662797940912
2026-02-28,6.0826666173953345
