Predicted_Annual_Wh,Reference_Annual_Wh,Annual_Bias_Wh,Relative_Error_RE_%,Accuracy_%,Percentage_Bias_%
2342.94882625,1826.9883051483305,515.9605211016694,28.241041261606725,71.75895873839328,28.241041261606725
