ID,Model,ModelParameters,TransformationParameters,Ensemble,Runs,smape,mae,rmse,made,mage,custom,underestimate,mle,overestimate,imle,spl,containment,contour,maxe,oda,dwae,mqae,ewmae,uwmse,smoothness,mate,wasserstein,dwd,matse,smape_weighted,mae_weighted,rmse_weighted,made_weighted,mage_weighted,custom_weighted,mle_weighted,imle_weighted,spl_weighted,maxe_weighted,oda_weighted,dwae_weighted,mqae_weighted,ewmae_weighted,uwmse_weighted,smoothness_weighted,mate_weighted,wasserstein_weighted,dwd_weighted,matse_weighted,containment_weighted,contour_weighted,TotalRuntimeSeconds,Score,lowest_series_mape,lowest_series_mape_name,highest_series_mape,highest_series_mape_name,source
cc0a77d084c79336dc7c958802b6ead3,Ensemble,"{""model_name"": ""Dist"", ""model_count"": 2, ""model_metric"": ""smape"", ""models"": {""167850ef896767b082f8a6f69db6fb89"": {""Model"": ""FFT"", ""ModelParameters"": ""{\""n_harmonics\"": 2, \""detrend\"": \""linear\""}"", ""TransformationParameters"": ""{\""fillna\"": \""mean\"", \""transformations\"": {\""0\"": \""Round\"", \""1\"": \""FIRFilter\"", \""2\"": \""KalmanSmoothing\""}, \""transformation_params\"": {\""0\"": {\""decimals\"": 0, \""on_transform\"": true, \""on_inverse\"": true}, \""1\"": {\""numtaps\"": 128, \""cutoff_hz\"": 0.01, \""window\"": \""hamming\"", \""sampling_frequency\"": 57, \""on_transform\"": true, \""on_inverse\"": false, \""bounds_only\"": false}, \""2\"": {\""model_name\"": \""local_linear_trend_ets_aan\"", \""state_transition\"": [[1, 1], [0, 1]], \""process_noise\"": [[0.01, 0.0], [0.0, 0.3]], \""observation_model\"": [[1, 0]], \""observation_noise\"": 0.05, \""em_iter\"": null, \""on_transform\"": true, \""on_inverse\"": false}}}""}, ""886476553f1bacaa2a3e831825c8ea51"": {""Model"": ""SectionalMotif"", ""ModelParameters"": ""{\""window\"": 5, \""point_method\"": \""weighted_mean\"", \""distance_metric\"": \""rogerstanimoto\"", \""include_differenced\"": true, \""k\"": 10, \""stride_size\"": 5, \""regression_type\"": null, \""comparison_transformation\"": {\""fillna\"": \""zero\"", \""transformations\"": {\""0\"": \""MinMaxScaler\""}, \""transformation_params\"": {\""0\"": {}}}, \""combination_transformation\"": null}"", ""TransformationParameters"": ""{\""fillna\"": \""linear\"", \""transformations\"": {\""0\"": \""ClipOutliers\"", \""1\"": \""bkfilter\"", \""2\"": \""bkfilter\"", \""3\"": \""SinTrend\""}, \""transformation_params\"": {\""0\"": {\""method\"": \""clip\"", \""std_threshold\"": 3.75, \""fillna\"": null}, \""1\"": {}, \""2\"": {}, \""3\"": {}}}""}}, ""dis_frac"": 0.5, ""FirstModel"": ""167850ef896767b082f8a6f69db6fb89"", ""SecondModel"": ""886476553f1bacaa2a3e831825c8ea51""}","{""fillna"": ""fake_date"", ""transformations"": {""0"": ""FIRFilter"", ""1"": ""AlignLastValue"", ""2"": ""AlignLastValue""}, ""transformation_params"": {""0"": {""numtaps"": 32, ""cutoff_hz"": 0.1, ""window"": ""triang"", ""sampling_frequency"": 12, ""on_transform"": false, ""on_inverse"": true, ""bounds_only"": true}, ""1"": {""rows"": 1, ""lag"": 1, ""method"": ""multiplicative"", ""strength"": 1.0, ""first_value_only"": false, ""threshold"": null, ""threshold_method"": ""mean""}, ""2"": {""rows"": 1, ""lag"": 1, ""method"": ""multiplicative"", ""strength"": 1.0, ""first_value_only"": true, ""threshold"": 10, ""threshold_method"": ""max""}}}",1,1,7.998103762282406,0.4340326968705284,0.536276141907469,0.8241238314683776,0.4340326968705284,0.0,-18.2335327369577,0.3647796720195932,33.850390887505704,0.4070358014274302,0.42281185854375924,0.8333333333333334,0.575,1.5234699999999988,0.9666666666666667,1.349576463280442,0.33611373283434665,1.6718315233415906,0.8383592489241388,0.1561583713309328,15.616858150548007,10.943489786728357,45.13807853342576,0.02380617168914532,7.998103762282406,0.4340326968705284,0.536276141907469,0.8241238314683776,0.4340326968705284,0.0,0.3647796720195932,0.4070358014274302,0.42281185854375924,1.5234699999999988,0.9666666666666667,1.349576463280442,0.33611373283434665,1.6718315233415906,0.8383592489241388,0.1561583713309328,15.616858150548007,10.943489786728357,45.13807853342576,0.02380617168914532,0.8333333333333334,0.575,0.4609,14.283755346227792,6.7068190161241725,Wh,6.7068190161241725,Wh,model.results
