date,y_hat,pvgis_scaled,residual_fcst
2026-04-12,8.085559767804279,7.710377552364631,0.375182215439648
2026-04-13,2.6025209465315826,2.2273387310919346,0.375182215439648
2026-04-14,5.085339384461312,4.710157169021664,0.375182215439648
2026-04-15,9.474117742682788,8.589449900153458,0.8846678425293302
2026-04-16,8.455531259333842,7.570863416804513,0.8846678425293302
2026-04-17,5.384806032128569,5.009623816688921,0.375182215439648
2026-04-18,9.262765825659471,8.887583610219822,0.375182215439648
2026-04-19,9.452931590053517,9.077749374613868,0.375182215439648
2026-04-20,7.148305722788087,8.09115339368635,-0.9428476708982627
2026-04-21,6.530266988507442,7.473114659405705,-0.9428476708982627
2026-04-22,7.615278195634214,8.558125866532476,-0.9428476708982627
2026-04-23,7.894750779288079,8.837598450186341,-0.9428476708982627
2026-04-24,7.262716200198056,8.205563871096318,-0.9428476708982627
2026-04-25,7.889863341418137,8.8327110123164,-0.9428476708982627
2026-04-26,3.1583559261038956,2.7831737106642476,0.375182215439648
2026-04-27,6.714434533697468,7.657282204595731,-0.9428476708982627
2026-04-28,3.6495666767112,4.592414347609463,-0.9428476708982627
2026-04-29,7.1429739723845165,8.08582164328278,-0.9428476708982627
2026-04-30,9.705301109155894,9.330118893716246,0.375182215439648
2026-05-01,11.637812112459915,11.262629897020268,0.375182215439648
2026-05-02,10.897020091833976,10.012352249304646,0.8846678425293302
2026-05-03,10.190368303386272,9.815186087946625,0.375182215439648
2026-05-04,10.603404135480151,10.228221920040504,0.375182215439648
2026-05-05,9.844661133732256,10.787508804630518,-0.9428476708982627
2026-05-06,1.16597301145275,2.1088206823510127,-0.9428476708982627
2026-05-07,8.60810336421406,8.23292114877441,0.375182215439648
2026-05-08,6.131781535903083,5.247113693373753,0.8846678425293302
2026-05-09,6.2558772889875955,5.8806950735479475,0.375182215439648
2026-05-10,3.911184571704983,3.536002356265335,0.375182215439648
2026-05-11,4.431034252703045,5.373881923601307,-0.9428476708982627
2026-05-12,5.764438608764606,6.707286279662869,-0.9428476708982627
2026-05-13,6.240339014045101,7.183186684943363,-0.9428476708982627
2026-05-14,8.17272722925221,7.797545013812561,0.375182215439648
2026-05-15,9.042700186285167,8.667517970845518,0.375182215439648
2026-05-16,10.00021595804494,9.625033742605291,0.375182215439648
2026-05-17,10.660293976504402,10.285111761064755,0.375182215439648
2026-05-18,7.081169640284612,6.705987424844964,0.375182215439648
2026-05-19,8.19246982248437,7.817287607044722,0.375182215439648
2026-05-20,8.907147726168223,9.849995397066486,-0.9428476708982627
2026-05-21,10.089317398553241,9.714135183113594,0.375182215439648
2026-05-22,9.344861799802302,10.287709470700566,-0.9428476708982627
2026-05-23,8.821163537222894,9.764011208121158,-0.9428476708982627
2026-05-24,5.335296976928702,6.278144647826965,-0.9428476708982627
2026-05-25,6.775207428058495,7.718055098956758,-0.9428476708982627
2026-05-26,9.065300260116718,8.690118044677071,0.375182215439648
2026-05-27,9.11940738804881,8.23473954551948,0.8846678425293302
2026-05-28,8.556408942461431,8.181226727021782,0.375182215439648
2026-05-29,8.317159885003278,7.941977669563629,0.375182215439648
