date,doy,month,day,E_day_kWh,Hpoa_day_kWhm2,G(i)_Whm2,G(i)_kWhm2,G(i)_mean,G(i)_min,G(i)_max,G(i)_std,G(i)_p10,G(i)_p90,P_Wh,P_kWh,P_mean,P_min,P_max,P_std,P_p10,P_p90,P_mapped_Wh,P_mapped_Wh_kWh,P_mapped_Wh_mean,P_mapped_Wh_min,P_mapped_Wh_max,P_mapped_Wh_std,P_mapped_Wh_p10,P_mapped_Wh_p90,P_normalized_0_1_Wh_Wh,P_normalized_0_1_Wh_kWh,P_normalized_0_1_Wh_mean,P_normalized_0_1_Wh_min,P_normalized_0_1_Wh_max,P_normalized_0_1_Wh_std,P_normalized_0_1_Wh_p10,P_normalized_0_1_Wh_p90,T2m_mean,T2m_min,T2m_max,T2m_std,T2m_p10,T2m_p90,WS10m_mean,WS10m_max,WS10m_std,WS10m_p10,WS10m_p90,H_sun_max,H_sun_mean,n_obs_P,valid_frac_P,n_obs_P_mapped_Wh,valid_frac_P_mapped_Wh,n_obs_P_normalized_0_1_Wh,valid_frac_P_normalized_0_1_Wh,n_obs_G(i),valid_frac_G(i),n_obs_T2m,valid_frac_T2m,n_obs_WS10m,valid_frac_WS10m,n_obs_H_sun,valid_frac_H_sun
2005-03-19,78,3,19,0.33567,4.87758,4877.58,4.87758,203.2325,0.0,681.16,266.46750175045815,0.0,638.9689999999999,335.67,0.33567,13.98625,0.0,47.38,18.68137431228367,0.0,44.519999999999996,5.334192387920712,0.005334192387920713,0.22225801616336302,0.0,0.7529241080218172,0.296869081694763,0.0,0.7074753332446453,281.00356622632984,0.2810035662263298,11.708481926097077,0.0,39.66380363989486,15.638969236931096,0.0,37.26957657340901,16.005,13.41,18.95,1.9910451701468788,13.616999999999999,18.821,1.1495833333333334,2.0,0.5423497922019047,0.5710000000000001,1.93,64.61,18.704583333333332,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-20,79,3,20,0.4445,6.63165,6631.65,6.63165,276.31874999999997,0.0,966.15,362.06720138084984,0.0,870.836,444.5,0.4445,18.520833333333332,0.0,64.28,24.52413184505464,0.0,58.611,7.063629506452041,0.007063629506452041,0.29431789610216835,0.0,1.0214850498869228,0.38971739329774596,0.0,0.9313979505121723,372.10976610243273,0.37210976610243274,15.504573587601364,0.0,53.81150903276576,20.53018889702701,0.0,49.065749158671956,17.405833333333334,14.51,20.88,2.3362026353942817,14.607000000000001,20.647,0.8079166666666667,1.86,0.6839716442550288,0.16100000000000003,1.839,64.98,18.830416666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-21,80,3,21,0.40524,6.02379,6023.79,6.02379,250.99125,0.0,866.17,332.7130208284677,0.0,815.0,405.24,0.40524,16.885,0.0,58.27,22.662716748765643,0.0,55.156,6.439741779965411,0.006439741779965411,0.2683225741652255,0.0,0.9259790581348942,0.3601373109627578,0.0,0.8764939236397499,339.24355818976346,0.3392435581897635,14.135148257906812,0.0,48.78028362382173,18.971919524474394,0.0,46.17342240527735,18.51875,15.92,21.62,1.9089111681338358,16.44,21.398,0.8391666666666667,2.21,0.7719423084248148,0.14,2.0279999999999996,65.34,18.954583333333332,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-22,81,3,22,0.3864,5.80894,5808.94,5.80894,242.03916666666666,0.0,907.09,323.4523494093153,0.0,740.222,386.4,0.38639999999999997,16.099999999999998,0.0,60.07,21.771816644460333,0.0,49.977000000000004,6.14035194891579,0.00614035194891579,0.25584799787149126,0.0,0.9545831821205268,0.34597985705033457,0.0,0.7941935024610881,323.4717966748707,0.3234717966748707,13.477991528119611,0.0,50.28713981951211,18.226109334522356,0.0,41.83786227334372,20.976666666666667,17.96,23.94,2.0436043747701524,18.5,23.817,0.8870833333333333,2.34,0.7657873422975783,0.21,2.07,65.71,19.07875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-23,82,3,23,0.33764,4.93591,4935.91,4.93591,205.66291666666666,0.0,788.81,279.413768909731,0.0,660.983,337.64,0.33764,14.068333333333333,0.0,54.16,19.42397435413631,0.0,45.81,5.365498012504988,0.005365498012504988,0.22356241718770783,0.0,0.8606663083676998,0.3086698726219234,0.0,0.7279749554343489,282.65273661827985,0.28265273661827983,11.777197359094993,0.0,45.339628643662,16.260631166923087,0.0,38.349490180320466,17.9675,15.46,20.34,1.4967159702669617,15.879999999999999,20.022000000000002,1.62375,2.97,0.7330923928958336,0.662,2.606,66.07,19.201249999999998,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-24,83,3,24,0.35953,5.19177,5191.7699999999995,5.191769999999999,216.32375,0.0,834.81,286.5126000235986,0.0,657.9889999999999,359.53,0.35952999999999996,14.980416666666665,0.0,57.76,20.1383954024162,0.0,46.38699999999999,5.713355942530264,0.005713355942530264,0.23805649760542766,0.0,0.9178745563389648,0.3200228660902254,0.0,0.7371441662897431,300.9777822425369,0.30097778224253685,12.54074092677237,0.0,48.35334103504278,16.85870326855208,0.0,38.83252130527232,15.963333333333333,14.21,18.78,1.5626334145940315,14.403,18.258,1.6749999999999998,2.83,0.7682051356472323,0.872,2.76,66.43,19.32375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-25,84,3,25,0.35014,5.07158,5071.58,5.07158,211.31583333333333,0.0,737.26,285.07079103903857,0.0,700.71,350.14,0.35014,14.589166666666666,0.0,51.17,20.00337317568707,0.0,48.893,5.564137762405214,0.005564137762405214,0.2318390734335506,0.0,0.8131516801915657,0.31787720358234983,0.0,0.7769674633497405,293.1170157550187,0.2931170157550187,12.213208989792447,0.0,42.83657307415408,16.74567044693947,0.0,40.93039998660572,15.105416666666665,12.12,18.14,1.9059585724013386,12.816,17.817,1.1841666666666666,2.14,0.5840556604406413,0.55,1.909,66.79,19.44625,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-26,85,3,26,0.30321,4.44599,4445.99,4.44599,185.24958333333333,0.0,787.52,257.90418513183243,0.0,560.9459999999999,303.21000000000004,0.30321000000000004,12.633750000000001,0.0,53.85,17.90946235507437,0.0,39.092999999999996,4.818364685379805,0.004818364685379805,0.20076519522415856,0.0,0.8557400425701742,0.2846024898447591,0.0,0.6212338994279631,253.8299261640464,0.2538299261640464,10.576246923501934,0.0,45.08011452107088,14.992769061793137,0.0,32.72640514340248,16.44333333333333,14.38,19.48,1.6665081083998117,14.483,18.654,0.8091666666666666,2.28,0.7456011095034352,0.14,2.0449999999999995,67.15,19.5675,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-27,86,3,27,0.37327,5.64788,5647.88,5.64788,235.32833333333335,0.0,872.55,314.08830152303216,0.0,751.7459999999999,373.27,0.37327,15.552916666666667,0.0,57.31,21.0164590736107,0.0,50.01499999999999,5.931700755620593,0.005931700755620593,0.24715419815085804,0.0,0.9107235253425568,0.3339763339336294,0.0,0.7947973673007848,312.4801178696402,0.3124801178696402,13.020004911235008,0.0,47.97662698612019,17.593767536968794,0.0,41.8696736819194,19.237916666666667,14.69,23.78,3.197188954401184,15.327,23.442,0.7445833333333334,1.38,0.4501108961584686,0.11200000000000004,1.31,67.51,19.407083333333336,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-28,87,3,28,0.28641999999999995,4.26258,4262.58,4.26258,177.6075,0.0,697.27,239.26533567223615,0.0,538.073,286.42,0.28642,11.934166666666668,0.0,47.62,16.430243300923337,0.0,36.541,4.551551773313821,0.004551551773313821,0.18964799055474255,0.0,0.7567379912199014,0.26109595360762217,0.0,0.5806796080883331,239.7743064275788,0.2397743064275788,9.990596101149118,0.0,39.86471779932024,13.754452174831599,0.0,30.590017914845884,20.110416666666666,15.95,24.73,2.6628563924227446,16.658,23.407999999999998,1.4883333333333333,2.48,0.6334904458060407,0.781,2.34,67.86,19.807083333333335,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-29,88,3,29,0.28598999999999997,4.28693,4286.93,4.28693,178.62208333333334,0.0,733.35,255.87520701513114,0.0,620.8309999999999,285.99,0.28599,11.91625,0.0,49.42,17.407710388740412,0.0,41.97599999999999,4.544718565917253,0.004544718565917253,0.18936327357988555,0.0,0.7853421152055341,0.2766290590363971,0.0,0.6670481713449512,239.414335225275,0.239414335225275,9.975597301053126,0.0,41.37157399501064,14.572731251143047,0.0,35.13988648349992,19.136666666666667,16.79,23.1,2.0557483915293138,17.068,22.329,1.1554166666666668,2.14,0.4606515156173696,0.5710000000000001,1.59,68.21,19.664583333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-30,89,3,30,0.20166,2.98834,2988.34,2.98834,124.51416666666667,0.0,495.11,179.18522823231459,0.0,431.88699999999994,201.66,0.20166,8.4025,0.0,34.38,12.536035102334253,0.0,30.075999999999997,3.204615357190368,0.003204615357190368,0.133525639882932,0.0,0.546338768125582,0.19921239019745055,0.0,0.47794312943993605,168.81812245718018,0.16881812245718017,7.034088435715841,0.0,28.78095333768648,10.494445646302553,0.0,25.177892745324556,16.55666666666667,14.86,19.4,1.54549180765743,15.025,19.041,1.35875,1.93,0.3501591253180163,0.9390000000000001,1.888,68.56,19.792083333333334,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-31,90,3,31,0.12204,1.85403,1854.03,1.85403,77.25125,0.0,262.67,100.9892794703219,0.0,228.32899999999998,122.04,0.12204000000000001,5.085,0.0,18.08,6.9315773974897885,0.0,15.668999999999999,1.9393596062258873,0.0019393596062258873,0.08080665025941197,0.0,0.287312534255687,0.11015094405211455,0.0,0.24899889929493146,102.16485006780853,0.10216485006780852,4.256868752825356,0.0,15.13553334337904,5.802716859619425,0.0,13.117183183484858,16.520416666666666,14.86,18.06,1.1367171617412573,15.008000000000001,17.958000000000002,1.0345833333333332,1.52,0.39991280752582603,0.501,1.4989999999999999,68.9,19.9175,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-01,91,4,1,0.34338,5.08488,5084.88,5.08488,211.87,0.0,772.37,269.40210652480056,0.0,577.42,343.38,0.34338,14.3075,0.0,52.07,18.53620740018326,0.0,39.839999999999996,5.456713385659172,0.0054567133856591715,0.22736305773579882,0.0,0.8274537421843821,0.29456220816568995,0.0,0.6331046108820008,287.45793359787035,0.28745793359787036,11.977413899911264,0.0,43.59000117199927,15.517443869760129,0.0,33.35175046461399,18.482083333333332,15.97,21.75,1.94961976040071,16.383,21.044,0.9970833333333333,2.07,0.458129269460304,0.501,1.4989999999999999,69.25,20.043333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-02,92,4,2,0.37398,5.55783,5557.83,5.55783,231.57625,0.0,871.81,308.7858658036483,0.0,733.3709999999999,373.98,0.37398000000000003,15.582500000000001,0.0,58.43,21.05197589611091,0.0,49.849999999999994,5.942983493414926,0.005942983493414926,0.2476243122256219,0.0,0.928521646933617,0.33454073815272484,0.0,0.7921753226021018,313.07448892460695,0.31307448892460693,13.044770371858624,0.0,48.91422639677198,17.623500172544166,0.0,41.731545197314446,18.844166666666666,16.65,22.34,1.9156402418595933,17.029,21.717,1.3395833333333333,2.28,0.6121912117224038,0.55,2.1679999999999997,69.59,20.166666666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-03,93,4,3,0.46071,6.89269,6892.69,6.89269,287.19541666666663,0.0,953.46,369.93443517771317,0.0,890.028,460.71,0.46070999999999995,19.19625,0.0,63.58,25.03583567478391,0.0,59.822,7.321225534122655,0.007321225534122655,0.3050510639217773,0.0,1.0103612238925102,0.39784897095857874,0.0,0.9506421694825062,385.67984328695564,0.38567984328695565,16.06999347028982,0.0,53.225509401108376,20.958557833797034,0.0,50.079528521439215,18.200833333333332,14.96,21.81,2.5857971887696993,15.204,21.704,1.41875,2.69,0.6584389476831447,0.76,2.389,69.92,20.288333333333334,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-04,94,4,4,0.45131,6.72797,6727.97,6.72797,280.33208333333334,0.0,962.68,363.23566408144507,0.0,846.1619999999999,451.31,0.45131,18.804583333333333,0.0,64.12,24.62702721369467,0.0,57.062,7.1718484421976845,0.0071718484421976845,0.2988270184249035,0.0,1.0189424610882,0.39135252212114985,0.0,0.9067825127045362,377.81070537612806,0.37781070537612804,15.742112724005336,0.0,53.6775662598155,20.616326965773162,0.0,47.76901568804728,16.29625,10.03,20.62,3.6073569904462937,10.989,20.291999999999998,1.2762499999999999,2.28,0.609624349764744,0.431,2.07,70.26,20.41125,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-05,95,4,5,0.29782000000000003,4.39157,4391.57,4.39157,182.98208333333332,0.0,655.52,238.470018277372,0.0,578.2869999999999,297.82,0.29782,12.409166666666666,0.0,45.11,16.51300881562556,0.0,39.894999999999996,4.732711225222828,0.004732711225222828,0.19719630105095118,0.0,0.7168511294399361,0.2624111952988873,0.0,0.6339786257815617,249.31772900028463,0.24931772900028462,10.388238708345193,0.0,37.763490548663086,13.823738690730796,0.0,33.39779329281564,17.65791666666667,13.93,20.78,2.0619133772693554,14.969000000000001,20.414,0.9945833333333334,2.14,0.614654227058254,0.231,1.888,70.59,20.530833333333334,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-06,96,4,6,0.38148,5.66552,5665.52,5.665520000000001,236.06333333333336,0.0,841.57,303.911721431057,0.0,717.568,381.48,0.38148000000000004,15.895000000000001,0.0,56.69,20.809392528166324,0.0,48.998999999999995,6.062167343355061,0.006062167343355062,0.25259030597312754,0.0,0.9008709937475056,0.33068580218964744,0.0,0.7786519284288944,319.35305640665024,0.31935305640665024,13.306377350277094,0.0,47.45759874093793,17.420423366455974,0.0,41.019137073685265,18.607083333333332,14.84,21.65,2.126445245958138,16.093999999999998,21.369,1.08375,2.21,0.7054126914206968,0.29800000000000004,2.049,70.91,20.650000000000002,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-07,97,4,7,0.39425,5.97935,5979.35,5.97935,249.13958333333335,0.0,912.87,335.4553401167767,0.0,787.289,394.25,0.39425,16.427083333333332,0.0,59.83,22.378371444644777,0.0,52.372,6.265097711853132,0.006265097711853132,0.2610457379938805,0.0,0.9507692989224424,0.355618728555088,0.0,0.8322528785419715,330.04336397274267,0.33004336397274264,13.75180683219761,0.0,50.08622566008673,18.733882033791065,0.0,43.84281815594288,21.0675,17.59,24.89,2.637187648926822,17.899,24.62,1.0520833333333333,1.93,0.48573547253146165,0.4240000000000001,1.72,71.28,20.767916666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-08,98,4,8,0.42916,6.5586199999999995,6558.62,6.5586199999999995,273.2758333333333,0.0,964.78,359.9068617309407,0.0,851.6479999999999,429.16,0.42916000000000004,17.881666666666668,0.0,62.61,23.80653923074346,0.0,56.105,6.8198588053744835,0.006819858805374484,0.28416078355727015,0.0,0.9949467793002528,0.3783139999027843,0.0,0.891574653452175,359.2680027458269,0.3592680027458269,14.969500114409454,0.0,52.41348134009745,19.929461743217864,0.0,46.96787047733856,20.577916666666667,14.79,25.24,3.838092799891596,15.225,25.070999999999998,1.3195833333333333,2.21,0.5506397794081594,0.781,2.0069999999999997,71.65,20.882916666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-09,99,4,9,0.37879,5.74964,5749.64,5.74964,239.56833333333336,0.0,825.78,311.6690178024935,0.0,734.355,378.79,0.37879,15.782916666666667,0.0,54.55,20.880874227735124,0.0,49.007,6.019420069176532,0.006019420069176532,0.25080916954902216,0.0,0.8668638685645869,0.3318217307436305,0.0,0.7787790578688306,317.1011435364241,0.3171011435364241,13.212547647351004,0.0,45.66611415272825,17.480263723052488,0.0,41.02583421233278,21.65416666666667,15.92,25.53,3.3688391971466767,16.239,25.331999999999997,1.0433333333333332,2.14,0.5889981668729625,0.16100000000000003,1.79,72.03,20.999166666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-10,100,4,10,0.31219,4.7522,4752.2,4.7522,198.00833333333333,0.0,652.99,248.6239448866792,0.0,580.895,312.19,0.31219,13.007916666666667,0.0,43.45,16.68775754835723,0.0,38.807,4.9610674817081275,0.004961067481708128,0.20671114507117197,0.0,0.6904717706531861,0.26518815886410324,0.0,0.616689021950246,261.3474642958796,0.26134746429587963,10.889477678994984,0.0,36.37383427930417,13.970028252178436,0.0,32.4869824367539,21.910416666666666,17.2,26.08,2.837046043620579,18.316,25.535,0.96625,1.52,0.2990682996007549,0.62,1.38,72.4,21.1125,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-11,101,4,11,0.39933,6.0806700000000005,6080.67,6.0806700000000005,253.36125,0.0,902.75,331.56151721568887,0.0,792.207,399.33,0.39932999999999996,16.638749999999998,0.0,59.01,22.113725093253738,0.0,52.576,6.3458249062125835,0.006345824906212583,0.264409371092191,0.0,0.9377385313289874,0.3514131857509022,0.0,0.8354946792603432,334.2960470139133,0.3342960470139133,13.929001958913055,0.0,49.39976894871666,18.51233537031304,0.0,44.013595191454456,20.975416666666668,15.95,24.62,2.8145135948085804,17.269,24.455,0.9804166666666667,1.72,0.46556631402370935,0.31900000000000006,1.548,72.77,21.225416666666664,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-12,102,4,12,0.34707,5.23515,5235.15,5.23515,218.13125,0.0,752.67,289.0214295095796,0.0,715.554,347.07,0.34707,14.46125,0.0,50.36,19.528326875169782,0.0,48.096000000000004,5.5153518398297185,0.005515351839829719,0.2298063266595716,0.0,0.800279824398031,0.31032815731628716,0.0,0.7643021928961021,290.54698879903566,0.2905469887990357,12.106124533293153,0.0,42.1584877860934,16.347989079620426,0.0,40.26319754884726,20.682083333333335,18.23,24.16,2.0674684775824512,18.942,23.936,1.19,1.93,0.42576784856252964,0.69,1.769,73.13,21.334999999999997,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-13,103,4,13,0.10026,1.56776,1567.76,1.56776,65.32333333333334,0.0,256.06,86.02477507983518,0.0,194.25199999999998,100.26,0.10026,4.1775,0.0,17.67,5.820511145938989,0.0,12.993999999999998,1.5932497059997335,0.0015932497059997334,0.06638540441665557,0.0,0.2807971504589597,0.09249479026566393,0.0,0.20648999281628302,83.9318900999548,0.0839318900999548,3.4971620874981166,0.0,14.79230498769401,4.872596267968414,0.0,10.877827448222746,17.17875,16.06,18.28,0.6786964007181923,16.364,18.04,1.2845833333333332,2.07,0.4222607804031374,0.662,1.769,73.49,21.44458333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-14,104,4,14,0.21202000000000001,3.1539,3153.9,3.1539,131.4125,0.0,530.3,185.1967427934529,0.0,454.47299999999996,212.02,0.21202000000000001,8.834166666666667,0.0,36.75,12.857913454592744,0.0,31.565999999999995,3.3692479819076753,0.003369247981907675,0.14038533257948646,0.0,0.5840008647066649,0.20432741702872442,0.0,0.501620987628043,177.49091700570932,0.17749091700570932,7.395454875237888,0.0,30.76498066201216,10.763903640391066,0.0,26.425234818423828,18.140833333333333,16.51,21.04,1.4678079387057184,16.579,20.126,0.8883333333333333,1.45,0.3649379538290414,0.55,1.3169999999999997,73.85,21.5525,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-15,105,4,15,0.38664,5.77213,5772.13,5.77213,240.50541666666666,0.0,810.48,313.9543196761228,0.0,746.677,386.64,0.38664,16.11,0.0,54.58,21.373941265414558,0.0,50.623000000000005,6.144165832113875,0.006144165832113874,0.25600690967141143,0.0,0.8673406039643473,0.33965714778752565,0.0,0.8044592047359318,323.6727108342961,0.3236727108342961,13.486362951429003,0.0,45.69122842265642,17.89303101228469,0.0,42.37865621913038,19.853333333333335,17.67,22.74,1.8610508173952522,17.785,22.328,0.9225,1.93,0.6165912605678867,0.28,1.769,74.2,21.658333333333335,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-16,106,4,16,0.34079000000000004,5.10376,5103.76,5.10376,212.65666666666667,0.0,725.03,278.07186866874457,0.0,650.861,340.79,0.34079000000000004,14.199583333333335,0.0,49.02,18.93450805991575,0.0,44.034,5.415555229479845,0.0054155552294798456,0.22564813456166022,0.0,0.7789856432087269,0.30089167564043845,0.0,0.6997522197685246,285.28973496073803,0.285289734960738,11.887072290030751,0.0,41.03671706263499,15.850878212463169,0.0,36.86272540057261,19.89125,17.58,22.84,1.7253841727216184,18.101,22.451999999999998,0.8675,1.45,0.3604013463276499,0.31900000000000006,1.289,74.55,21.762916666666666,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-17,107,4,17,0.2255,3.35983,3359.83,3.35983,139.99291666666667,0.0,520.93,190.2418116498548,0.0,472.19499999999994,225.5,0.2255,9.395833333333334,0.0,35.65,13.164711036200782,0.0,32.657,3.583461088200079,0.003583461088200079,0.14931087867500328,0.0,0.5665205667154449,0.20920279261917363,0.0,0.5189582649993348,188.77559562676848,0.1887755956267685,7.86564981778202,0.0,29.84412409797914,11.0207368829849,0.0,27.338557101478393,19.182083333333335,17.27,21.8,1.4041057162189887,17.48,21.012999999999998,0.89125,1.59,0.30994126372027614,0.5710000000000001,1.3869999999999998,74.9,21.86583333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-18,108,4,18,0.40005999999999997,6.07209,6072.09,6.07209,253.00375,0.0,877.39,332.92437416238096,0.0,811.18,400.06,0.40006,16.669166666666666,0.0,57.66,22.253162338372743,0.0,53.928,6.357425467606757,0.006357425467606757,0.2648927278169482,0.0,0.9162854383397632,0.35362900811067954,0.0,0.8569795546095516,334.9071609154989,0.3349071609154989,13.954465038145786,0.0,48.26962680194887,18.62906419071169,0.0,45.145411622884126,20.843333333333334,16.76,24.52,2.6753068359847374,17.744,24.383,1.0404166666666665,1.86,0.40065684294306203,0.5710000000000001,1.6179999999999999,75.25,21.967916666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-19,109,4,19,0.40862,6.18841,6188.41,6.18841,257.85041666666666,0.0,804.87,327.3495096320454,0.0,768.529,408.62,0.40862,17.025833333333335,0.0,53.66,22.005707938715762,0.0,51.349000000000004,6.493453968338432,0.006493453968338433,0.2705605820141013,0.0,0.8527207183716906,0.3496966657059136,0.0,0.815996201410137,342.0730992683376,0.3420730992683376,14.253045802847401,0.0,44.921057478192445,18.42190963778171,0.0,42.986421551392176,20.7525,15.59,24.89,3.428320985935928,15.916,24.657999999999998,1.3941666666666668,2.34,0.5273800433699852,0.662,2.077,75.58,22.067916666666665,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-20,110,4,20,0.36421,5.4897599999999995,5489.76,5.48976,228.74,0.0,757.18,288.0860460378793,0.0,663.4639999999999,364.21,0.36421,15.175416666666665,0.0,50.78,19.502838361804333,0.0,44.88099999999999,5.787726664892908,0.005787726664892908,0.24115527770387116,0.0,0.8069541199946786,0.3099231147626679,0.0,0.7132120492217638,304.89560835133193,0.30489560835133195,12.703983681305496,0.0,42.51008756508782,16.3266515661295,0.0,37.57178495487803,20.789166666666667,16.11,24.08,2.924800872696726,16.504,24.002,1.2295833333333335,1.86,0.5171702197844381,0.55,1.86,75.92,22.165000000000003,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-21,111,4,21,0.33639,5.06854,5068.54,5.06854,211.18916666666667,0.0,752.48,273.75483808179246,0.0,645.221,336.39,0.33638999999999997,14.01625,0.0,50.53,18.555825479862932,0.0,43.465999999999994,5.345634037514966,0.005345634037514966,0.22273475156312358,0.0,0.8029813249966742,0.2948739626009773,0.0,0.6907260295330583,281.60630870460596,0.28160630870460596,11.733596196025248,0.0,42.30080198235304,15.533866994711717,0.0,36.38722855659919,21.37708333333333,18.57,24.02,1.8144815504990532,19.151,23.835,1.0054166666666666,2.0,0.5138091268560532,0.431,1.86,76.25,22.262083333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-22,112,4,22,0.38523,5.8566,5856.6,5.8566,244.025,0.0,836.4,313.89266581456457,0.0,737.235,385.23,0.38523,16.05125,0.0,55.1,21.008226403731342,0.0,49.144,6.121759268325129,0.0061217592683251295,0.2550733028468804,0.0,0.8756040175601969,0.3338455070947617,0.0,0.7809561495277371,322.49234014767194,0.3224923401476719,13.43718083948633,0.0,46.12654243474476,17.586875620516135,0.0,41.14052271167144,21.36,16.15,25.15,3.1956179235076694,16.834000000000003,25.006,1.14375,1.79,0.5020723358588707,0.55,1.702,76.58,22.355833333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-23,113,4,23,0.39781,6.06894,6068.94,6.06894,252.87249999999997,0.0,853.99,331.6156363367739,0.0,805.461,397.81,0.39781,16.575416666666666,0.0,56.0,22.090297689093138,0.0,53.397,6.3216703126247165,0.006321670312624717,0.2634029296926965,0.0,0.889906079553013,0.3510408966546403,0.0,0.84854133803379,333.0235906708859,0.3330235906708859,13.875982944620246,0.0,46.87997053258995,18.49272329858618,0.0,44.700889045155456,21.941666666666666,17.61,25.96,2.742630705801603,18.321,25.814999999999998,1.2595833333333333,2.34,0.5829719895326964,0.76,2.098,76.9,22.45041666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-24,114,4,24,0.36936,5.61428,5614.28,5.61428,233.9283333333333,0.0,841.75,302.8743619228028,0.0,694.827,369.36,0.36936,15.39,0.0,55.32,20.287743783528196,0.0,46.586,5.8695662418518015,0.005869566241851801,0.2445652600771584,0.0,0.8791000771584409,0.3223961880959927,0.0,0.7403065111081547,309.2068913556683,0.3092068913556683,12.883620473152845,0.0,46.31071374755136,16.98372912043816,0.0,38.9991126291292,22.009583333333335,18.76,25.26,2.343955184255259,19.407,25.058999999999997,1.0125,1.86,0.3875143756099221,0.522,1.548,77.21,22.54041666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-25,115,4,25,0.39759,6.07708,6077.08,6.07708,253.21166666666667,0.0,891.45,326.7951192449466,0.0,783.6959999999999,397.59,0.39759,16.56625,0.0,58.26,21.722713380939197,0.0,51.836999999999996,6.318174253026473,0.006318174253026472,0.2632572605427697,0.0,0.925820146334974,0.34519954825152455,0.0,0.8237510972462416,332.8394193580793,0.33283941935807926,13.86830913991997,0.0,48.77191220051233,18.185002914041554,0.0,43.39494700889045,21.353333333333335,16.54,25.69,3.402506322604313,16.752,25.352999999999998,1.2179166666666668,1.79,0.32386227838746334,0.872,1.66,77.53,22.63,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
