category,file,MAE,MAPE(%),MASE_lag1,R2,RMSSE,SMAPE(%),nMAE,nRMSE
120,260426_050619/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_050619/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_050845/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_050845/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_051058/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_051058/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_051311/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_051311/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_051529/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_051529/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_051748/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_051748/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_052007/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_052007/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_052228/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_052228/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_052453/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_052453/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_052747/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_052747/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_053055/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_053055/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_053404/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_053404/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_053716/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_053716/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_054028/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_054028/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_054325/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_054325/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_054614/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_054614/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_054854/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_054854/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_055138/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_055138/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_055422/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
90,260426_055422/90/forecast_Wh_metrics_90d.json,[0.5419614640121072],[10.329533858942073],[0.7068505648919658],[-0.3638502403117361],[0.566956818677255],[10.292115346325346],[0.10262381284354417],[0.12421944014101585]
120,260426_055708/120/forecast_Wh_metrics_120d.json,[1.6322917354475477],[31.71528093274707],[2.000324450862958],[-6.194951073441402],[1.4427726992970857],[26.586044294993332],[0.2985897695393261],[0.3214549831864963]
