filename,rows,columns,memory_mb,null_ratio,duplicate_ratio,completeness,constant_columns,numeric_columns,extreme_skew_cols,date_span_days
2000--202602-d.csv,9404,48,13.73447322845459,0.04308893378704098,0.0,0.9569110662129591,0,24,1,0
SolarRecord(260228)_d_forWh_WithCodis.csv,313,57,0.2934761047363281,0.018048315677372345,0.0,0.9819516843226277,2,31,1,312
SolarRecord(260228)_d_forWh_WithCodis[date].csv,313,57,0.2934761047363281,0.018048315677372345,0.0,0.9819516843226277,2,31,1,312
SolarRecord_260310_1829-row.csv,325688,15,185.8012819290161,0.33333312863845155,0.00033774655498513916,0.6666668713615485,5,4,0,266
Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,366,65,0.1994304656982422,0.0,0.0,1.0,15,64,12,365
tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,366,66,0.217071533203125,0.0,0.0,1.0,12,64,9,365
tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv,366,92,0.2708244323730469,0.0,0.0,1.0,12,74,9,365
