column,records,values_count,min,median,max,mean,std
category,30,30,90.0,90.0,90.0,90.0,0.0
file,30,0,,,,,
MAE,30,30,0.5583894519225757,0.5583894519225757,0.5583894519225757,0.5583894519225757,0.0
MAPE(%),30,30,10.55475276042426,10.55475276042426,10.55475276042426,10.55475276042426,0.0
MASE_lag1,30,30,0.7282766870531047,0.7282766870531047,0.7282766870531047,0.7282766870531047,0.0
MASE_lastValue,30,30,0.8363461068636696,0.8363461068636696,0.8363461068636696,0.8363461068636696,0.0
R2,30,30,-0.44683366427986426,-0.44683366427986426,-0.44683366427986426,-0.44683366427986426,0.0
RMSSE,30,30,0.5839503769848834,0.5839503769848834,0.5839503769848834,0.5839503769848834,0.0
SMAPE(%),30,30,10.625088573235542,10.625088573235542,10.625088573235542,10.625088573235542,0.0
last_value_index,30,0,,,,,
last_value_value,30,30,5.85374,5.85374,5.85374,5.85374,0.0
nMAE,30,30,0.10573455570750961,0.10573455570750961,0.10573455570750961,0.10573455570750961,0.0
nRMSE,30,30,0.12794270482262288,0.12794270482262288,0.12794270482262288,0.12794270482262288,0.0
