category,file,MAE,MAPE(%),MASE_lag1,R2,RMSSE,SMAPE(%),nMAE,nRMSE
30,Prophet-260420_080650/30/forecast_Wh_metrics_30d.json,[0.6876218290371617],[11.926647742398462],[0.961837745595227],[-1.8505189418478416],[0.7823800907460828],[13.030531498704093],[0.12592220449350516],[0.15336908717336117]
60,Prophet-260420_080650/60/forecast_Wh_metrics_60d.json,[0.6589448333333334],[11.794383340972402],[0.8965434769122672],[-1.5523251219932592],[0.7306372566732405],[12.778775137100643],[0.1238129450037232],[0.15233722672088001]
30,Prophet-260420_080945/30/forecast_Wh_metrics_30d.json,[0.6876218290371617],[11.926647742398462],[0.961837745595227],[-1.8505189418478416],[0.7823800907460828],[13.030531498704093],[0.12592220449350516],[0.15336908717336117]
60,Prophet-260420_080945/60/forecast_Wh_metrics_60d.json,[0.6589448333333334],[11.794383340972402],[0.8965434769122672],[-1.5523251219932592],[0.7306372566732405],[12.778775137100643],[0.1238129450037232],[0.15233722672088001]
30,Prophet-260420_081238/30/forecast_Wh_metrics_30d.json,[0.6876218290371617],[11.926647742398462],[0.961837745595227],[-1.8505189418478416],[0.7823800907460828],[13.030531498704093],[0.12592220449350516],[0.15336908717336117]
60,Prophet-260420_081238/60/forecast_Wh_metrics_60d.json,[0.6589448333333334],[11.794383340972402],[0.8965434769122672],[-1.5523251219932592],[0.7306372566732405],[12.778775137100643],[0.1238129450037232],[0.15233722672088001]
30,Prophet-260420_081529/30/forecast_Wh_metrics_30d.json,[0.6876218290371617],[11.926647742398462],[0.961837745595227],[-1.8505189418478416],[0.7823800907460828],[13.030531498704093],[0.12592220449350516],[0.15336908717336117]
60,Prophet-260420_081529/60/forecast_Wh_metrics_60d.json,[0.6589448333333334],[11.794383340972402],[0.8965434769122672],[-1.5523251219932592],[0.7306372566732405],[12.778775137100643],[0.1238129450037232],[0.15233722672088001]
30,Prophet-260420_081822/30/forecast_Wh_metrics_30d.json,[0.6876218290371617],[11.926647742398462],[0.961837745595227],[-1.8505189418478416],[0.7823800907460828],[13.030531498704093],[0.12592220449350516],[0.15336908717336117]
60,Prophet-260420_081822/60/forecast_Wh_metrics_60d.json,[0.6589448333333334],[11.794383340972402],[0.8965434769122672],[-1.5523251219932592],[0.7306372566732405],[12.778775137100643],[0.1238129450037232],[0.15233722672088001]
30,Prophet-260420_082113/30/forecast_Wh_metrics_30d.json,[0.6876218290371617],[11.926647742398462],[0.961837745595227],[-1.8505189418478416],[0.7823800907460828],[13.030531498704093],[0.12592220449350516],[0.15336908717336117]
