,Wh
2025-12-11,6.285846329411637
2025-12-12,6.32571697772662
2025-12-13,6.168385214182427
2025-12-14,6.2570332730379175
2025-12-15,6.157341978692408
2025-12-16,6.149155587927827
2025-12-17,6.109625437339527
2025-12-18,6.002955824644054
2025-12-19,5.9085654747151946
2025-12-20,5.80446433528236
2025-12-21,5.902094569831189
2025-12-22,6.055140218180161
2025-12-23,6.06577882027425
2025-12-24,5.974388307298529
2025-12-25,6.025027351485046
2025-12-26,6.036089967552576
2025-12-27,6.081186499530307
2025-12-28,5.895168502852072
2025-12-29,5.8293729240131675
2025-12-30,5.893016387927557
2025-12-31,5.8182377892636135
2026-01-01,5.669995043416946
2026-01-02,5.536911537754456
2026-01-03,5.68100438949298
2026-01-04,5.787382494179717
2026-01-05,5.774274134366028
2026-01-06,5.897349967581886
2026-01-07,5.784152736875477
2026-01-08,5.636105609081394
2026-01-09,5.487893234247942
2026-01-10,5.46355899458341
2026-01-11,5.478615037228122
2026-01-12,5.615659826621866
2026-01-13,5.681484053160204
2026-01-14,5.678801220389328
2026-01-15,5.675569571066212
2026-01-16,5.738479219484638
2026-01-17,5.758441879479401
2026-01-18,5.747919767666173
2026-01-19,5.751790263727287
2026-01-20,5.746100761964897
2026-01-21,5.731917279529882
2026-01-22,5.7279273472577135
2026-01-23,5.727927347257712
2026-01-24,5.735403500631431
2026-01-25,5.759644360510817
2026-01-26,5.769068450657837
2026-01-27,5.750790507397308
2026-01-28,5.758315097651137
2026-01-29,5.733152392905209
2026-01-30,5.812144457269025
2026-01-31,5.747491463838416
2026-02-01,5.764622787454125
2026-02-02,5.760779584863181
2026-02-03,5.751565198161598
2026-02-04,5.764622787454124
2026-02-05,5.739077282605962
2026-02-06,5.822725847786124
2026-02-07,5.831294715581731
2026-02-08,5.829741113363103
2026-02-09,5.755890079675512
2026-02-10,5.727472883401708
2026-02-11,5.731252893012021
2026-02-12,5.742006246018721
2026-02-13,5.753903607098573
2026-02-14,5.770758247105591
2026-02-15,5.743150254091874
2026-02-16,5.753903607098573
2026-02-17,5.743150254091874
2026-02-18,5.749534192905283
2026-02-19,5.748988796100474
2026-02-20,5.748988796100473
2026-02-21,5.748988796100473
2026-02-22,5.771532937869882
2026-02-23,5.760779584863183
2026-02-24,5.743924944856165
2026-02-25,5.760779584863181
2026-02-26,5.738235443093774
2026-02-27,5.767943641528939
2026-02-28,5.743924944856164
2026-03-01,5.771532937869881
2026-03-02,5.760779584863183
2026-03-03,5.743924944856165
2026-03-04,5.760779584863183
2026-03-05,5.743924944856164
2026-03-06,5.769843141422127
2026-03-07,5.759089788415428
2026-03-08,5.759089788415428
2026-03-09,5.75328644464254
2026-03-10,5.7382354430937745
