column,records,values_count,min,median,max,mean,std
category,30,30,90.0,90.0,90.0,90.0,0.0
file,30,0,,,,,
MAE,30,30,0.6221357527946504,0.6221357527946504,0.6221357527946504,0.6221357527946504,0.0
MAPE(%),30,30,11.604093024044776,11.604093024044776,11.604093024044776,11.604093024044776,0.0
MASE_lag1,30,30,0.8114174853815124,0.8114174853815124,0.8114174853815124,0.8114174853815124,0.0
MASE_lastValue,30,30,0.9318242187401672,0.9318242187401672,0.9318242187401672,0.9318242187401672,0.0
R2,30,30,-0.7389123860251159,-0.7389123860251159,-0.7389123860251159,-0.7389123860251159,0.0
RMSSE,30,30,0.6401849954564846,0.6401849954564846,0.6401849954564846,0.6401849954564846,0.0
SMAPE(%),30,30,11.921994326181318,11.921994326181318,11.921994326181318,11.921994326181318,0.0
last_value_index,30,0,,,,,
last_value_value,30,30,5.85374,5.85374,5.85374,5.85374,0.0
nMAE,30,30,0.11780531882364495,0.11780531882364495,0.11780531882364495,0.11780531882364495,0.0
nRMSE,30,30,0.140263630496263,0.140263630496263,0.140263630496263,0.140263630496263,0.0
