Date,y
2026-02-25,3.205
2026-02-26,3.60766042059811
2026-02-27,4.846867192414304
2026-02-28,2.601218058176518
2026-03-01,3.114921069777732
2026-03-02,1.8524088865418646
2026-03-03,2.352168000861546
