Date,y
2026-02-25,22.057905826770238
2026-02-26,21.644453128362283
2026-02-27,21.579966599106992
2026-02-28,21.554036390668692
2026-03-01,21.268923798220513
2026-03-02,21.109243851392016
2026-03-03,21.23862559379918
