category,file,MAE,MAPE(%),MASE_lag1,MASE_lastValue,R2,RMSSE,SMAPE(%),last_value_index,last_value_value,nMAE,nRMSE
30,260505_063424/30/forecast_Wh_metrics_30d.json,[0.751461494077102],[13.142760589125574],[1.0511359570664223],[1.010685926303931],[-2.1620435722210747],[0.8240237893401051],[14.385079197276937],"[""2026-01-29T00:00:00""]",[4.72749],[0.13761297842837655],[0.1615324544617558]
60,260505_063424/60/forecast_Wh_metrics_60d.json,[0.4672769607685143],[8.557048569246453],[0.6357650745498434],[0.6258159612614896],[-0.2603784594758678],[0.5134336192403441],[8.802252718712259],"[""2025-12-30T00:00:00""]",[4.57906],[0.08779936303995955],[0.10705045896026355]
90,260505_063424/90/forecast_Wh_metrics_90d.json,[0.6221357527946504],[11.604093024044776],[0.8114174853815124],[0.9318242187401672],[-0.7389123860251159],[0.6401849954564846],[11.921994326181318],"[""2025-11-30T00:00:00""]",[5.85374],[0.11780531882364495],[0.140263630496263]
30,260505_063543/30/forecast_Wh_metrics_30d.json,[0.751461494077102],[13.142760589125574],[1.0511359570664223],[1.010685926303931],[-2.1620435722210747],[0.8240237893401051],[14.385079197276937],"[""2026-01-29T00:00:00""]",[4.72749],[0.13761297842837655],[0.1615324544617558]
60,260505_063543/60/forecast_Wh_metrics_60d.json,[0.4672769607685143],[8.557048569246453],[0.6357650745498434],[0.6258159612614896],[-0.2603784594758678],[0.5134336192403441],[8.802252718712259],"[""2025-12-30T00:00:00""]",[4.57906],[0.08779936303995955],[0.10705045896026355]
90,260505_063543/90/forecast_Wh_metrics_90d.json,[0.6221357527946504],[11.604093024044776],[0.8114174853815124],[0.9318242187401672],[-0.7389123860251159],[0.6401849954564846],[11.921994326181318],"[""2025-11-30T00:00:00""]",[5.85374],[0.11780531882364495],[0.140263630496263]
30,260505_063704/30/forecast_Wh_metrics_30d.json,[0.751461494077102],[13.142760589125574],[1.0511359570664223],[1.010685926303931],[-2.1620435722210747],[0.8240237893401051],[14.385079197276937],"[""2026-01-29T00:00:00""]",[4.72749],[0.13761297842837655],[0.1615324544617558]
60,260505_063704/60/forecast_Wh_metrics_60d.json,[0.4672769607685143],[8.557048569246453],[0.6357650745498434],[0.6258159612614896],[-0.2603784594758678],[0.5134336192403441],[8.802252718712259],"[""2025-12-30T00:00:00""]",[4.57906],[0.08779936303995955],[0.10705045896026355]
90,260505_063704/90/forecast_Wh_metrics_90d.json,[0.6221357527946504],[11.604093024044776],[0.8114174853815124],[0.9318242187401672],[-0.7389123860251159],[0.6401849954564846],[11.921994326181318],"[""2025-11-30T00:00:00""]",[5.85374],[0.11780531882364495],[0.140263630496263]
30,260505_063821/30/forecast_Wh_metrics_30d.json,[0.751461494077102],[13.142760589125574],[1.0511359570664223],[1.010685926303931],[-2.1620435722210747],[0.8240237893401051],[14.385079197276937],"[""2026-01-29T00:00:00""]",[4.72749],[0.13761297842837655],[0.1615324544617558]
60,260505_063821/60/forecast_Wh_metrics_60d.json,[0.4672769607685143],[8.557048569246453],[0.6357650745498434],[0.6258159612614896],[-0.2603784594758678],[0.5134336192403441],[8.802252718712259],"[""2025-12-30T00:00:00""]",[4.57906],[0.08779936303995955],[0.10705045896026355]
90,260505_063821/90/forecast_Wh_metrics_90d.json,[0.6221357527946504],[11.604093024044776],[0.8114174853815124],[0.9318242187401672],[-0.7389123860251159],[0.6401849954564846],[11.921994326181318],"[""2025-11-30T00:00:00""]",[5.85374],[0.11780531882364495],[0.140263630496263]
30,260505_063936/30/forecast_Wh_metrics_30d.json,[0.751461494077102],[13.142760589125574],[1.0511359570664223],[1.010685926303931],[-2.1620435722210747],[0.8240237893401051],[14.385079197276937],"[""2026-01-29T00:00:00""]",[4.72749],[0.13761297842837655],[0.1615324544617558]
60,260505_063936/60/forecast_Wh_metrics_60d.json,[0.4672769607685143],[8.557048569246453],[0.6357650745498434],[0.6258159612614896],[-0.2603784594758678],[0.5134336192403441],[8.802252718712259],"[""2025-12-30T00:00:00""]",[4.57906],[0.08779936303995955],[0.10705045896026355]
90,260505_063936/90/forecast_Wh_metrics_90d.json,[0.6221357527946504],[11.604093024044776],[0.8114174853815124],[0.9318242187401672],[-0.7389123860251159],[0.6401849954564846],[11.921994326181318],"[""2025-11-30T00:00:00""]",[5.85374],[0.11780531882364495],[0.140263630496263]
30,260505_064051/30/forecast_Wh_metrics_30d.json,[0.751461494077102],[13.142760589125574],[1.0511359570664223],[1.010685926303931],[-2.1620435722210747],[0.8240237893401051],[14.385079197276937],"[""2026-01-29T00:00:00""]",[4.72749],[0.13761297842837655],[0.1615324544617558]
60,260505_064051/60/forecast_Wh_metrics_60d.json,[0.4672769607685143],[8.557048569246453],[0.6357650745498434],[0.6258159612614896],[-0.2603784594758678],[0.5134336192403441],[8.802252718712259],"[""2025-12-30T00:00:00""]",[4.57906],[0.08779936303995955],[0.10705045896026355]
90,260505_064051/90/forecast_Wh_metrics_90d.json,[0.6221357527946504],[11.604093024044776],[0.8114174853815124],[0.9318242187401672],[-0.7389123860251159],[0.6401849954564846],[11.921994326181318],"[""2025-11-30T00:00:00""]",[5.85374],[0.11780531882364495],[0.140263630496263]
30,260505_064208/30/forecast_Wh_metrics_30d.json,[0.751461494077102],[13.142760589125574],[1.0511359570664223],[1.010685926303931],[-2.1620435722210747],[0.8240237893401051],[14.385079197276937],"[""2026-01-29T00:00:00""]",[4.72749],[0.13761297842837655],[0.1615324544617558]
60,260505_064208/60/forecast_Wh_metrics_60d.json,[0.4672769607685143],[8.557048569246453],[0.6357650745498434],[0.6258159612614896],[-0.2603784594758678],[0.5134336192403441],[8.802252718712259],"[""2025-12-30T00:00:00""]",[4.57906],[0.08779936303995955],[0.10705045896026355]
90,260505_064208/90/forecast_Wh_metrics_90d.json,[0.6221357527946504],[11.604093024044776],[0.8114174853815124],[0.9318242187401672],[-0.7389123860251159],[0.6401849954564846],[11.921994326181318],"[""2025-11-30T00:00:00""]",[5.85374],[0.11780531882364495],[0.140263630496263]
30,260505_064333/30/forecast_Wh_metrics_30d.json,[0.751461494077102],[13.142760589125574],[1.0511359570664223],[1.010685926303931],[-2.1620435722210747],[0.8240237893401051],[14.385079197276937],"[""2026-01-29T00:00:00""]",[4.72749],[0.13761297842837655],[0.1615324544617558]
60,260505_064333/60/forecast_Wh_metrics_60d.json,[0.4672769607685143],[8.557048569246453],[0.6357650745498434],[0.6258159612614896],[-0.2603784594758678],[0.5134336192403441],[8.802252718712259],"[""2025-12-30T00:00:00""]",[4.57906],[0.08779936303995955],[0.10705045896026355]
90,260505_064333/90/forecast_Wh_metrics_90d.json,[0.6221357527946504],[11.604093024044776],[0.8114174853815124],[0.9318242187401672],[-0.7389123860251159],[0.6401849954564846],[11.921994326181318],"[""2025-11-30T00:00:00""]",[5.85374],[0.11780531882364495],[0.140263630496263]
30,260505_064454/30/forecast_Wh_metrics_30d.json,[0.751461494077102],[13.142760589125574],[1.0511359570664223],[1.010685926303931],[-2.1620435722210747],[0.8240237893401051],[14.385079197276937],"[""2026-01-29T00:00:00""]",[4.72749],[0.13761297842837655],[0.1615324544617558]
60,260505_064454/60/forecast_Wh_metrics_60d.json,[0.4672769607685143],[8.557048569246453],[0.6357650745498434],[0.6258159612614896],[-0.2603784594758678],[0.5134336192403441],[8.802252718712259],"[""2025-12-30T00:00:00""]",[4.57906],[0.08779936303995955],[0.10705045896026355]
90,260505_064454/90/forecast_Wh_metrics_90d.json,[0.6221357527946504],[11.604093024044776],[0.8114174853815124],[0.9318242187401672],[-0.7389123860251159],[0.6401849954564846],[11.921994326181318],"[""2025-11-30T00:00:00""]",[5.85374],[0.11780531882364495],[0.140263630496263]
30,260505_064618/30/forecast_Wh_metrics_30d.json,[0.751461494077102],[13.142760589125574],[1.0511359570664223],[1.010685926303931],[-2.1620435722210747],[0.8240237893401051],[14.385079197276937],"[""2026-01-29T00:00:00""]",[4.72749],[0.13761297842837655],[0.1615324544617558]
60,260505_064618/60/forecast_Wh_metrics_60d.json,[0.4672769607685143],[8.557048569246453],[0.6357650745498434],[0.6258159612614896],[-0.2603784594758678],[0.5134336192403441],[8.802252718712259],"[""2025-12-30T00:00:00""]",[4.57906],[0.08779936303995955],[0.10705045896026355]
90,260505_064618/90/forecast_Wh_metrics_90d.json,[0.6221357527946504],[11.604093024044776],[0.8114174853815124],[0.9318242187401672],[-0.7389123860251159],[0.6401849954564846],[11.921994326181318],"[""2025-11-30T00:00:00""]",[5.85374],[0.11780531882364495],[0.140263630496263]
30,260505_064737/30/forecast_Wh_metrics_30d.json,[0.751461494077102],[13.142760589125574],[1.0511359570664223],[1.010685926303931],[-2.1620435722210747],[0.8240237893401051],[14.385079197276937],"[""2026-01-29T00:00:00""]",[4.72749],[0.13761297842837655],[0.1615324544617558]
60,260505_064737/60/forecast_Wh_metrics_60d.json,[0.4672769607685143],[8.557048569246453],[0.6357650745498434],[0.6258159612614896],[-0.2603784594758678],[0.5134336192403441],[8.802252718712259],"[""2025-12-30T00:00:00""]",[4.57906],[0.08779936303995955],[0.10705045896026355]
90,260505_064737/90/forecast_Wh_metrics_90d.json,[0.6221357527946504],[11.604093024044776],[0.8114174853815124],[0.9318242187401672],[-0.7389123860251159],[0.6401849954564846],[11.921994326181318],"[""2025-11-30T00:00:00""]",[5.85374],[0.11780531882364495],[0.140263630496263]
30,260505_064856/30/forecast_Wh_metrics_30d.json,[0.751461494077102],[13.142760589125574],[1.0511359570664223],[1.010685926303931],[-2.1620435722210747],[0.8240237893401051],[14.385079197276937],"[""2026-01-29T00:00:00""]",[4.72749],[0.13761297842837655],[0.1615324544617558]
60,260505_064856/60/forecast_Wh_metrics_60d.json,[0.4672769607685143],[8.557048569246453],[0.6357650745498434],[0.6258159612614896],[-0.2603784594758678],[0.5134336192403441],[8.802252718712259],"[""2025-12-30T00:00:00""]",[4.57906],[0.08779936303995955],[0.10705045896026355]
90,260505_064856/90/forecast_Wh_metrics_90d.json,[0.6221357527946504],[11.604093024044776],[0.8114174853815124],[0.9318242187401672],[-0.7389123860251159],[0.6401849954564846],[11.921994326181318],"[""2025-11-30T00:00:00""]",[5.85374],[0.11780531882364495],[0.140263630496263]
30,260505_065012/30/forecast_Wh_metrics_30d.json,[0.751461494077102],[13.142760589125574],[1.0511359570664223],[1.010685926303931],[-2.1620435722210747],[0.8240237893401051],[14.385079197276937],"[""2026-01-29T00:00:00""]",[4.72749],[0.13761297842837655],[0.1615324544617558]
60,260505_065012/60/forecast_Wh_metrics_60d.json,[0.4672769607685143],[8.557048569246453],[0.6357650745498434],[0.6258159612614896],[-0.2603784594758678],[0.5134336192403441],[8.802252718712259],"[""2025-12-30T00:00:00""]",[4.57906],[0.08779936303995955],[0.10705045896026355]
90,260505_065012/90/forecast_Wh_metrics_90d.json,[0.6221357527946504],[11.604093024044776],[0.8114174853815124],[0.9318242187401672],[-0.7389123860251159],[0.6401849954564846],[11.921994326181318],"[""2025-11-30T00:00:00""]",[5.85374],[0.11780531882364495],[0.140263630496263]
30,260505_065127/30/forecast_Wh_metrics_30d.json,[0.751461494077102],[13.142760589125574],[1.0511359570664223],[1.010685926303931],[-2.1620435722210747],[0.8240237893401051],[14.385079197276937],"[""2026-01-29T00:00:00""]",[4.72749],[0.13761297842837655],[0.1615324544617558]
60,260505_065127/60/forecast_Wh_metrics_60d.json,[0.4672769607685143],[8.557048569246453],[0.6357650745498434],[0.6258159612614896],[-0.2603784594758678],[0.5134336192403441],[8.802252718712259],"[""2025-12-30T00:00:00""]",[4.57906],[0.08779936303995955],[0.10705045896026355]
90,260505_065127/90/forecast_Wh_metrics_90d.json,[0.6221357527946504],[11.604093024044776],[0.8114174853815124],[0.9318242187401672],[-0.7389123860251159],[0.6401849954564846],[11.921994326181318],"[""2025-11-30T00:00:00""]",[5.85374],[0.11780531882364495],[0.140263630496263]
30,260505_065247/30/forecast_Wh_metrics_30d.json,[0.751461494077102],[13.142760589125574],[1.0511359570664223],[1.010685926303931],[-2.1620435722210747],[0.8240237893401051],[14.385079197276937],"[""2026-01-29T00:00:00""]",[4.72749],[0.13761297842837655],[0.1615324544617558]
60,260505_065247/60/forecast_Wh_metrics_60d.json,[0.4672769607685143],[8.557048569246453],[0.6357650745498434],[0.6258159612614896],[-0.2603784594758678],[0.5134336192403441],[8.802252718712259],"[""2025-12-30T00:00:00""]",[4.57906],[0.08779936303995955],[0.10705045896026355]
