timestamp,train_file,tmy_file,target_column,fit_forecast_length,fit_forecast_length_mode,fit_forecast_length_raw,fit_regressors,train_rows,forecast_length,forecast_start,forecast_end,frequency,prediction_interval,max_generations,max_generations_used,num_validations,validation_method,ensemble,no_negatives,best_model,autots_score,validation_smape,validation_mae,validation_rmse,holdout_mae,holdout_rmse,holdout_mape_pct,holdout_mase,holdout_length,templates_csv,templates_json,best_template_csv,best_template_json,template_rows,weights_csv,weights_json,model_weight_rows,feature_weight_rows,parameter_weight_rows,annual_forecast_csv,monthly_forecast_csv
20260509_081847,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\SolarRecord(260228)_d_forWh_WithCodis[date].csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv,Wh,120,fixed,120,"Temperature,RH,GloblRad",313,365,2026-03-01,2027-02-28,D,0.9,50,50,3,backwards,all,True,Ensemble,12.622357100767042,9.553734516408007,0.5188710142020125,0.6122165336161441,0.7125432037946978,0.8440475447144248,13.403140803317253,0.9694680481046407,60.0,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S99_120d_30Seed\10vE1_autots_365d_forecast_20260509_081847\autots_templates_20260509_081847.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S99_120d_30Seed\10vE1_autots_365d_forecast_20260509_081847\autots_templates_20260509_081847.json,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S99_120d_30Seed\10vE1_autots_365d_forecast_20260509_081847\autots_best_template_20260509_081847.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S99_120d_30Seed\10vE1_autots_365d_forecast_20260509_081847\autots_best_template_20260509_081847.json,1171,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S99_120d_30Seed\10vE1_autots_365d_forecast_20260509_081847\weight_summary_20260509_081847.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S99_120d_30Seed\10vE1_autots_365d_forecast_20260509_081847\weight_summary_20260509_081847.json,1171,4,96,,
