column,records,values_count,min,median,max,mean,std
category,31,31,120.0,120.0,120.0,120.0,0.0
file,31,0,,,,,
MAE,31,31,0.6077923032552943,3.028850867384903,3.028850867384903,2.9507522040258833,0.4277639963273724
MAPE(%),31,31,10.974174296484097,58.20717532052737,58.20717532052737,56.683530126203394,8.345348425655843
MASE_lag1,31,31,0.7448311958245207,3.711765682858345,3.711765682858345,3.61605811876048,0.524211917802724
R2,31,31,-29.938653037262235,-29.938653037262235,-0.233895923220101,-28.98043506584152,5.248375979539657
RMSSE,31,31,0.5974798427009878,2.9918147182708954,2.9918147182708954,2.9145781093815435,0.4230423295390205
SMAPE(%),31,31,11.37128664643186,41.42132099390596,41.42132099390596,40.45196504721324,5.309381182553741
nMAE,31,31,0.11118145109459586,0.5540577476571483,0.5540577476571483,0.5397714155099692,0.07824946381021214
nRMSE,31,31,0.1331206730507785,0.6665871557088906,0.6665871557088906,0.6493785594941128,0.09425536329831823
