column,records,values_count,min,median,max,mean,std
category,31,31,90.0,90.0,90.0,90.0,0.0
file,31,0,,,,,
MAE,31,31,0.4936397782631386,0.601541735425685,1.8011262222222226,0.826938759478115,0.3500036772520998
MAPE(%),31,31,9.676414719980214,11.661652719494835,35.46941187163662,16.238964786815632,7.046268199840075
MASE_lag1,31,31,0.6438272447183613,0.784557839858223,2.3491099868884207,1.0785307961584314,0.4564905688098614
R2,31,31,-10.701374990696513,-0.7219272098439167,-0.07432232464014543,-2.2927994321768215,2.6011072964457473
RMSSE,31,31,0.5031922467601572,0.6370507552978852,1.6606766878622845,0.8251338992434379,0.3085771760042567
SMAPE(%),31,31,9.332774421740595,11.581000280929079,29.39428969421673,14.945710741704628,5.551392439590977
nMAE,31,31,0.09347379764158523,0.11390571207204353,0.34105458157224977,0.15658605661279792,0.06627539825980934
nRMSE,31,31,0.11024871227702589,0.13957692289359755,0.3638519224493548,0.18078567472656312,0.06760882448327143
