,Wh
2026-01-10,4.842948856345246
2026-01-11,5.3568817053607525
2026-01-12,4.871076000840891
2026-01-13,5.440874417432719
2026-01-14,4.9741771575713924
2026-01-15,5.165597833670322
2026-01-16,5.369263908390962
2026-01-17,4.967477237834817
2026-01-18,5.497234856113556
2026-01-19,4.952300943655478
2026-01-20,5.498702957138184
2026-01-21,5.110019985320873
2026-01-22,5.211675621573887
2026-01-23,5.322507016961537
2026-01-24,5.080933336927778
2026-01-25,5.39548122317072
2026-01-26,5.07889405301639
2026-01-27,5.427404311516929
2026-01-28,5.119516461971111
2026-01-29,5.241893858531164
2026-01-30,5.296966768522111
2026-01-31,5.070978068385806
2026-02-01,5.399759806016135
2026-02-02,5.09672596028873
2026-02-03,5.361097678759742
2026-02-04,5.096301752177497
2026-02-05,5.293315376856969
2026-02-06,5.227280818628888
2026-02-07,5.212637163287118
2026-02-08,5.371598516721574
2026-02-09,5.083996176833199
2026-02-10,5.315671472170996
2026-02-11,5.100825547888166
2026-02-12,5.342487700799155
2026-02-13,5.139716675130148
2026-02-14,5.238607914069343
2026-02-15,5.352319700339484
2026-02-16,5.091810816639946
2026-02-17,5.2958846756011715
2026-02-18,5.101967717681613
2026-02-19,5.379251998284507
2026-02-20,5.078035746661444
2026-02-21,5.311149400094198
2026-02-22,5.2475383154626885
2026-02-23,5.177990965332303
2026-02-24,5.2943200036079165
2026-02-25,5.0907330646855495
2026-02-26,5.397149999955344
2026-02-27,5.085682864700045
2026-02-28,5.314524879077124
2026-03-01,5.173076703397055
2026-03-02,5.2273855575114965
2026-03-03,5.291662003615546
2026-03-04,5.11196371463367
2026-03-05,5.371820377925086
2026-03-06,5.0800635088625405
2026-03-07,5.333655203202413
2026-03-08,5.1336565059896495
2026-03-09,5.238919818022894
2026-03-10,5.289004003623174
