,Wh
2026-01-10,5.19793256937276
2026-01-11,5.5126998049452824
2026-01-12,5.391453459726408
2026-01-13,5.4094239039761804
2026-01-14,5.311178987607535
2026-01-15,5.293363439292819
2026-01-16,5.796386453443104
2026-01-17,5.865178499119838
2026-01-18,5.878277753646945
2026-01-19,5.680061490097291
2026-01-20,5.7994079099862335
2026-01-21,5.798975320991118
2026-01-22,5.793340840673685
2026-01-23,6.022377059777003
2026-01-24,6.084471091879568
2026-01-25,6.05260387593216
2026-01-26,6.051947110876454
2026-01-27,5.873357870636392
2026-01-28,5.99830931009115
2026-01-29,5.955817624282629
2026-01-30,5.885687150102265
2026-01-31,5.739027458854363
2026-02-01,6.029533808939842
2026-02-02,6.022233881894817
2026-02-03,6.08403610765331
2026-02-04,5.988121713811362
2026-02-05,6.001913799487263
2026-02-06,5.961786226256327
2026-02-07,5.923263100285141
2026-02-08,5.773725873452143
2026-02-09,5.8355374340644905
2026-02-10,5.779049693758196
2026-02-11,5.8355374340644905
2026-02-12,5.804663334889356
2026-02-13,5.80092763465137
2026-02-14,5.8173099566530615
2026-02-15,5.923311375481956
2026-02-16,5.77775317146746
2026-02-17,5.807972577058417
2026-02-18,5.77888233702869
2026-02-19,5.807972577058418
2026-02-20,5.813067496235082
2026-02-21,5.793215136940188
2026-02-22,5.818677992923202
2026-02-23,5.938597718186225
2026-02-24,5.927112502714619
2026-02-25,5.900840531680586
2026-02-26,5.801815762492409
2026-02-27,5.761506269137425
2026-02-28,5.789378723165715
2026-03-01,5.829199010532424
2026-03-02,5.863388008917598
2026-03-03,5.905163472657628
2026-03-04,5.852356986357125
2026-03-05,5.8386992946964815
2026-03-06,5.784699935747275
2026-03-07,5.813952611613867
2026-03-08,5.796359759021398
2026-03-09,5.815151558566686
2026-03-10,5.903276944013933
