,Wh
2026-01-10,5.4011101722717285
2026-01-11,5.088608993494931
2026-01-12,5.012746840379772
2026-01-13,5.044631466939728
2026-01-14,5.028059205151655
2026-01-15,5.022846733763472
2026-01-16,5.007084654205513
2026-01-17,5.0028981205881395
2026-01-18,4.995462243791015
2026-01-19,4.844274542856552
2026-01-20,5.102672008530687
2026-01-21,5.229102424679055
2026-01-22,5.026525985646517
2026-01-23,4.950433796428247
2026-01-24,4.95043565064812
2026-01-25,4.9693235288587525
2026-01-26,4.950996339664642
2026-01-27,4.934140787028432
2026-01-28,4.924578120129841
2026-01-29,4.920427645390894
2026-01-30,4.9134179915478775
2026-01-31,4.90557835590572
2026-02-01,4.8980472952603265
2026-02-02,4.891294435087995
2026-02-03,4.8844462734012195
2026-02-04,4.877474148933436
2026-02-05,4.870467815779858
2026-02-06,4.863540664548535
2026-02-07,4.856626386993905
2026-02-08,4.849703464552501
2026-02-09,4.842770999766881
2026-02-10,4.835844151556897
2026-02-11,4.828920265001622
2026-02-12,4.821996574469425
2026-02-13,4.815071627680388
2026-02-14,4.808146850659264
2026-02-15,4.80122240842519
2026-02-16,4.6494996236542345
2026-02-17,4.908849139006204
2026-02-18,5.035163242547409
2026-02-19,4.832642040886513
2026-02-20,4.756455360076581
2026-02-21,4.756542812178733
2026-02-22,4.775433343049372
2026-02-23,4.757117205733293
2026-02-24,4.740249546248706
2026-02-25,4.730693129389033
2026-02-26,4.7265436464189365
2026-02-27,4.719535966245363
2026-02-28,4.711695141252369
2026-03-01,4.7041644293997
2026-03-02,4.697411641510692
2026-03-03,4.690563761450354
2026-03-04,4.68359155211281
2026-03-05,4.676585233301966
2026-03-06,4.669658077772122
2026-03-07,4.662743833028042
2026-03-08,4.655820907699519
2026-03-09,4.648888443954452
2026-03-10,4.641961593776858
