timestamp,train_file,tmy_file,target_column,fit_regressors,train_rows,forecast_length,forecast_start,forecast_end,frequency,prediction_interval,max_generations,num_validations,validation_method,ensemble,no_negatives,best_model,autots_score,validation_smape,validation_mae,validation_rmse,holdout_mae,holdout_rmse,holdout_mape_pct,holdout_mase,holdout_length,weights_csv,weights_json,model_weight_rows,feature_weight_rows,parameter_weight_rows
20260504_143507,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\SolarRecord(260228)_d_forWh_WithCodis[date].csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv,Wh,"Temperature,RH,GloblRad",313,365,2026-03-01,2027-02-28,D,0.9,30,3,backwards,all,True,Ensemble,14.48907520495425,7.717626040420983,0.4920390324635229,0.6326189653351977,0.6134339789639935,0.7134841570197807,11.574675731768142,0.8346225731438397,60.0,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S9_30Seed\10vA1_autots_365d_forecast_20260504_143507\weight_summary_20260504_143507.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S9_30Seed\10vA1_autots_365d_forecast_20260504_143507\weight_summary_20260504_143507.json,2159,4,32
