index,ID,Model,ModelParameters,TransformationParameters,Ensemble,Runs,smape,mae,rmse,made,mage,custom,underestimate,mle,overestimate,imle,spl,containment,contour,maxe,oda,dwae,mqae,ewmae,uwmse,smoothness,mate,wasserstein,dwd,matse,smape_weighted,mae_weighted,rmse_weighted,made_weighted,mage_weighted,custom_weighted,mle_weighted,imle_weighted,spl_weighted,maxe_weighted,oda_weighted,dwae_weighted,mqae_weighted,ewmae_weighted,uwmse_weighted,smoothness_weighted,mate_weighted,wasserstein_weighted,dwd_weighted,matse_weighted,containment_weighted,contour_weighted,TotalRuntimeSeconds,Score,lowest_series_mape,lowest_series_mape_name,highest_series_mape,highest_series_mape_name
67.0,aa449d47159ed4cf836d1c1221e59597,AverageValueNaive,"{""method"": ""Median"", ""window"": 12}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""SeasonalDifference"", ""1"": ""ClipOutliers"", ""2"": ""SeasonalDifference""}, ""transformation_params"": {""0"": {""lag_1"": 7, ""method"": ""LastValue""}, ""1"": {""method"": ""clip"", ""std_threshold"": 3, ""fillna"": null}, ""2"": {""lag_1"": 7, ""method"": 20}}}",0,3,7.950169023467391,0.41036325332527407,0.47521564849680625,1.035578650095377,0.41036325332527407,0.0,-7.042744612934737,0.3845725037014456,4.037063226847662,0.3537207608211646,0.3243694386529396,0.6666666666666666,0.4814814814814814,1.213916275515933,0.7037037037037037,1.4840763627238234,0.31469614755480063,1.8651455273421995,1.5927418698686597,0.2047282735208754,1.0018937953623581,1.1287388039884312,3.8416402395372393,0.021621107481197128,7.950169023467391,0.41036325332527407,0.47521564849680625,1.035578650095377,0.41036325332527407,0.0,0.3845725037014456,0.3537207608211646,0.3243694386529396,1.213916275515933,0.7037037037037037,1.4840763627238234,0.31469614755480063,1.8651455273421995,1.5927418698686597,0.2047282735208754,1.0018937953623581,1.1287388039884312,3.8416402395372393,0.021621107481197128,0.6666666666666666,0.4814814814814814,0.016866666666666665,16.93191883003179,8.099818459229715,Wh,8.099818459229715,Wh
,aa449d47159ed4cf836d1c1221e59597,AverageValueNaive,"{""method"": ""Median"", ""window"": 12}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""SeasonalDifference"", ""1"": ""ClipOutliers"", ""2"": ""SeasonalDifference""}, ""transformation_params"": {""0"": {""lag_1"": 7, ""method"": ""LastValue""}, ""1"": {""method"": ""clip"", ""std_threshold"": 3, ""fillna"": null}, ""2"": {""lag_1"": 7, ""method"": 20}}}",0,3,7.950169023467391,0.41036325332527407,0.47521564849680625,1.035578650095377,0.41036325332527407,0.0,-7.042744612934737,0.3845725037014456,4.037063226847662,0.3537207608211646,0.3243694386529396,0.6666666666666666,0.4814814814814814,1.213916275515933,0.7037037037037037,1.4840763627238234,0.31469614755480063,1.8651455273421995,1.5927418698686597,0.2047282735208754,1.0018937953623581,1.1287388039884312,3.8416402395372393,0.021621107481197128,7.950169023467391,0.41036325332527407,0.47521564849680625,1.035578650095377,0.41036325332527407,0.0,0.3845725037014456,0.3537207608211646,0.3243694386529396,1.213916275515933,0.7037037037037037,1.4840763627238234,0.31469614755480063,1.8651455273421995,1.5927418698686597,0.2047282735208754,1.0018937953623581,1.1287388039884312,3.8416402395372393,0.021621107481197128,0.6666666666666666,0.4814814814814814,0.016866666666666665,16.93191883003179,8.099818459229715,Wh,8.099818459229715,Wh
,642b8b6bf76a462627aa0b17a9851f69,SeasonalityMotif,"{""window"": 5, ""point_method"": ""trimmed_mean_40"", ""distance_metric"": ""mae"", ""k"": 5, ""datepart_method"": [""simple_binarized_poly""], ""independent"": true}","{""fillna"": ""rolling_mean"", ""transformations"": {}, ""transformation_params"": {}}",0,3,8.516619218845733,0.43968518518518523,0.4987199433025238,0.9957433490931048,0.43968518518518523,0.0,-7.426199999999999,0.40926337444530136,4.445300000000002,0.38022276560217777,0.2986639113404725,0.7037037037037037,0.5925925925925926,0.9784999999999995,0.6296296296296297,1.5382675009152296,0.3472761904761905,1.957646936776503,1.6672722736333068,0.06456428944835539,1.2788333333333355,1.806671802313116,4.800094232975419,0.02739875338787019,8.516619218845733,0.43968518518518523,0.4987199433025238,0.9957433490931048,0.43968518518518523,0.0,0.40926337444530136,0.38022276560217777,0.2986639113404725,0.9784999999999995,0.6296296296296297,1.5382675009152296,0.3472761904761905,1.957646936776503,1.6672722736333068,0.06456428944835539,1.2788333333333355,1.806671802313116,4.800094232975419,0.02739875338787019,0.7037037037037037,0.5925925925925926,0.05786666666666667,17.41798782511439,7.374769286233213,Wh,7.374769286233213,Wh
,c57833ba267fa3b0ce3c5ef0eaa3629e,GLS,"{""changepoint_spacing"": 90, ""changepoint_distance_end"": null, ""constant"": false}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""SeasonalDifference"", ""1"": ""ClipOutliers"", ""2"": ""Detrend""}, ""transformation_params"": {""0"": {""lag_1"": 12, ""method"": ""Mean""}, ""1"": {""method"": ""clip"", ""std_threshold"": 3.5, ""fillna"": null}, ""2"": {""model"": ""Linear"", ""phi"": 1, ""window"": null, ""transform_dict"": null}}}",0,3,10.189840077413626,0.5222220254211117,0.6064976946298172,1.1414725253847517,0.5222220254211117,0.0,-8.623967646660383,0.4750189425476437,5.476027039709636,0.446439652045362,0.5167504119888475,0.9629629629629629,0.4814814814814814,1.371437870934388,0.6666666666666666,1.5972088877922046,0.3959609071560343,2.5921668577419528,3.0693300269048476,0.36671761911059786,1.6547249447466343,0.9968645398955948,2.28489402466282,0.035228092298319684,10.189840077413626,0.5222220254211117,0.6064976946298172,1.1414725253847517,0.5222220254211117,0.0,0.4750189425476437,0.446439652045362,0.5167504119888475,1.371437870934388,0.6666666666666666,1.5972088877922046,0.3959609071560343,2.5921668577419528,3.0693300269048476,0.36671761911059786,1.6547249447466343,0.9968645398955948,2.28489402466282,0.035228092298319684,0.9629629629629629,0.4814814814814814,0.04123333333333334,22.997454543444192,9.43117840206069,Wh,9.43117840206069,Wh
,2e4e1c14ef3e80286fd58bc99c01bd28,SectionalMotif,"{""window"": 5, ""point_method"": ""midhinge"", ""distance_metric"": ""canberra"", ""include_differenced"": false, ""k"": 10, ""stride_size"": 1, ""regression_type"": null, ""comparison_transformation"": null, ""combination_transformation"": null}","{""fillna"": ""rolling_mean_24"", ""transformations"": {}, ""transformation_params"": {}}",0,3,8.214519407442612,0.42507129629629636,0.47491550097541485,0.9565354727201795,0.42507129629629636,0.0,-7.455612500000002,0.3993573201263869,4.0213125,0.36847445007493623,0.3002472471938608,0.9629629629629629,0.5555555555555555,1.0819,0.7777777777777777,1.4629664601282073,0.33786845238095237,1.7933262215267298,1.784451408634592,0.1944551722426824,1.9845416666666686,1.8299049676395782,3.7253738686069475,0.04231764868357656,8.214519407442612,0.42507129629629636,0.47491550097541485,0.9565354727201795,0.42507129629629636,0.0,0.3993573201263869,0.36847445007493623,0.3002472471938608,1.0819,0.7777777777777777,1.4629664601282073,0.33786845238095237,1.7933262215267298,1.784451408634592,0.1944551722426824,1.9845416666666686,1.8299049676395782,3.7253738686069475,0.04231764868357656,0.9629629629629629,0.5555555555555555,0.011466666666666667,16.942639832213306,7.698481099862649,Wh,7.698481099862649,Wh
