,Wh
2025-11-11,5.172824951619332
2025-11-12,5.192566148349065
2025-11-13,5.212125790644491
2025-11-14,5.231450266885648
2025-11-15,5.250486610026391
2025-11-16,5.2691826427733695
2025-11-17,5.2874871206003675
2025-11-18,5.305349872205994
2025-11-19,5.322721937029718
2025-11-20,5.339555699449379
2025-11-21,5.355805019292283
2025-11-22,5.371425358302218
2025-11-23,5.386373902215712
2025-11-24,5.4006096781129616
2025-11-25,5.4140936667217465
2025-11-26,5.426788909366554
2025-11-27,5.438660609269728
2025-11-28,5.449676226927024
2025-11-29,5.459805569296132
2025-11-30,5.4690208725537
2025-12-01,5.477296878194045
2025-12-02,5.484610902260968
2025-12-03,5.490942897522891
2025-12-04,5.496275508420934
2025-12-05,5.500594118639287
2025-12-06,5.50388689116753
2025-12-07,5.506144800745037
2025-12-08,5.507361658598603
2025-12-09,5.507534129405434
2025-12-10,5.506661740435035
2025-12-11,5.5047468828449375
2025-12-12,5.5017948051266945
2025-12-13,5.4978135987201355
2025-12-14,5.49281417583529
2025-12-15,5.4868102395427805
2025-12-16,5.479818246214657
2025-12-17,5.471857360418623
2025-12-18,5.46294940238929
2025-12-19,5.4531187882204355
2025-12-20,5.442392462942176
2025-12-21,5.4307998266665205
2025-12-22,5.41837265400371
2025-12-23,5.405145006970208
2025-12-24,5.3911531416270915
2025-12-25,5.376435408704704
2025-12-26,5.361032148485967
2025-12-27,5.344985580236477
2025-12-28,5.328339686484417
2025-12-29,5.311140092467522
2025-12-30,5.293433941077463
2025-12-31,5.275269763644462
2026-01-01,5.256697346916285
2026-01-02,5.237767596596231
2026-01-03,5.218532397814135
2026-01-04,5.19904447291284
2026-01-05,5.179357236939909
2026-01-06,5.1595246512407025
2026-01-07,5.139601075554074
2026-01-08,5.11964111901611
2026-01-09,5.099699490480282
2026-01-10,5.079830848564282
2026-01-11,5.060089651834548
2026-01-12,5.040530009539124
2026-01-13,5.021205533297965
2026-01-14,5.002169190157223
2026-01-15,4.983473157410245
2026-01-16,4.965168679583246
2026-01-17,4.947305927977621
2026-01-18,4.929933863153895
2026-01-19,4.913100100734236
2026-01-20,4.896850780891331
2026-01-21,4.881230441881397
2026-01-22,4.866281897967902
2026-01-23,4.852046122070652
2026-01-24,4.838562133461867
2026-01-25,4.82586689081706
2026-01-26,4.813995190913887
2026-01-27,4.80297957325659
2026-01-28,4.792850230887482
2026-01-29,4.783634927629914
2026-01-30,4.775358921989568
2026-01-31,4.768044897922646
2026-02-01,4.761712902660722
2026-02-02,4.756380291762682
2026-02-03,4.752061681544325
2026-02-04,4.748768909016084
2026-02-05,4.746510999438577
2026-02-06,4.745294141585011
2026-02-07,4.745121670778181
2026-02-08,4.745994059748579
2026-02-09,4.747908917338676
2026-02-10,4.75086099505692
2026-02-11,4.754842201463478
2026-02-12,4.759841624348324
2026-02-13,4.765845560640832
2026-02-14,4.772837553968957
2026-02-15,4.780798439764991
2026-02-16,4.789706397794323
2026-02-17,4.799537011963179
2026-02-18,4.810263337241438
2026-02-19,4.821855973517093
2026-02-20,4.834283146179904
2026-02-21,4.847510793213406
2026-02-22,4.861502658556523
2026-02-23,4.876220391478911
2026-02-24,4.891623651697646
2026-02-25,4.907670219947138
2026-02-26,4.924316113699197
2026-02-27,4.941515707716093
2026-02-28,4.959221859106151
2026-03-01,4.977386036539151
2026-03-02,4.99595845326733
2026-03-03,5.014888203587384
2026-03-04,5.034123402369477
2026-03-05,5.053611327270773
2026-03-06,5.0732985632437035
2026-03-07,5.093131148942912
2026-03-08,5.11305472462954
2026-03-09,5.133014681167504
2026-03-10,5.152956309703331
