,Wh
2025-12-11,5.787430542875678
2025-12-12,5.7559640323833
2025-12-13,5.727084717398587
2025-12-14,5.686252761425962
2025-12-15,5.6257640258660535
2025-12-16,5.623978695355732
2025-12-17,5.6223444863699354
2025-12-18,5.620829727362488
2025-12-19,5.623102436842497
2025-12-20,5.6264624386682405
2025-12-21,5.629002080186463
2025-12-22,5.595704575354046
2025-12-23,5.598142367515128
2025-12-24,5.600609327869376
2025-12-25,5.6031016940877025
2025-12-26,5.605622175525838
2025-12-27,5.609143997551865
2025-12-28,5.61184815623814
2025-12-29,5.578946154536722
2025-12-30,5.581541951762773
2025-12-31,5.584165110307146
2026-01-01,5.579165825854795
2026-01-02,5.5821970986343485
2026-01-03,5.586218667650285
2026-01-04,5.589429016019037
2026-01-05,5.557368347500623
2026-01-06,5.5604938127432035
2026-01-07,5.563645254641039
2026-01-08,5.566819262429628
2026-01-09,5.570018540971571
2026-01-10,5.574201549609415
2026-01-11,5.577577040091511
2026-01-12,5.545875999505878
2026-01-13,5.54913528318939
2026-01-14,5.552419199912735
2026-01-15,5.555724369861522
2026-01-16,5.559053495794995
2026-01-17,5.563360040866759
2026-01-18,5.566862290126092
2026-01-19,5.535466000272895
2026-01-20,5.538848455419593
2026-01-21,5.542254406309678
2026-01-22,5.545680502633615
2026-01-23,5.5491294457985525
2026-01-24,5.553550124999311
2026-01-25,5.557169468770681
2026-01-26,5.52605322241421
2026-01-27,5.529549489051906
2026-01-28,5.5330682177177595
2026-01-29,5.536606084528535
2026-01-30,5.540165789372074
2026-01-31,5.544692036196801
2026-02-01,5.5382916347745335
2026-02-02,5.50753474270428
2026-02-03,5.5110869179724675
2026-02-04,5.514660298544196
2026-02-05,5.518251597246326
2026-02-06,5.521897915175276
2026-02-07,5.526501868114717
2026-02-08,5.53031334239101
2026-02-09,5.499827848572775
2026-02-10,5.503511279599027
2026-02-11,5.507215283300781
2026-02-12,5.510936595632532
2026-02-13,5.514677900849365
2026-02-14,5.519372413020862
2026-02-15,5.523276591332216
2026-02-16,5.493007508341023
2026-02-17,5.496780873154582
2026-02-18,5.500574029496774
2026-02-19,5.5043837332922
2026-02-20,5.508212667569587
2026-02-21,5.512990873265555
2026-02-22,5.516980807313513
2026-02-23,5.4869103862986135
2026-02-24,5.490767173094192
2026-02-25,5.494643039095526
2026-02-26,5.498534757987763
2026-02-27,5.502445011234125
2026-02-28,5.507300948856483
2026-03-01,5.502371645203806
2026-03-02,5.472572677958797
2026-03-03,5.476461467838263
2026-03-04,5.480368404808153
2026-03-05,5.484290289936713
2026-03-06,5.488260403644685
2026-03-07,5.493169244182202
2026-03-08,5.49729665553001
2026-03-09,5.467696386394668
2026-03-10,5.471687271237362
