LocalTime,Wh,DHT11_temp,DHT11_humidity,LM35_tempC
2025-04-22,0.24847,32.71429,56.0,33.55143
2025-04-23,8.31574,34.4076025,57.24895375,33.79472
2025-04-24,6.95669,34.162657083333336,58.66518291666667,33.85757541666667
2025-04-25,8.985949999999999,33.92777666666667,55.77817916666667,33.752907083333334
2025-04-26,6.47759,32.879575833333334,39.526855,33.3591925
2025-04-27,9.206339999999999,33.174231666666664,54.99230083333333,33.6059475
2025-04-28,7.5292699999999995,33.55076041666667,59.369078333333334,33.76405583333334
2025-04-29,9.39732,33.010854583333334,57.90366041666667,33.44375708333333
2025-04-30,9.76544,33.563430833333335,51.97642208333334,33.685653333333335
2025-05-01,8.84655,33.033642916666665,54.9140625,33.82901666666667
2025-05-02,7.29327,33.02987791666667,49.19594166666667,33.59485625
2025-05-03,10.911389999999999,34.189315,54.99961916666667,33.815052083333335
2025-05-04,8.38622,34.16685041666667,53.390833750000006,33.00641041666667
2025-05-05,7.08815,34.17514791666667,48.15652875,33.27161708333333
2025-05-06,8.65183,36.24001166666667,55.091825416666666,33.00761166666667
2025-05-07,6.69214,34.27138333333333,57.72107833333333,33.16085291666666
2025-05-08,8.46254,34.69859916666667,58.523852500000004,33.7727275
2025-05-09,8.112169999999999,35.295778750000004,56.298127916666665,33.8106225
2025-05-10,6.9792700000000005,33.581390416666665,55.533835,33.6829375
2025-05-11,6.64831,32.869474583333336,48.63026249999999,33.51646375
2025-05-12,9.26552,32.043499583333336,59.39806708333333,32.90502875
2025-05-13,8.16439,33.40332625,58.03220625,32.70082083333333
2025-05-14,7.69394,34.10240958333333,54.34107,33.61226625
2025-05-15,7.52338,35.135338749999995,53.054255833333336,33.642233749999995
2025-05-16,8.26591,36.38816666666667,52.32982208333333,33.34464958333333
2025-05-17,8.01074,35.0807925,48.64780583333334,32.75980666666667
2025-05-18,7.74251,34.78418666666666,49.71995166666667,33.42011333333333
2025-05-19,8.04261,35.724638750000004,52.05964041666667,33.708185
2025-05-20,7.98254,35.92895958333333,50.247605,33.247470416666665
2025-05-21,8.284089999999999,36.534773333333334,50.28318166666667,32.813217916666666
2025-05-22,7.89729,35.89054791666667,47.808408750000005,33.70488791666667
2025-05-23,8.09731,35.86951208333333,47.00720125,33.52113333333333
2025-05-24,7.5842,33.96209833333334,36.07515791666667,32.716051666666665
2025-05-25,8.65669,33.94108833333333,38.306308333333334,32.902629166666664
2025-05-26,6.80844,33.30995166666667,54.283795,33.28858875
2025-05-27,8.50392,33.40810208333333,55.12965416666666,33.22829791666667
2025-05-28,8.40069,34.46340708333333,56.75341708333334,33.1268575
2025-05-29,6.38513,32.97651583333333,43.61695541666666,33.12713291666667
2025-05-30,7.58954,33.27037416666666,48.86039416666667,33.40639541666667
2025-05-31,8.33959,34.10275625,55.90326083333333,33.37104208333333
2025-06-01,8.836359999999999,34.12122875,54.04880666666667,33.58282125
2025-06-02,8.02923,35.48208,56.93188416666666,33.112129583333335
