column,records,values_count,min,median,max,mean,std
category,30,30,90.0,90.0,90.0,90.0,0.0
file,30,0,,,,,
MAE,30,30,0.5419614640121072,0.5419614640121072,0.5419614640121072,0.5419614640121072,0.0
MAPE(%),30,30,10.329533858942073,10.329533858942073,10.329533858942073,10.329533858942073,0.0
MASE_lag1,30,30,0.7068505648919658,0.7068505648919658,0.7068505648919658,0.7068505648919658,0.0
R2,30,30,-0.3638502403117361,-0.3638502403117361,-0.3638502403117361,-0.3638502403117361,0.0
RMSSE,30,30,0.566956818677255,0.566956818677255,0.566956818677255,0.566956818677255,0.0
SMAPE(%),30,30,10.292115346325346,10.292115346325346,10.292115346325346,10.292115346325346,0.0
nMAE,30,30,0.10262381284354417,0.10262381284354417,0.10262381284354417,0.10262381284354417,0.0
nRMSE,30,30,0.12421944014101585,0.12421944014101585,0.12421944014101585,0.12421944014101585,0.0
