timestamp,random_seed,train_file,train_file_name,train_columns_used,future_regressor_file,future_regressor_file_name,future_regressor_columns_used,pvgis_timeseries_file,pvgis_timeseries_file_name,pvgis_column,tmy_file,target_column,fit_forecast_length,fit_forecast_length_mode,fit_forecast_length_raw,fit_regressors,train_rows,forecast_length,forecast_start,forecast_end,frequency,prediction_interval,max_generations,num_validations,validation_method,ensemble,no_negatives,output_dir,forecast_csv,metrics_csv,settings_csv,model_pickle,best_model,autots_score,validation_smape,validation_mae,validation_rmse,holdout_mae,holdout_rmse,holdout_mape_pct,holdout_mase,holdout_length,templates_csv,templates_json,best_template_csv,best_template_json,template_rows,weights_csv,weights_json,model_weight_rows,feature_weight_rows,parameter_weight_rows,annual_forecast_csv,monthly_forecast_csv,totals_forecast_csv,consistency_csv
20260510_162922,1071865656,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\SolarRecord(260228)_d_forWh_WithCodis[date].csv,SolarRecord(260228)_d_forWh_WithCodis[date].csv,"['date', 'Wh', 'Temperature', 'RH', 'GloblRad']",T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv,tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv,"['Temperature', 'RH', 'GloblRad']",T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled][dateAdj].csv,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled][dateAdj].csv,P_mapped_Wh,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv,Wh,2,fixed,2,"Temperature,RH,GloblRad",313,365,2026-03-01,2027-02-28,D,0.9,1,3,backwards,all,True,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\G1_Lancher-S99_G1_2d_1Seed\10vG1_autots_365d_forecast_20260510_162922,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\G1_Lancher-S99_G1_2d_1Seed\10vG1_autots_365d_forecast_20260510_162922\forecast_365d_20260510_162922.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\G1_Lancher-S99_G1_2d_1Seed\10vG1_autots_365d_forecast_20260510_162922\model_metrics_20260510_162922.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\G1_Lancher-S99_G1_2d_1Seed\10vG1_autots_365d_forecast_20260510_162922\effective_settings_20260510_162922.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\G1_Lancher-S99_G1_2d_1Seed\10vG1_autots_365d_forecast_20260510_162922\autots_model_20260510_162922.pkl,Ensemble,12.50409355413901,0.8078033931462314,0.04904944396201483,0.05358656879006685,0.4027449999999999,0.45591725197671545,6.588346400240649,0.5841367355206657,2.0,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\G1_Lancher-S99_G1_2d_1Seed\10vG1_autots_365d_forecast_20260510_162922\autots_templates_20260510_162922.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\G1_Lancher-S99_G1_2d_1Seed\10vG1_autots_365d_forecast_20260510_162922\autots_templates_20260510_162922.json,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\G1_Lancher-S99_G1_2d_1Seed\10vG1_autots_365d_forecast_20260510_162922\autots_best_template_20260510_162922.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\G1_Lancher-S99_G1_2d_1Seed\10vG1_autots_365d_forecast_20260510_162922\autots_best_template_20260510_162922.json,338,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\G1_Lancher-S99_G1_2d_1Seed\10vG1_autots_365d_forecast_20260510_162922\weight_summary_20260510_162922.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\G1_Lancher-S99_G1_2d_1Seed\10vG1_autots_365d_forecast_20260510_162922\weight_summary_20260510_162922.json,338,4,135,,,,
