category,file,MAE,MAPE(%),MASE_lag1,R2,RMSSE,SMAPE(%),nMAE,nRMSE
30,260426_032512/30/forecast_Wh_metrics_30d.json,[0.5186558798605266],[8.971440355959299],[0.7254900603188927],[-0.7627053621467128],[0.6152415924687544],[9.580728115066133],[0.09497995701649906],[0.12060511577951394]
60,260426_032512/60/forecast_Wh_metrics_60d.json,[0.7406102940109065],[13.194403919890005],[1.0076554127766706],[-2.1144573084692793],[0.8070956516455999],[14.506477485359717],[0.13915753939173506],[0.16827873496349613]
90,260426_032512/90/forecast_Wh_metrics_90d.json,[0.5916340016946874],[11.972248136520577],[0.7716357270336138],[-0.6216209484398991],[0.6182175270642492],[11.068766015595068],[0.11202962035772406],[0.13545058912326152]
30,260426_032719/30/forecast_Wh_metrics_30d.json,[0.5186558798605266],[8.971440355959299],[0.7254900603188927],[-0.7627053621467128],[0.6152415924687544],[9.580728115066133],[0.09497995701649906],[0.12060511577951394]
60,260426_032719/60/forecast_Wh_metrics_60d.json,[0.7406102940109065],[13.194403919890005],[1.0076554127766706],[-2.1144573084692793],[0.8070956516455999],[14.506477485359717],[0.13915753939173506],[0.16827873496349613]
90,260426_032719/90/forecast_Wh_metrics_90d.json,[0.5916340016946874],[11.972248136520577],[0.7716357270336138],[-0.6216209484398991],[0.6182175270642492],[11.068766015595068],[0.11202962035772406],[0.13545058912326152]
30,260426_032913/30/forecast_Wh_metrics_30d.json,[0.5186558798605266],[8.971440355959299],[0.7254900603188927],[-0.7627053621467128],[0.6152415924687544],[9.580728115066133],[0.09497995701649906],[0.12060511577951394]
60,260426_032913/60/forecast_Wh_metrics_60d.json,[0.7406102940109065],[13.194403919890005],[1.0076554127766706],[-2.1144573084692793],[0.8070956516455999],[14.506477485359717],[0.13915753939173506],[0.16827873496349613]
30,260426_033107/30/forecast_Wh_metrics_30d.json,[0.5186558798605266],[8.971440355959299],[0.7254900603188927],[-0.7627053621467128],[0.6152415924687544],[9.580728115066133],[0.09497995701649906],[0.12060511577951394]
60,260426_033107/60/forecast_Wh_metrics_60d.json,[0.7406102940109065],[13.194403919890005],[1.0076554127766706],[-2.1144573084692793],[0.8070956516455999],[14.506477485359717],[0.13915753939173506],[0.16827873496349613]
30,260426_033337/30/forecast_Wh_metrics_30d.json,[0.5186558798605266],[8.971440355959299],[0.7254900603188927],[-0.7627053621467128],[0.6152415924687544],[9.580728115066133],[0.09497995701649906],[0.12060511577951394]
60,260426_033337/60/forecast_Wh_metrics_60d.json,[0.7406102940109065],[13.194403919890005],[1.0076554127766706],[-2.1144573084692793],[0.8070956516455999],[14.506477485359717],[0.13915753939173506],[0.16827873496349613]
30,260426_033802/30/forecast_Wh_metrics_30d.json,[0.5186558798605266],[8.971440355959299],[0.7254900603188927],[-0.7627053621467128],[0.6152415924687544],[9.580728115066133],[0.09497995701649906],[0.12060511577951394]
60,260426_033802/60/forecast_Wh_metrics_60d.json,[0.7406102940109065],[13.194403919890005],[1.0076554127766706],[-2.1144573084692793],[0.8070956516455999],[14.506477485359717],[0.13915753939173506],[0.16827873496349613]
