timestamp,random_seed,train_file,train_file_name,train_columns_used,future_regressor_file,future_regressor_file_name,future_regressor_columns_used,tmy_file,target_column,fit_regressors,train_rows,forecast_length,forecast_start,forecast_end,frequency,prediction_interval,max_generations,num_validations,validation_method,ensemble,no_negatives,output_dir,forecast_csv,metrics_csv,settings_csv,model_pickle,best_model,autots_score,validation_smape,validation_mae,validation_rmse,holdout_mae,holdout_rmse,holdout_mape_pct,holdout_mase,holdout_length,weights_csv,weights_json,model_weight_rows,feature_weight_rows,parameter_weight_rows
20260504_075433,1917831703,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\SolarRecord(260228)_d_forWh_WithCodis[date].csv,SolarRecord(260228)_d_forWh_WithCodis[date].csv,"['date', 'Wh', 'Temperature', 'RH', 'GloblRad']",T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv,tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv,"['Temperature', 'RH', 'GloblRad']",T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv,Wh,"Temperature,RH,GloblRad",313,365,2026-03-01,2027-02-28,D,0.9,30,3,backwards,all,True,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S9_30Seed\10vA1_autots_365d_forecast_20260504_075433,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S9_30Seed\10vA1_autots_365d_forecast_20260504_075433\forecast_365d_20260504_075433.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S9_30Seed\10vA1_autots_365d_forecast_20260504_075433\model_metrics_20260504_075433.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S9_30Seed\10vA1_autots_365d_forecast_20260504_075433\effective_settings_20260504_075433.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S9_30Seed\10vA1_autots_365d_forecast_20260504_075433\autots_model_20260504_075433.pkl,Ensemble,12.117686238034981,8.995409184719374,0.48485157233521947,0.5585545714534556,0.4940237333333334,0.6099013985577232,8.850207497586078,0.6721560488141703,60.0,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S9_30Seed\10vA1_autots_365d_forecast_20260504_075433\weight_summary_20260504_075433.csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\output\default\S9_30Seed\10vA1_autots_365d_forecast_20260504_075433\weight_summary_20260504_075433.json,1150,4,138
