column,records,values_count,min,median,max,mean,std
category,30,30,120.0,120.0,120.0,120.0,0.0
file,30,0,,,,,
MAE,30,30,0.873282219982474,0.873282219982474,0.873282219982474,0.873282219982474,0.0
MAPE(%),30,30,15.751044057818877,15.751044057818877,15.751044057818877,15.751044057818877,0.0
MASE_lag1,30,30,1.0701811074574057,1.0701811074574057,1.0701811074574057,1.0701811074574057,0.0
R2,30,30,-2.2471972387427694,-2.2471972387427694,-2.2471972387427694,-2.2471972387427694,0.0
RMSSE,30,30,0.969255619967571,0.969255619967571,0.969255619967571,0.969255619967571,0.0
SMAPE(%),30,30,17.973231149714028,17.973231149714028,17.973231149714028,17.973231149714028,0.0
nMAE,30,30,0.15974665015127565,0.15974665015127565,0.15974665015127565,0.15974665015127565,0.0
nRMSE,30,30,0.21595366281319955,0.21595366281319955,0.21595366281319955,0.21595366281319955,0.0
