column,records,values_count,min,median,max,mean,std
category,30,30,90.0,90.0,90.0,90.0,0.0
file,30,0,,,,,
MAE,30,30,0.6385618259209497,0.6385618259209497,0.6385618259209497,0.6385618259209497,0.0
MAPE(%),30,30,12.893639771036328,12.893639771036328,12.893639771036328,12.893639771036328,0.0
MASE_lag1,30,30,0.8328411101948479,0.8328411101948479,0.8328411101948479,0.8328411101948479,0.0
R2,30,30,-0.8878604480201369,-0.8878604480201369,-0.8878604480201369,-0.8878604480201369,0.0
RMSSE,30,30,0.6670395494700545,0.6670395494700545,0.6670395494700545,0.6670395494700545,0.0
SMAPE(%),30,30,11.862871303480079,11.862871303480079,11.862871303480079,11.862871303480079,0.0
nMAE,30,30,0.1209156991111815,0.1209156991111815,0.1209156991111815,0.1209156991111815,0.0
nRMSE,30,30,0.14614742544309,0.14614742544309,0.14614742544309,0.14614742544309,0.0
