column,records,values_count,min,median,max,mean,std
category,30,30,90.0,90.0,90.0,90.0,0.0
file,30,0,,,,,
MAE,30,30,1.2309638746113356,1.2309638746113356,1.2309638746113356,1.2309638746113356,0.0
MAPE(%),30,30,24.410911500320378,24.410911500320378,24.410911500320378,24.410911500320378,0.0
MASE_lag1,30,30,1.6054785587323377,1.6054785587323377,1.6054785587323377,1.6054785587323377,0.0
R2,30,30,-4.909951315114498,-4.909951315114498,-4.909951315114498,-4.909951315114498,0.0
RMSSE,30,30,1.1802081033447105,1.1802081033447105,1.1802081033447105,1.1802081033447105,0.0
SMAPE(%),30,30,21.151344677675652,21.151344677675652,21.151344677675652,21.151344677675652,0.0
nMAE,30,30,0.23309075399954193,0.23309075399954193,0.23309075399954193,0.23309075399954193,0.0
nRMSE,30,30,0.2585819325524792,0.2585819325524792,0.2585819325524792,0.2585819325524792,0.0
