category,file,MAE,MAPE(%),MASE_lag1,R2,RMSSE,SMAPE(%),nMAE,nRMSE
120,pMLP-260423_014553/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_014553/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_014553/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_014553/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_015543/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_015543/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_015543/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_015543/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_020439/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_020439/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_020439/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_020439/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_021352/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_021352/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_021352/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_021352/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_022300/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_022300/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_022300/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_022300/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_023142/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_023142/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_023142/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_023142/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_023950/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_023950/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_023950/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_023950/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_024808/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_024808/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_024808/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_024808/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_025625/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_025625/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_025625/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_025625/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_030555/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_030555/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_030555/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_030555/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_031627/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_031627/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_031627/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_031627/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_032727/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_032727/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_032727/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_032727/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_033935/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_033935/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_033935/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_033935/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_035125/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_035125/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_035125/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_035125/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_040313/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_040313/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_040313/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_040313/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_041358/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_041358/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_041358/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_041358/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_042548/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_042548/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_042548/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_042548/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_043845/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_043845/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_043845/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_043845/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_044704/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_044704/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_044704/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_044704/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_045531/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_045531/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_045531/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_045531/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_050357/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_050357/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_050357/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_050357/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_051230/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_051230/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_051230/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_051230/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_052102/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_052102/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_052102/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_052102/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_052940/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_052940/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_052940/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_052940/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_053822/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_053822/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_053822/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_053822/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_054705/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_054705/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_054705/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_054705/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_055549/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_055549/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_055549/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_055549/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_060436/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_060436/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_060436/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_060436/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_061351/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_061351/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_061351/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_061351/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
120,pMLP-260423_062244/120/forecast_Wh_metrics_120d.json,[0.5999936099687081],[10.840541375394967],[0.7352741316507798],[-0.20976848662787395],[0.5916094833258851],[11.248028903823732],[0.10975486172911629],[0.13181273571931826]
30,pMLP-260423_062244/30/forecast_Wh_metrics_30d.json,[0.8960656666666662],[15.843056928678672],[1.2534066609531263],[-3.1710299632864283],[0.9464059883801527],[17.54725892236742],[0.16409392394596445],[0.18552289897209837]
60,pMLP-260423_062244/60/forecast_Wh_metrics_60d.json,[1.870274129128774],[34.42126578429438],[2.544647117158528],[-16.58760920049793],[1.9179497295167016],[43.992470273885246],[0.3514165923728676],[0.3998908351799317]
90,pMLP-260423_062244/90/forecast_Wh_metrics_90d.json,[0.5455844271935997],[10.36128654655066],[0.7115757967423314],[-0.38788212923312493],[0.5719300721554804],[10.377060058984405],[0.10330984371504583],[0.12530907297087726]
