,Wh
2025-11-11,6.3550801277160645
2025-11-12,5.669747940124968
2025-11-13,5.705040699939079
2025-11-14,5.5974431702788685
2025-11-15,5.645502467139191
2025-11-16,5.664739843351943
2025-11-17,5.613745728814718
2025-11-18,5.5646512249291336
2025-11-19,5.4502630572319175
2025-11-20,5.604413312137827
2025-11-21,5.5858001894053375
2025-11-22,5.552506190330814
2025-11-23,5.619492534176967
2025-11-24,5.5638876990118264
2025-11-25,5.612360688710342
2025-11-26,5.536298302727244
2025-11-27,5.4907365473231025
2025-11-28,5.558239025945855
2025-11-29,5.339464149542491
2025-11-30,5.331130303552889
2025-12-01,5.355181820964212
2025-12-02,5.37598745619773
2025-12-03,5.3474897211737575
2025-12-04,5.413999416236056
2025-12-05,5.458407946211104
2025-12-06,5.664656851250779
2025-12-07,5.5625966104663815
2025-12-08,5.391742134805188
2025-12-09,5.377318843073547
2025-12-10,5.298152181724582
2025-12-11,5.304411921329816
2025-12-12,5.265054090416643
2025-12-13,5.2994098420498394
2025-12-14,5.316641005642411
2025-12-15,5.2981207609445855
2025-12-16,5.28444008839129
2025-12-17,5.259781671866889
2025-12-18,5.2654042553623706
2025-12-19,5.29483854066724
2025-12-20,5.242145915297975
2025-12-21,5.225962097216186
2025-12-22,5.216593823574223
2025-12-23,5.176153624745428
2025-12-24,5.141912342183115
2025-12-25,5.135122976594568
2025-12-26,5.150181913376652
2025-12-27,5.147169027268819
2025-12-28,5.151845843958857
2025-12-29,5.148950837159837
2025-12-30,5.191502489427982
2025-12-31,5.1259915991090255
2026-01-01,5.295722655342115
2026-01-02,5.196874554804218
2026-01-03,5.04658844785335
2026-01-04,4.958579507034603
2026-01-05,4.90058104710451
2026-01-06,4.884105583958698
2026-01-07,4.914617320746088
2026-01-08,4.820266103370675
2026-01-09,4.811781165075362
2026-01-10,4.8783331185985395
2026-01-11,4.867290336925291
2026-01-12,4.925989721086789
2026-01-13,4.850836831725656
2026-01-14,4.879143954290462
2026-01-15,4.812877547098114
2026-01-16,4.7528721241427565
2026-01-17,4.843077042310636
2026-01-18,4.769462623086383
2026-01-19,4.76052495961572
2026-01-20,4.709064720433415
2026-01-21,4.795150490688947
2026-01-22,4.6834910307380175
2026-01-23,4.669378691127788
2026-01-24,4.696793894999914
2026-01-25,4.638027041451887
2026-01-26,4.628377773337444
2026-01-27,4.615263760416249
2026-01-28,4.651527692166858
2026-01-29,4.549665237082532
2026-01-30,4.5743973715653095
2026-01-31,4.603318362506066
2026-02-01,4.510188087718768
2026-02-02,4.53495068068047
2026-02-03,4.571846180189521
2026-02-04,4.731764188049493
2026-02-05,4.613838572273008
2026-02-06,4.6360473298122935
2026-02-07,4.674254074885623
2026-02-08,4.610206341955608
2026-02-09,4.60661425809946
2026-02-10,4.556163301209142
2026-02-11,4.603520355649129
2026-02-12,4.501301551934957
2026-02-13,4.488972817461555
2026-02-14,4.497657756574617
2026-02-15,4.479770653769658
2026-02-16,4.466919635682058
2026-02-17,4.539405354795773
2026-02-18,4.579087591682279
2026-02-19,4.518218607593646
2026-02-20,4.403095731730882
2026-02-21,4.526963218739278
2026-02-22,4.367262220943753
2026-02-23,4.419826783587616
2026-02-24,4.36228979505961
2026-02-25,4.3380077863571636
2026-02-26,4.34072436282672
2026-02-27,4.327834144778677
2026-02-28,4.355349165599912
2026-03-01,4.2969413009981485
2026-03-02,4.39353734257315
2026-03-03,4.478799699833729
2026-03-04,4.262523754817931
2026-03-05,4.245082134140966
2026-03-06,4.16089925689831
2026-03-07,4.071285270093678
2026-03-08,4.056154061802067
2026-03-09,4.038285553198705
2026-03-10,4.03277603608501
