column,records,values_count,min,median,max,mean,std
category,24,24,30.0,30.0,30.0,30.0,0.0
file,24,0,,,,,
MAE,24,24,0.4572423502214568,0.4667696841044683,0.4667696841044684,0.466228007236264,0.001933894109649239
MAPE(%),24,24,8.111962225575873,8.204714933802094,8.22545345116003,8.20257844740583,0.019741757044392065
MASE_lag1,24,24,0.6395854999883972,0.6529122283681524,0.6529122283681525,0.6521545368060853,0.002705109512374686
R2,24,24,-0.32925073463926857,-0.3292507346392679,-0.17810841180134207,-0.31618805867477134,0.03647458647726353
RMSSE,24,24,0.5029773787478505,0.5342681432055234,0.5342681432055235,0.53158339411596,0.007514871874831978
SMAPE(%),24,24,8.390076346682743,8.571587185178982,8.571587185178986,8.561176772101456,0.036900913658384396
nMAE,24,24,0.08373347426782392,0.08547818747329958,0.0854781874732996,0.08537899174901181,0.0003541484566960635
nRMSE,24,24,0.09859808852478014,0.10473198180579851,0.10473198180579853,0.10420569346842123,0.0014731318617382872
