column,records,values_count,min,median,max,mean,std
category,30,30,60.0,60.0,60.0,60.0,0.0
file,30,0,,,,,
MAE,30,30,0.6039303693994077,0.6042735968960524,0.6042735968960524,0.6041134240642849,0.0001712319597552894
MAPE(%),30,30,10.86449234014446,10.870264665072044,10.870264665072044,10.867570913439172,0.002879741627220457
MASE_lag1,30,30,0.8216922051809418,0.8221591917292043,0.8221591917292043,0.8219412646733484,0.00023297382237738993
R2,30,30,-1.12298224841361,-1.12298224841361,-1.120788833186512,-1.1219586546409643,0.0010942677715645647
RMSSE,30,30,0.6660127302536359,0.666357051413545,0.666357051413545,0.6661963682055874,0.00017177757485281646
SMAPE(%),30,30,11.600431412370412,11.607614567194249,11.607614567194249,11.604262428276458,0.003583587240926645
nMAE,30,30,0.1134759600955878,0.11354045108939509,0.11354045108939509,0.11351035529228502,3.2173760447923644e-05
nRMSE,30,30,0.13886306968468112,0.13893486034430433,0.13893486034430433,0.13890135803648015,3.581547358407203e-05
