category,file,MAE,MAPE(%),MASE_lag1,MASE_lastValue,R2,RMSSE,SMAPE(%),last_value_index,last_value_value,nMAE,nRMSE
120,260505_084233/120/forecast_Wh_metrics_120d.json,[198.58123975246673],[3753.299216902083],[243.3553394489407],[184.36415182154167],[-125545.77973331566],[190.5841511235178],[193.90135016689152],"[""2025-10-31T00:00:00""]",[6.54126],[36.32581439019856],[42.46283917409224]
30,260505_084233/30/forecast_Wh_metrics_30d.json,[0.7573450977899564],[13.31128113800596],[1.0593658763217078],[1.018599140108498],[-2.3969431191632773],[0.8540827730431417],[14.676351115380331],"[""2026-01-29T00:00:00""]",[4.72749],[0.13869042582548174],[0.1674248831500899]
60,260505_084233/60/forecast_Wh_metrics_60d.json,[1.4434294382988149],[26.278921931791306],[1.963893154368674],[1.933160111203522],[-9.070884262818078],[1.4513348335247744],[31.245323432903206],"[""2025-12-30T00:00:00""]",[4.57906],[0.271214281712778],[0.30260203892319754]
90,260505_084233/90/forecast_Wh_metrics_90d.json,[0.6175177233919377],[11.624717942174273],[0.8053944433227097],[0.9249074138129919],[-0.9299239418004215],[0.674429778133447],[11.714811214925321],"[""2025-11-30T00:00:00""]",[5.85374],[0.11693086590291221],[0.14776661413055028]
120,260505_112549/120/forecast_Wh_metrics_120d.json,[0.8438415639868242],[14.927846317177504],[1.0341024685973024],[0.7834281546943637],[-1.3484599183254535],[0.8242815318396919],[16.47459193514352],"[""2025-10-31T00:00:00""]",[6.54126],[0.15436116758224372],[0.18365291087609284]
30,260505_112549/30/forecast_Wh_metrics_30d.json,[0.7715553686433763],[13.452120237791124],[1.0792430447081294],[1.0377113912001616],[-2.397626421449273],[0.8541686690010372],[14.789186664496684],"[""2026-01-29T00:00:00""]",[4.72749],[0.14129271178667352],[0.1674417212378814]
60,260505_112549/60/forecast_Wh_metrics_60d.json,[1.062374591453375],[19.154061399647855],[1.4454396814779256],[1.4228199376162667],[-4.675747395359469],[1.0895454356324907],[21.742457009964525],"[""2025-12-30T00:00:00""]",[4.57906],[0.19961568891827253],[0.22716926701272286]
90,260505_112549/90/forecast_Wh_metrics_90d.json,[0.4927759444444445],[9.280102516968885],[0.6427005937232952],[0.7380713250817706],[-0.08470942207981036],[0.5056189551452454],[9.288845136686952],"[""2025-11-30T00:00:00""]",[5.85374],[0.09331022527339262],[0.1107804006650136]
120,260505_134110/120/forecast_Wh_metrics_120d.json,[1.8882839091830026],[34.40987056433059],[2.314035163986301],[1.7530954170128996],[-9.719870354283415],[1.7610786816221078],[44.41290453099009],"[""2025-10-31T00:00:00""]",[6.54126],[0.34541757764470926],[0.3923747089661022]
30,260505_134110/30/forecast_Wh_metrics_30d.json,[0.6698359441752825],[11.696297547523628],[0.9369590482116369],[0.9009027968118378],[-1.777306510198215],[0.7722674509877753],[12.795287718854095],"[""2026-01-29T00:00:00""]",[4.72749],[0.12266512664038998],[0.1513867178020168]
60,260505_134110/60/forecast_Wh_metrics_60d.json,[0.8948678595583844],[16.44064171294556],[1.2175343087934456],[1.1984810652990299],[-3.583894899193032],[0.979154315014926],[18.019252823710357],"[""2025-12-30T00:00:00""]",[4.57906],[0.16814188301716973],[0.20415281525653928]
90,260505_134110/90/forecast_Wh_metrics_90d.json,[0.5377324415875343],[9.735951861758199],[0.701334883264677],[0.8054063924516754],[-0.39803867680587857],[0.5740189550229257],[10.23969621512002],"[""2025-11-30T00:00:00""]",[5.85374],[0.10182302084147514],[0.12576674426393902]
120,260505_155304/120/forecast_Wh_metrics_120d.json,[0.7031133953942365],[12.79448242129521],[0.8616443286412518],[0.6527751812699237],[-0.751069513304484],[0.7117634567600151],[13.598343043418456],"[""2025-10-31T00:00:00""]",[6.54126],[0.12861822560978375],[0.15858347620316335]
30,260505_155304/30/forecast_Wh_metrics_30d.json,[0.4742300018499385],[8.234100577440941],[0.663347637627592],[0.6378205569793876],[-0.5613188604151449],[0.5790307496951832],[8.724871802556676],"[""2026-01-29T00:00:00""]",[4.72749],[0.08684437396863968],[0.11350674509287652]
60,260505_155304/60/forecast_Wh_metrics_60d.json,[1.3440660258884753],[24.392814385029585],[1.8287018382920373],[1.8000844094836512],[-8.018157511058263],[1.3733863435782863],[28.778993275318754],"[""2025-12-30T00:00:00""]",[4.57906],[0.25254431710601355],[0.28634984718636286]
90,260505_155304/90/forecast_Wh_metrics_90d.json,[0.6930641210187304],[12.477012364746596],[0.9039254596107212],[1.0380595074372525],[-1.2601863052329727],[0.729858651094853],[13.539564335679998],"[""2025-11-30T00:00:00""]",[5.85374],[0.13123605157729948],[0.15991100209818648]
30,260505_175401/30/forecast_Wh_metrics_30d.json,[0.6300488321539842],[11.004732015754977],[0.8813052796512411],[0.8473907080552605],[-1.4067334028839014],[0.7189022081250405],[11.885857393912838],"[""2026-01-29T00:00:00""]",[4.72749],[0.11537902744373235],[0.14092558940490038]
60,260505_175401/60/forecast_Wh_metrics_60d.json,[0.6777877096507197],[12.189970807701815],[0.9221806122141105],[0.9077493706273687],[-1.6536953347712302],[0.7450052734751306],[13.204671892884374],"[""2025-12-30T00:00:00""]",[4.57906],[0.12735344170569268],[0.1553329456129674]
90,260505_175401/90/forecast_Wh_metrics_90d.json,[0.669731085195859],[13.60602062522557],[0.8734934627858092],[1.003111688124801],[-1.1627369340756992],[0.7139511361249846],[12.355266301987143],"[""2025-11-30T00:00:00""]",[5.85374],[0.1268177944495112],[0.15642568798166867]
120,260505_203219/120/forecast_Wh_metrics_120d.json,[0.8502009433675537],[15.028785979948575],[1.0418956968489292],[0.7893322450661483],[-1.3807958530203241],[0.8299368956878528],[16.608972090731967],"[""2025-10-31T00:00:00""]",[6.54126],[0.1555244679791452],[0.18491294642542766]
30,260505_203219/30/forecast_Wh_metrics_30d.json,[1.0412274150152434],[18.542546481880827],[1.4564572955930446],[1.4004096054584458],[-4.326737969814495],[1.0695140437299242],[20.78834210843285],"[""2026-01-29T00:00:00""]",[4.72749],[0.19067697670590875],[0.2096556322765426]
60,260505_203219/60/forecast_Wh_metrics_60d.json,[1.455716800857002],[26.508874374942305],[1.9806110254145284],[1.949616363611245],[-9.23550283394143],[1.4631485048429886],[31.568858293751084],"[""2025-12-30T00:00:00""]",[4.57906],[0.27352302512755194],[0.3050651790239406]
90,260505_203219/90/forecast_Wh_metrics_90d.json,[0.6468473166893831],[11.665071264577465],[0.8436474206412],[0.9688367736634614],[-1.024564388023006],[0.6907683605406706],[12.56276019970976],"[""2025-11-30T00:00:00""]",[5.85374],[0.12248460891455015],[0.151346374515227]
120,260506_011357/120/forecast_Wh_metrics_120d.json,[1.4585923146574407],[26.604645018465284],[1.7874610325403026],[1.3541668653113437],[-6.074615432849285],[1.4306566302253136],[32.68464959889786],"[""2025-10-31T00:00:00""]",[6.54126],[0.26681550462300463],[0.31875547911239616]
30,260506_011357/30/forecast_Wh_metrics_30d.json,[0.4575006743482771],[8.170105116097828],[0.6399468408959736],[0.6153202745354761],[-0.14759229363915627],[0.4964204185179124],[8.395328175504389],"[""2026-01-29T00:00:00""]",[4.72749],[0.08378078042092935],[0.09731273500288944]
60,260506_011357/60/forecast_Wh_metrics_60d.json,[1.3695766766807356],[24.928972563146644],[1.863410976906708],[1.8342503833885224],[-7.872056657821842],[1.3622159771033868],[29.212555227197058],"[""2025-12-30T00:00:00""]",[4.57906],[0.2573376604084771],[0.2840208355808089]
