column,records,values_count,min,median,max,mean,std
category,30,30,60.0,60.0,60.0,60.0,0.0
file,30,0,,,,,
MAE,30,30,1.870274129128774,1.870274129128774,1.870274129128774,1.870274129128774,0.0
MAPE(%),30,30,34.42126578429438,34.42126578429438,34.42126578429438,34.42126578429438,0.0
MASE_lag1,30,30,2.544647117158528,2.544647117158528,2.544647117158528,2.544647117158528,0.0
R2,30,30,-16.58760920049793,-16.58760920049793,-16.58760920049793,-16.58760920049793,0.0
RMSSE,30,30,1.9179497295167016,1.9179497295167016,1.9179497295167016,1.9179497295167016,0.0
SMAPE(%),30,30,43.992470273885246,43.992470273885246,43.992470273885246,43.992470273885246,0.0
nMAE,30,30,0.3514165923728676,0.3514165923728676,0.3514165923728676,0.3514165923728676,0.0
nRMSE,30,30,0.3998908351799317,0.3998908351799317,0.3998908351799317,0.3998908351799317,0.0
