column,records,values_count,min,median,max,mean,std
category,30,30,30.0,30.0,30.0,30.0,0.0
file,30,0,,,,,
MAE,30,30,0.8960656666666662,0.8960656666666662,0.8960656666666662,0.8960656666666662,0.0
MAPE(%),30,30,15.843056928678672,15.843056928678672,15.843056928678672,15.843056928678672,0.0
MASE_lag1,30,30,1.2534066609531263,1.2534066609531263,1.2534066609531263,1.2534066609531263,0.0
R2,30,30,-3.1710299632864283,-3.1710299632864283,-3.1710299632864283,-3.1710299632864283,0.0
RMSSE,30,30,0.9464059883801527,0.9464059883801527,0.9464059883801527,0.9464059883801527,0.0
SMAPE(%),30,30,17.54725892236742,17.54725892236742,17.54725892236742,17.54725892236742,0.0
nMAE,30,30,0.16409392394596445,0.16409392394596445,0.16409392394596445,0.16409392394596445,0.0
nRMSE,30,30,0.18552289897209837,0.18552289897209837,0.18552289897209837,0.18552289897209837,0.0
