column,records,values_count,min,median,max,mean,std
category,30,30,60.0,60.0,60.0,60.0,0.0
file,30,0,,,,,
MAE,30,30,0.6272977428904801,1.3415251997499924,80.01860962116193,3.8844112438494536,14.146258965877388
MAPE(%),30,30,11.271930011659226,24.346853394132182,1519.156920379262,72.74962103432091,268.7453008638838
MASE_lag1,30,30,0.8534852555490837,1.8252448552713165,108.87127246227527,5.285030530858137,19.247037926395524
MASE_lastValue,30,30,0.8401290303688789,1.796681524929622,107.16754152936525,5.202324874966066,18.945840253763794
R2,30,30,-25292.591116792897,-7.968688031304074,-1.301821571614564,-850.9731495119792,4538.699700342322
RMSSE,30,30,0.6938564731675172,1.3696142794308033,72.73426646298016,3.6792050651966077,12.831899332021228
SMAPE(%),30,30,12.092995904052536,28.704441383194037,174.19807441277712,32.49008090689341,29.46423535817732
last_value_index,30,0,,,,,
last_value_value,30,29,4.57906,4.57906,4.57906,4.57906,0.0
nMAE,30,30,0.11786659066521557,0.25206690662939346,15.035158045298152,0.729864430795663,2.658022181448072
nRMSE,30,30,0.14466846564319408,0.2855633751224317,15.165030717155485,0.7671110267788145,2.6754397479019496
