,Wh
2025-12-11,5.792447064450697
2025-12-12,5.838000237421472
2025-12-13,5.70327827809573
2025-12-14,5.736282291284943
2025-12-15,5.725615622632963
2025-12-16,5.717703135381146
2025-12-17,5.698278625527236
2025-12-18,5.687262221156106
2025-12-19,5.740678166691919
2025-12-20,5.665746315571974
2025-12-21,5.657270536398821
2025-12-22,5.650656550132193
2025-12-23,5.64374839348659
2025-12-24,5.635235846615167
2025-12-25,5.415006102830209
2025-12-26,5.59503392759533
2025-12-27,5.725068625482004
2025-12-28,5.54525925424239
2025-12-29,5.482241170060819
2025-12-30,5.4724343346762945
2025-12-31,5.489595177232563
2026-01-01,5.479923651175487
2026-01-02,5.6511866604910805
2026-01-03,5.720606263491809
2026-01-04,5.544694666305305
2026-01-05,5.474582379894545
2026-01-06,5.462506797300486
2026-01-07,5.476623021647964
2026-01-08,5.465138744584439
2026-01-09,5.518309785640347
2026-01-10,5.442152240494813
2026-01-11,5.433837861733497
2026-01-12,5.422050490479433
2026-01-13,5.408854792738103
2026-01-14,5.396293869117139
2026-01-15,5.386201384412094
2026-01-16,5.443814340880491
2026-01-17,5.3717622814409784
2026-01-18,5.3648736706606845
2026-01-19,5.21916584468363
2026-01-20,5.4087991662399775
2026-01-21,5.545196178834571
2026-01-22,5.367129363944929
2026-01-23,5.363161740951681
2026-01-24,5.286321373031777
2026-01-25,5.295559159020767
2026-01-26,5.343859653354835
2026-01-27,5.330784941682665
2026-01-28,5.374474076578961
2026-01-29,5.364346919123115
2026-01-30,5.351879944539622
2026-01-31,5.338101273576532
2026-02-01,5.220242386674221
2026-02-02,5.277074270910264
2026-02-03,5.271307173831883
2026-02-04,5.263787062927413
2026-02-05,5.190379686778628
2026-02-06,5.245696827779544
2026-02-07,5.168069293701312
2026-02-08,5.155123131500885
2026-02-09,5.142923860566496
2026-02-10,5.132784448033439
2026-02-11,5.124871436233126
2026-02-12,5.118261225988518
2026-02-13,5.176836844364292
2026-02-14,5.102771629661661
2026-02-15,5.091906744312072
2026-02-16,4.942197976149451
2026-02-17,5.1298364286280105
2026-02-18,5.2672547264828795
2026-02-19,5.092716857640697
2026-02-20,5.093005518108644
2026-02-21,5.0190078690550015
2026-02-22,5.035755586150081
2026-02-23,5.0217219176450785
2026-02-24,4.996881700882872
2026-02-25,4.981191193333379
2026-02-26,5.0365138920130645
2026-02-27,5.018293311163866
2026-02-28,5.064530145618007
2026-03-01,4.9512851779863425
2026-03-02,5.010109085707391
2026-03-03,5.00331616775422
2026-03-04,4.992268358798527
2026-03-05,4.914605764186357
2026-03-06,4.967080448668927
2026-03-07,4.889452914593949
2026-03-08,4.879349209018865
2026-03-09,4.871405156885715
2026-03-10,4.864793441673669
