column,records,values_count,min,median,max,mean,std
category,24,24,120.0,120.0,120.0,120.0,0.0
file,24,0,,,,,
MAE,24,24,0.5332842936536659,1.5240611573990759,23.148918835063913,2.378811693672145,4.399345469989135
MAPE(%),24,24,9.920083705124087,28.187883306298833,436.1719671402196,44.098872342624986,82.98725908186361
MASE_lag1,24,24,0.6535238699619629,1.867691131156766,28.36830411576166,2.915162217338828,5.3912656177234215
MASE_lastValue,24,24,0.4951047067777548,1.414948577006995,21.491611150842633,2.208504694570889,4.084381773200272
R2,24,24,-1808.1696063028598,-6.06931294843269,0.08672880784041348,-82.64286416369032,359.93976725071724
RMSSE,24,24,0.514024563138374,1.4284213969387318,22.878293906095422,2.2969139666810565,4.350075436632054
SMAPE(%),24,24,9.811160190588328,30.057844268359947,183.8761483899511,40.0561084114411,37.64399599365751
last_value_index,24,0,,,,,
last_value_value,24,24,6.54126,6.54126,6.54126,6.54126,0.0
nMAE,24,24,0.09755194545375265,0.27879150513915707,4.234555741441118,0.43514821521550506,0.8047578269749474
nRMSE,24,24,0.11452653448571243,0.31825746104003727,5.097366748416182,0.5117607512950664,0.9692125634369302
