column,records,values_count,min,median,max,mean,std
category,24,24,30.0,30.0,30.0,30.0,0.0
file,24,0,,,,,
MAE,24,24,0.4401980847947569,0.727696765510796,0.9600747544199539,0.6954208042364454,0.12883624916367709
MAPE(%),24,24,8.234100577440941,12.697692475833737,17.044616390367104,12.165112132237738,2.2540546161912927
MASE_lag1,24,24,0.6157441715996532,1.0178941197895215,1.3429418590262259,0.9727468651241049,0.18021470845399676
MASE_lastValue,24,24,0.592048977352334,0.9787233082673317,1.2912624933412638,0.9353134195704003,0.17327964886269315
R2,24,24,-3.6449446836144643,-2.154486446689878,-0.058581207568913385,-1.8770682029898869,0.8574488572320567
RMSSE,24,24,0.4767798742392516,0.8229241613150966,0.998725406426466,0.7759277544679929,0.12552249808092053
SMAPE(%),24,24,8.054673092446048,13.919072784025797,18.98470443101355,13.252283670063717,2.684520844647827
last_value_index,24,0,,,,,
last_value_value,24,24,4.72749,4.72749,4.72749,4.72749,0.0
nMAE,24,24,0.08061220704524641,0.13326101215288866,0.17581572377421947,0.12735040835268036,0.023593411128441585
nRMSE,24,24,0.09346262124969605,0.1613168956196782,0.1957790155094615,0.15210424296680355,0.024606033791111197
