,Wh
2025-12-07,5.853610637988421
2025-12-08,6.059575270939351
2025-12-09,5.969973797039707
2025-12-10,5.8822009683996
2025-12-11,5.821462649030691
2025-12-12,5.4294741104999575
2025-12-13,5.654239596926306
2025-12-14,5.897452827282845
2025-12-15,6.016392473705673
2025-12-16,5.875419344240964
2025-12-17,5.939691693764212
2025-12-18,5.824636137173332
2025-12-19,5.745478039015833
2025-12-20,5.951442671966762
2025-12-21,5.861841198067118
2025-12-22,5.774068369423373
2025-12-23,5.713330050054465
2025-12-24,5.321341511523731
2025-12-25,5.546106997953718
2025-12-26,5.789320228310257
2025-12-27,5.908259874733084
2025-12-28,5.767286745268375
2025-12-29,5.831559094791624
2025-12-30,5.716503538197106
2025-12-31,5.637345440039606
2026-01-01,5.843310072994174
2026-01-02,5.75370859909453
2026-01-03,5.665935770450785
2026-01-04,5.605197451081876
2026-01-05,5.213208912551143
2026-01-06,5.437974398977492
2026-01-07,5.681187629334031
2026-01-08,5.800127275756858
2026-01-09,5.659154146295787
2026-01-10,5.7234264958190355
2026-01-11,5.608370939224518
2026-01-12,5.529212841067018
2026-01-13,5.735177474017948
2026-01-14,5.645576000118304
2026-01-15,5.557803171474559
2026-01-16,5.497064852109288
2026-01-17,5.105076313578555
2026-01-18,5.329841800004903
2026-01-19,5.573055030361442
2026-01-20,5.69199467678427
2026-01-21,5.551021547319561
2026-01-22,5.615293896842809
2026-01-23,5.500238340251929
2026-01-24,5.42108024209443
2026-01-25,5.627044875045359
2026-01-26,5.537443401145715
2026-01-27,5.4496705725019705
2026-01-28,5.388932253133062
2026-01-29,4.996943714602328
2026-01-30,5.221709201028677
2026-01-31,5.464922431388854
2026-02-01,5.583862077811681
2026-02-02,5.4428889483469725
2026-02-03,5.507161297870221
2026-02-04,5.392105741275703
