Predicted_Annual_Wh,Reference_Annual_Wh,Reference_Annual_Wh_Adjusted_PVGIS,Reference_Annual_Wh_Raw_PVGIS,Annual_Bias_Wh,Relative_Error_RE_%,Accuracy_%,Percentage_Bias_%
1.9597541618027034e+53,1826.9883051483305,1826.9883051483305,114968.7,1.9597541618027034e+53,1.0726692427533595e+52,-1.0726692427533595e+52,1.0726692427533595e+52
