date,E_day_kWh,Hpoa_day_kWhm2,G(i)_Whm2,G(i)_kWhm2,G(i)_mean,G(i)_min,G(i)_max,G(i)_std,G(i)_p10,G(i)_p90,P_Wh,P_kWh,P_mean,P_min,P_max,P_std,P_p10,P_p90,T2m_mean,T2m_min,T2m_max,T2m_std,T2m_p10,T2m_p90,WS10m_mean,WS10m_max,WS10m_std,WS10m_p10,WS10m_p90,H_sun_max,H_sun_mean,n_obs_P,valid_frac_P,n_obs_G(i),valid_frac_G(i),n_obs_T2m,valid_frac_T2m,n_obs_WS10m,valid_frac_WS10m,n_obs_H_sun,valid_frac_H_sun
2005-03-02,0.16505999999999998,2.4246,2424.6,2.4246,101.02499999999999,0.0,400.27,136.22302936888013,0.0,304.393,165.06,0.16506,6.8775,0.0,28.26,9.563771881882989,0.0,21.266999999999996,14.783333333333333,13.12,17.1,1.413139171787613,13.405999999999999,16.733,1.1879166666666667,1.59,0.25563185428959406,0.9,1.4989999999999999,58.27,16.828333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-03,0.20414000000000002,2.90707,2907.07,2.90707,121.12791666666668,0.0,530.6,188.95543718902906,0.0,446.128,204.14,0.20414,8.505833333333333,0.0,38.31,13.643715519916332,0.0,32.06099999999999,12.952916666666667,10.7,15.06,1.4097254717841694,10.964,14.762,1.85625,3.03,0.6083320925141206,1.24,2.739,58.64,16.95375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-04,0.28192,3.98373,3983.73,3.98373,165.98875,0.0,673.51,235.81686957601326,0.0,568.4939999999999,281.92,0.28192,11.746666666666668,0.0,48.02,17.013854116103676,0.0,41.064,11.524166666666666,8.97,14.04,1.5833039661654869,9.798,13.812,1.7616666666666667,2.62,0.5266272228854657,1.2329999999999999,2.4869999999999997,59.01,17.078333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-05,0.52019,7.36428,7364.28,7.36428,306.84499999999997,0.0,1078.62,406.562701929235,0.0,979.143,520.1899999999999,0.5201899999999999,21.67458333333333,0.0,75.17,28.877984239414705,0.0,68.937,8.766666666666667,5.2,11.85,2.013242391649906,6.776,11.708,1.7149999999999999,3.31,1.0708956024302032,0.48,3.149,59.39,17.20375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-06,0.51832,7.52417,7524.17,7.52417,313.50708333333336,0.0,1075.87,411.0123655971094,0.0,969.0219999999999,518.32,0.51832,21.596666666666668,0.0,72.88,28.36055108722351,0.0,66.586,9.02625,1.77,14.96,4.985534564247284,1.913,14.714,1.4095833333333332,2.28,0.5193932845714997,0.781,2.1189999999999998,59.76,17.329583333333336,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-07,0.45664,6.63134,6631.34,6.63134,276.30583333333334,0.0,993.58,365.59890772499597,0.0,862.2399999999999,456.64,0.45664,19.026666666666667,0.0,67.52,25.261521980150427,0.0,59.456999999999994,11.121666666666668,4.67,16.29,4.127587638093821,5.409,15.763,1.095,2.0,0.6518201939318782,0.28,1.909,60.13,17.454583333333336,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-08,0.48189,7.07434,7074.34,7.07434,294.76416666666665,0.0,1016.21,386.3242322298344,0.0,910.4369999999999,481.89,0.48189,20.07875,0.0,68.25,26.41763217387041,0.0,61.905,12.434166666666668,6.0,17.4,3.923191820185577,6.8549999999999995,17.127,1.2791666666666666,2.07,0.48392342788706877,0.76,1.958,60.51,17.580000000000002,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-09,0.43555,6.51422,6514.22,6.51422,271.42583333333334,0.0,968.06,360.5258837347932,0.0,879.106,435.55,0.43555,18.147916666666667,0.0,63.73,24.16724498683338,0.0,58.504999999999995,14.66375,7.98,20.66,4.929796549730945,8.219999999999999,20.296999999999997,1.2779166666666666,1.93,0.4854668677779617,0.641,1.86,60.88,17.705000000000002,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-10,0.35989,5.36134,5361.34,5.36134,223.38916666666668,0.0,910.18,312.23879729848727,0.0,669.181,359.89,0.35989,14.995416666666666,0.0,60.24,21.088944142280614,0.0,45.675000000000004,17.285833333333333,11.22,23.18,4.378015151488934,11.543,22.229,1.4116666666666668,2.48,0.6055300708194984,0.5920000000000001,2.2169999999999996,61.26,17.830833333333334,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-11,0.3721,5.52633,5526.33,5.52633,230.26375,0.0,924.97,324.0593380555145,0.0,775.7479999999999,372.1,0.37210000000000004,15.504166666666668,0.0,61.25,21.96188158500139,0.0,52.579,18.26625,14.48,22.98,2.6901298053375076,15.161999999999999,22.366,1.5287499999999998,2.69,0.5677822033445418,0.921,2.518,61.63,17.95625,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-12,0.13712,2.04008,2040.08,2.04008,85.00333333333333,0.0,451.44,129.76121349438836,0.0,196.039,137.12,0.13712,5.713333333333334,0.0,32.15,9.173334544573564,0.0,13.318999999999999,14.364583333333334,10.73,16.37,1.7937645116314478,11.235000000000001,15.844000000000001,1.8499999999999999,3.1,0.6117899611155281,1.17,2.627,62.01,18.080416666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-13,0.24316000000000002,3.4280999999999997,3428.1,3.4280999999999997,142.8375,0.0,695.17,213.11374124284367,0.0,472.49899999999997,243.16,0.24316,10.131666666666666,0.0,50.07,15.503786821196345,0.0,34.32,10.981666666666667,9.51,13.46,1.1986937334726777,9.694,12.821,1.85375,3.03,0.7780064406797224,0.683,2.949,62.38,18.205000000000002,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-14,0.29637,4.27281,4272.81,4.272810000000001,178.03375000000003,0.0,780.71,259.3151478466258,0.0,610.2969999999999,296.37,0.29637,12.34875,0.0,54.11,18.295759858621555,0.0,43.015,12.583333333333334,9.68,16.1,2.1872588894036675,10.041,15.876,0.92625,1.79,0.5211760321827349,0.31900000000000006,1.66,62.75,18.32875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-15,0.30254,4.41726,4417.26,4.417260000000001,184.0525,0.0,755.46,254.76954031386708,0.0,608.4599999999999,302.53999999999996,0.30254,12.605833333333331,0.0,51.87,17.758985947515637,0.0,42.166999999999994,14.994583333333333,11.66,19.1,2.3672878981555283,12.530000000000001,18.441,0.7645833333333334,1.59,0.4519424661985452,0.14,1.31,63.13,18.197083333333335,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-16,0.45059,6.784120000000001,6784.12,6.78412,282.6716666666667,0.0,977.32,373.31014201001324,0.0,894.54,450.59000000000003,0.45059000000000005,18.774583333333336,0.0,64.03,24.945771965390755,0.0,59.49,16.85625,10.92,22.18,4.148314285712146,11.39,21.9,1.1779166666666667,1.93,0.5010855968418159,0.5150000000000001,1.888,63.5,18.32375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-17,0.4076,6.11074,6110.74,6.11074,254.61416666666665,0.0,908.59,336.84672507029023,0.0,808.983,407.6,0.4076,16.983333333333334,0.0,60.37,22.7292802285982,0.0,54.364999999999995,18.847916666666666,15.39,22.51,2.594063421782876,16.278000000000002,22.282,1.2354166666666666,2.0,0.49748042711479495,0.76,1.93,63.87,18.452083333333334,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-18,0.39758,5.82693,5826.93,5.82693,242.78875000000002,0.0,862.72,319.01988365607366,0.0,768.31,397.58,0.39758,16.565833333333334,0.0,58.76,22.09771676512947,0.0,53.07699999999999,17.453333333333333,14.83,21.49,2.1850393821277616,15.433,20.811999999999998,1.735,3.1,0.8678008186614975,0.7040000000000001,2.949,64.24,18.578333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-19,0.33567,4.87758,4877.58,4.87758,203.2325,0.0,681.16,266.46750175045815,0.0,638.9689999999999,335.67,0.33567,13.98625,0.0,47.38,18.68137431228367,0.0,44.519999999999996,16.005,13.41,18.95,1.9910451701468788,13.616999999999999,18.821,1.1495833333333334,2.0,0.5423497922019047,0.5710000000000001,1.93,64.61,18.704583333333332,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-20,0.4445,6.63165,6631.65,6.63165,276.31874999999997,0.0,966.15,362.06720138084984,0.0,870.836,444.5,0.4445,18.520833333333332,0.0,64.28,24.52413184505464,0.0,58.611,17.405833333333334,14.51,20.88,2.3362026353942817,14.607000000000001,20.647,0.8079166666666667,1.86,0.6839716442550288,0.16100000000000003,1.839,64.98,18.830416666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-21,0.40524,6.02379,6023.79,6.02379,250.99125,0.0,866.17,332.7130208284677,0.0,815.0,405.24,0.40524,16.885,0.0,58.27,22.662716748765643,0.0,55.156,18.51875,15.92,21.62,1.9089111681338358,16.44,21.398,0.8391666666666667,2.21,0.7719423084248148,0.14,2.0279999999999996,65.34,18.954583333333332,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-22,0.3864,5.80894,5808.94,5.80894,242.03916666666666,0.0,907.09,323.4523494093153,0.0,740.222,386.4,0.38639999999999997,16.099999999999998,0.0,60.07,21.771816644460333,0.0,49.977000000000004,20.976666666666667,17.96,23.94,2.0436043747701524,18.5,23.817,0.8870833333333333,2.34,0.7657873422975783,0.21,2.07,65.71,19.07875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-23,0.33764,4.93591,4935.91,4.93591,205.66291666666666,0.0,788.81,279.413768909731,0.0,660.983,337.64,0.33764,14.068333333333333,0.0,54.16,19.42397435413631,0.0,45.81,17.9675,15.46,20.34,1.4967159702669617,15.879999999999999,20.022000000000002,1.62375,2.97,0.7330923928958336,0.662,2.606,66.07,19.201249999999998,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-24,0.35953,5.19177,5191.7699999999995,5.191769999999999,216.32375,0.0,834.81,286.5126000235986,0.0,657.9889999999999,359.53,0.35952999999999996,14.980416666666665,0.0,57.76,20.1383954024162,0.0,46.38699999999999,15.963333333333333,14.21,18.78,1.5626334145940315,14.403,18.258,1.6749999999999998,2.83,0.7682051356472323,0.872,2.76,66.43,19.32375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-25,0.35014,5.07158,5071.58,5.07158,211.31583333333333,0.0,737.26,285.07079103903857,0.0,700.71,350.14,0.35014,14.589166666666666,0.0,51.17,20.00337317568707,0.0,48.893,15.105416666666665,12.12,18.14,1.9059585724013386,12.816,17.817,1.1841666666666666,2.14,0.5840556604406413,0.55,1.909,66.79,19.44625,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-26,0.30321,4.44599,4445.99,4.44599,185.24958333333333,0.0,787.52,257.90418513183243,0.0,560.9459999999999,303.21000000000004,0.30321000000000004,12.633750000000001,0.0,53.85,17.90946235507437,0.0,39.092999999999996,16.44333333333333,14.38,19.48,1.6665081083998117,14.483,18.654,0.8091666666666666,2.28,0.7456011095034352,0.14,2.0449999999999995,67.15,19.5675,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-27,0.37327,5.64788,5647.88,5.64788,235.32833333333335,0.0,872.55,314.08830152303216,0.0,751.7459999999999,373.27,0.37327,15.552916666666667,0.0,57.31,21.0164590736107,0.0,50.01499999999999,19.237916666666667,14.69,23.78,3.197188954401184,15.327,23.442,0.7445833333333334,1.38,0.4501108961584686,0.11200000000000004,1.31,67.51,19.407083333333336,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-28,0.28641999999999995,4.26258,4262.58,4.26258,177.6075,0.0,697.27,239.26533567223615,0.0,538.073,286.42,0.28642,11.934166666666668,0.0,47.62,16.430243300923337,0.0,36.541,20.110416666666666,15.95,24.73,2.6628563924227446,16.658,23.407999999999998,1.4883333333333333,2.48,0.6334904458060407,0.781,2.34,67.86,19.807083333333335,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-29,0.28598999999999997,4.28693,4286.93,4.28693,178.62208333333334,0.0,733.35,255.87520701513114,0.0,620.8309999999999,285.99,0.28599,11.91625,0.0,49.42,17.407710388740412,0.0,41.97599999999999,19.136666666666667,16.79,23.1,2.0557483915293138,17.068,22.329,1.1554166666666668,2.14,0.4606515156173696,0.5710000000000001,1.59,68.21,19.664583333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-30,0.20166,2.98834,2988.34,2.98834,124.51416666666667,0.0,495.11,179.18522823231459,0.0,431.88699999999994,201.66,0.20166,8.4025,0.0,34.38,12.536035102334253,0.0,30.075999999999997,16.55666666666667,14.86,19.4,1.54549180765743,15.025,19.041,1.35875,1.93,0.3501591253180163,0.9390000000000001,1.888,68.56,19.792083333333334,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-03-31,0.12204,1.85403,1854.03,1.85403,77.25125,0.0,262.67,100.9892794703219,0.0,228.32899999999998,122.04,0.12204000000000001,5.085,0.0,18.08,6.9315773974897885,0.0,15.668999999999999,16.520416666666666,14.86,18.06,1.1367171617412573,15.008000000000001,17.958000000000002,1.0345833333333332,1.52,0.39991280752582603,0.501,1.4989999999999999,68.9,19.9175,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-01,0.34338,5.08488,5084.88,5.08488,211.87,0.0,772.37,269.40210652480056,0.0,577.42,343.38,0.34338,14.3075,0.0,52.07,18.53620740018326,0.0,39.839999999999996,18.482083333333332,15.97,21.75,1.94961976040071,16.383,21.044,0.9970833333333333,2.07,0.458129269460304,0.501,1.4989999999999999,69.25,20.043333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-02,0.37398,5.55783,5557.83,5.55783,231.57625,0.0,871.81,308.7858658036483,0.0,733.3709999999999,373.98,0.37398000000000003,15.582500000000001,0.0,58.43,21.05197589611091,0.0,49.849999999999994,18.844166666666666,16.65,22.34,1.9156402418595933,17.029,21.717,1.3395833333333333,2.28,0.6121912117224038,0.55,2.1679999999999997,69.59,20.166666666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-03,0.46071,6.89269,6892.69,6.89269,287.19541666666663,0.0,953.46,369.93443517771317,0.0,890.028,460.71,0.46070999999999995,19.19625,0.0,63.58,25.03583567478391,0.0,59.822,18.200833333333332,14.96,21.81,2.5857971887696993,15.204,21.704,1.41875,2.69,0.6584389476831447,0.76,2.389,69.92,20.288333333333334,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-04,0.45131,6.72797,6727.97,6.72797,280.33208333333334,0.0,962.68,363.23566408144507,0.0,846.1619999999999,451.31,0.45131,18.804583333333333,0.0,64.12,24.62702721369467,0.0,57.062,16.29625,10.03,20.62,3.6073569904462937,10.989,20.291999999999998,1.2762499999999999,2.28,0.609624349764744,0.431,2.07,70.26,20.41125,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-05,0.29782000000000003,4.39157,4391.57,4.39157,182.98208333333332,0.0,655.52,238.470018277372,0.0,578.2869999999999,297.82,0.29782,12.409166666666666,0.0,45.11,16.51300881562556,0.0,39.894999999999996,17.65791666666667,13.93,20.78,2.0619133772693554,14.969000000000001,20.414,0.9945833333333334,2.14,0.614654227058254,0.231,1.888,70.59,20.530833333333334,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-06,0.38148,5.66552,5665.52,5.665520000000001,236.06333333333336,0.0,841.57,303.911721431057,0.0,717.568,381.48,0.38148000000000004,15.895000000000001,0.0,56.69,20.809392528166324,0.0,48.998999999999995,18.607083333333332,14.84,21.65,2.126445245958138,16.093999999999998,21.369,1.08375,2.21,0.7054126914206968,0.29800000000000004,2.049,70.91,20.650000000000002,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-07,0.39425,5.97935,5979.35,5.97935,249.13958333333335,0.0,912.87,335.4553401167767,0.0,787.289,394.25,0.39425,16.427083333333332,0.0,59.83,22.378371444644777,0.0,52.372,21.0675,17.59,24.89,2.637187648926822,17.899,24.62,1.0520833333333333,1.93,0.48573547253146165,0.4240000000000001,1.72,71.28,20.767916666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-08,0.42916,6.5586199999999995,6558.62,6.5586199999999995,273.2758333333333,0.0,964.78,359.9068617309407,0.0,851.6479999999999,429.16,0.42916000000000004,17.881666666666668,0.0,62.61,23.80653923074346,0.0,56.105,20.577916666666667,14.79,25.24,3.838092799891596,15.225,25.070999999999998,1.3195833333333333,2.21,0.5506397794081594,0.781,2.0069999999999997,71.65,20.882916666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-09,0.37879,5.74964,5749.64,5.74964,239.56833333333336,0.0,825.78,311.6690178024935,0.0,734.355,378.79,0.37879,15.782916666666667,0.0,54.55,20.880874227735124,0.0,49.007,21.65416666666667,15.92,25.53,3.3688391971466767,16.239,25.331999999999997,1.0433333333333332,2.14,0.5889981668729625,0.16100000000000003,1.79,72.03,20.999166666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-10,0.31219,4.7522,4752.2,4.7522,198.00833333333333,0.0,652.99,248.6239448866792,0.0,580.895,312.19,0.31219,13.007916666666667,0.0,43.45,16.68775754835723,0.0,38.807,21.910416666666666,17.2,26.08,2.837046043620579,18.316,25.535,0.96625,1.52,0.2990682996007549,0.62,1.38,72.4,21.1125,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-11,0.39933,6.0806700000000005,6080.67,6.0806700000000005,253.36125,0.0,902.75,331.56151721568887,0.0,792.207,399.33,0.39932999999999996,16.638749999999998,0.0,59.01,22.113725093253738,0.0,52.576,20.975416666666668,15.95,24.62,2.8145135948085804,17.269,24.455,0.9804166666666667,1.72,0.46556631402370935,0.31900000000000006,1.548,72.77,21.225416666666664,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-12,0.34707,5.23515,5235.15,5.23515,218.13125,0.0,752.67,289.0214295095796,0.0,715.554,347.07,0.34707,14.46125,0.0,50.36,19.528326875169782,0.0,48.096000000000004,20.682083333333335,18.23,24.16,2.0674684775824512,18.942,23.936,1.19,1.93,0.42576784856252964,0.69,1.769,73.13,21.334999999999997,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-13,0.10026,1.56776,1567.76,1.56776,65.32333333333334,0.0,256.06,86.02477507983518,0.0,194.25199999999998,100.26,0.10026,4.1775,0.0,17.67,5.820511145938989,0.0,12.993999999999998,17.17875,16.06,18.28,0.6786964007181923,16.364,18.04,1.2845833333333332,2.07,0.4222607804031374,0.662,1.769,73.49,21.44458333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-14,0.21202000000000001,3.1539,3153.9,3.1539,131.4125,0.0,530.3,185.1967427934529,0.0,454.47299999999996,212.02,0.21202000000000001,8.834166666666667,0.0,36.75,12.857913454592744,0.0,31.565999999999995,18.140833333333333,16.51,21.04,1.4678079387057184,16.579,20.126,0.8883333333333333,1.45,0.3649379538290414,0.55,1.3169999999999997,73.85,21.5525,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-15,0.38664,5.77213,5772.13,5.77213,240.50541666666666,0.0,810.48,313.9543196761228,0.0,746.677,386.64,0.38664,16.11,0.0,54.58,21.373941265414558,0.0,50.623000000000005,19.853333333333335,17.67,22.74,1.8610508173952522,17.785,22.328,0.9225,1.93,0.6165912605678867,0.28,1.769,74.2,21.658333333333335,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-16,0.34079000000000004,5.10376,5103.76,5.10376,212.65666666666667,0.0,725.03,278.07186866874457,0.0,650.861,340.79,0.34079000000000004,14.199583333333335,0.0,49.02,18.93450805991575,0.0,44.034,19.89125,17.58,22.84,1.7253841727216184,18.101,22.451999999999998,0.8675,1.45,0.3604013463276499,0.31900000000000006,1.289,74.55,21.762916666666666,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-17,0.2255,3.35983,3359.83,3.35983,139.99291666666667,0.0,520.93,190.2418116498548,0.0,472.19499999999994,225.5,0.2255,9.395833333333334,0.0,35.65,13.164711036200782,0.0,32.657,19.182083333333335,17.27,21.8,1.4041057162189887,17.48,21.012999999999998,0.89125,1.59,0.30994126372027614,0.5710000000000001,1.3869999999999998,74.9,21.86583333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-18,0.40005999999999997,6.07209,6072.09,6.07209,253.00375,0.0,877.39,332.92437416238096,0.0,811.18,400.06,0.40006,16.669166666666666,0.0,57.66,22.253162338372743,0.0,53.928,20.843333333333334,16.76,24.52,2.6753068359847374,17.744,24.383,1.0404166666666665,1.86,0.40065684294306203,0.5710000000000001,1.6179999999999999,75.25,21.967916666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-19,0.40862,6.18841,6188.41,6.18841,257.85041666666666,0.0,804.87,327.3495096320454,0.0,768.529,408.62,0.40862,17.025833333333335,0.0,53.66,22.005707938715762,0.0,51.349000000000004,20.7525,15.59,24.89,3.428320985935928,15.916,24.657999999999998,1.3941666666666668,2.34,0.5273800433699852,0.662,2.077,75.58,22.067916666666665,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-20,0.36421,5.4897599999999995,5489.76,5.48976,228.74,0.0,757.18,288.0860460378793,0.0,663.4639999999999,364.21,0.36421,15.175416666666665,0.0,50.78,19.502838361804333,0.0,44.88099999999999,20.789166666666667,16.11,24.08,2.924800872696726,16.504,24.002,1.2295833333333335,1.86,0.5171702197844381,0.55,1.86,75.92,22.165000000000003,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-21,0.33639,5.06854,5068.54,5.06854,211.18916666666667,0.0,752.48,273.75483808179246,0.0,645.221,336.39,0.33638999999999997,14.01625,0.0,50.53,18.555825479862932,0.0,43.465999999999994,21.37708333333333,18.57,24.02,1.8144815504990532,19.151,23.835,1.0054166666666666,2.0,0.5138091268560532,0.431,1.86,76.25,22.262083333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-22,0.38523,5.8566,5856.6,5.8566,244.025,0.0,836.4,313.89266581456457,0.0,737.235,385.23,0.38523,16.05125,0.0,55.1,21.008226403731342,0.0,49.144,21.36,16.15,25.15,3.1956179235076694,16.834000000000003,25.006,1.14375,1.79,0.5020723358588707,0.55,1.702,76.58,22.355833333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-23,0.39781,6.06894,6068.94,6.06894,252.87249999999997,0.0,853.99,331.6156363367739,0.0,805.461,397.81,0.39781,16.575416666666666,0.0,56.0,22.090297689093138,0.0,53.397,21.941666666666666,17.61,25.96,2.742630705801603,18.321,25.814999999999998,1.2595833333333333,2.34,0.5829719895326964,0.76,2.098,76.9,22.45041666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-24,0.36936,5.61428,5614.28,5.61428,233.9283333333333,0.0,841.75,302.8743619228028,0.0,694.827,369.36,0.36936,15.39,0.0,55.32,20.287743783528196,0.0,46.586,22.009583333333335,18.76,25.26,2.343955184255259,19.407,25.058999999999997,1.0125,1.86,0.3875143756099221,0.522,1.548,77.21,22.54041666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-25,0.39759,6.07708,6077.08,6.07708,253.21166666666667,0.0,891.45,326.7951192449466,0.0,783.6959999999999,397.59,0.39759,16.56625,0.0,58.26,21.722713380939197,0.0,51.836999999999996,21.353333333333335,16.54,25.69,3.402506322604313,16.752,25.352999999999998,1.2179166666666668,1.79,0.32386227838746334,0.872,1.66,77.53,22.63,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-26,0.12528,1.95863,1958.63,1.95863,81.60958333333333,0.0,319.16,104.48848438648184,0.0,231.986,125.28,0.12528,5.22,0.0,21.72,7.003560585128483,0.0,15.466999999999997,19.44333333333333,17.34,21.84,1.2557681406965242,18.071,21.364,0.9958333333333332,1.72,0.3284471589645495,0.55,1.3869999999999998,77.83,22.7175,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-27,0.34468,5.18471,5184.71,5.18471,216.02958333333333,0.0,780.74,282.3938991285687,0.0,666.6469999999999,344.68,0.34468,14.361666666666666,0.0,52.12,19.117524550200955,0.0,44.840999999999994,20.460833333333333,16.81,24.33,2.6119423335179497,16.976,23.496,1.2541666666666667,2.55,0.5805163868163574,0.501,1.909,78.13,22.804166666666664,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-28,0.20672,3.13756,3137.56,3.13756,130.73166666666665,0.0,424.95,159.27982742076412,0.0,375.10699999999997,206.72,0.20672,8.613333333333333,0.0,29.15,10.870370845506633,0.0,25.544999999999998,21.006249999999998,18.74,22.82,1.399123366845172,19.272000000000002,22.681,0.8991666666666666,1.52,0.29463192463562526,0.5710000000000001,1.17,78.43,22.8875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-29,0.36397,5.5203,5520.3,5.5203,230.01250000000002,0.0,810.97,295.13464566488824,0.0,714.137,363.97,0.36397,15.165416666666667,0.0,53.78,19.85208607572441,0.0,47.99099999999999,21.622083333333332,16.83,25.93,3.410233932007378,17.055,25.537000000000003,1.5345833333333332,2.69,0.5486107289181082,0.9390000000000001,2.259,78.72,22.97,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-04-30,0.41998,6.41648,6416.4800000000005,6.416480000000001,267.35333333333335,0.0,916.13,343.3817442878187,0.0,824.5029999999999,419.98,0.41998,17.499166666666667,0.0,60.33,22.941602786331146,0.0,54.733999999999995,22.44666666666667,18.26,26.77,3.3575828089327273,18.528000000000002,26.561,1.7179166666666665,3.03,0.7203077794258849,1.072,2.928,79.0,23.04958333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-01,0.43356,6.68054,6680.54,6.68054,278.35583333333335,0.0,927.08,356.8041595818742,0.0,847.6389999999999,433.56,0.43356,18.065,0.0,60.53,23.608221486150338,0.0,55.748,22.804166666666664,17.3,27.82,4.054152907464327,17.703,27.723,1.77125,2.69,0.5205541570622433,1.24,2.5989999999999998,79.28,23.129166666666666,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-02,0.38543,5.88494,5884.94,5.884939999999999,245.20583333333332,0.0,832.28,316.64469039571327,0.0,750.134,385.43,0.38543,16.059583333333332,0.0,54.74,21.15498923148055,0.0,49.857,22.915000000000003,18.64,27.19,2.9850263999997817,18.973000000000003,26.771,1.5025000000000002,2.83,0.7345169959853239,0.6130000000000001,2.529,79.55,23.205,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-03,0.37784,5.7694,5769.4,5.769399999999999,240.39166666666665,0.0,790.52,306.93746861629603,0.0,757.132,377.84,0.37783999999999995,15.743333333333332,0.0,52.24,20.447338652524305,0.0,50.08,23.144166666666667,18.98,26.62,2.7235541304422934,19.455000000000002,26.482,1.0679166666666666,1.86,0.5546403391361843,0.36100000000000004,1.79,79.81,23.28,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-04,0.39374000000000003,6.03139,6031.39,6.03139,251.30791666666667,0.0,814.92,320.1346980770162,0.0,786.026,393.74,0.39374000000000003,16.405833333333334,0.0,53.91,21.372883046284258,0.0,51.992,23.74416666666667,19.8,26.93,2.4309399088788086,21.251,26.843,1.3591666666666666,2.69,0.7443930510776908,0.5920000000000001,2.536,80.07,23.35291666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
