Predicted_Annual_Wh,Reference_Annual_Wh,Reference_Annual_Wh_Adjusted_PVGIS,Reference_Annual_Wh_Raw_PVGIS,Annual_Bias_Wh,Relative_Error_RE_%,Accuracy_%,Percentage_Bias_%
2225.463891015688,1826.9883051483305,1826.9883051483305,114968.7,398.4755858673577,21.810516506563303,78.1894834934367,21.810516506563303
