,Wh
2025-11-11,5.387941119473831
2025-11-12,5.426461990149809
2025-11-13,5.465041112651299
2025-11-14,5.503572744285127
2025-11-15,5.541951272527284
2025-11-16,5.580071504499519
2025-11-17,5.617828955295699
2025-11-18,5.655120134367681
2025-11-19,5.691842829185706
2025-11-20,5.727896385395842
2025-11-21,5.763181982706569
2025-11-22,5.797602905748329
2025-11-23,5.831064809163634
2025-11-24,5.863475976201132
2025-11-25,5.894747570104843
2025-11-26,5.924793877609543
2025-11-27,5.953532543874852
2025-11-28,5.980884798214137
2025-11-29,6.006775669999486
2025-11-30,6.03113419415099
2025-12-01,6.053893605647088
2025-12-02,6.074991522522855
2025-12-03,6.094370116854636
2025-12-04,6.111976273262355
2025-12-05,6.127761734495088
2025-12-06,6.141683233700832
2025-12-07,6.1537026130179315
2025-12-08,6.163786928163138
2025-12-09,6.171908538729589
2025-12-10,6.17804518394725
2025-12-11,6.182180043698132
2025-12-12,6.184301784619068
2025-12-13,6.184404591165673
2025-12-14,6.182488181552349
2025-12-15,6.178557808524641
2025-12-16,6.172624244961817
2025-12-17,6.164703754349168
2025-12-18,6.1548180462009165
2025-12-19,6.14299421655595
2025-12-20,6.129264673709461
2025-12-21,6.113667049384062
2025-12-22,6.0962440955838515
2025-12-23,6.077043567414141
2025-12-24,6.056118092188033
2025-12-25,6.033525025178609
2025-12-26,6.0093262924121165
2025-12-27,5.983588220933038
2025-12-28,5.956381357006261
2025-12-29,5.927780272754688
2025-12-30,5.897863361762214
2025-12-31,5.866712624202369
2026-01-01,5.834413442081543
2026-01-02,5.801054345212844
2026-01-03,5.766726768562023
2026-01-04,5.731524801630602
2026-01-05,5.69554493056308
2026-01-06,5.658885773685123
2026-01-07,5.621647811197586
2026-01-08,5.58393310976727
2026-01-09,5.545845042769276
2026-01-10,5.50748800694778
2026-01-11,5.468967136271801
2026-01-12,5.430388013770311
2026-01-13,5.391856382136483
2026-01-14,5.353477853894325
2026-01-15,5.315357621922091
2026-01-16,5.277600171125911
2026-01-17,5.240308992053929
2026-01-18,5.203586297235904
2026-01-19,5.167532741025767
2026-01-20,5.132247143715041
2026-01-21,5.097826220673282
2026-01-22,5.064364317257976
2026-01-23,5.031953150220479
2026-01-24,5.000681556316767
2026-01-25,4.970635248812068
2026-01-26,4.941896582546759
2026-01-27,4.914544328207474
2026-01-28,4.888653456422124
2026-01-29,4.864294932270621
2026-01-30,4.841535520774523
2026-01-31,4.820437603898755
2026-02-01,4.801059009566974
2026-02-02,4.783452853159256
2026-02-03,4.767667391926522
2026-02-04,4.753745892720779
2026-02-05,4.7417265134036795
2026-02-06,4.731642198258473
2026-02-07,4.723520587692021
2026-02-08,4.71738394247436
2026-02-09,4.713249082723478
2026-02-10,4.711127341802543
2026-02-11,4.711024535255937
2026-02-12,4.712940944869261
2026-02-13,4.7168713178969695
2026-02-14,4.722804881459793
2026-02-15,4.730725372072443
2026-02-16,4.740611080220693
2026-02-17,4.752434909865659
2026-02-18,4.766164452712149
2026-02-19,4.781762077037548
2026-02-20,4.7991850308377595
2026-02-21,4.818385559007469
2026-02-22,4.839311034233577
2026-02-23,4.8619041012430015
2026-02-24,4.886102834009493
2026-02-25,4.911840905488573
2026-02-26,4.939047769415349
2026-02-27,4.967648853666922
2026-02-28,4.997565764659397
2026-03-01,5.0287165022192415
2026-03-02,5.061015684340066
2026-03-03,5.094374781208766
2026-03-04,5.128702357859587
2026-03-05,5.163904324791009
2026-03-06,5.199884195858531
2026-03-07,5.236543352736488
2026-03-08,5.273781315224025
2026-03-09,5.311496016654342
2026-03-10,5.349584083652334
