,Wh
2025-12-11,6.129871804060372
2025-12-12,6.178965269155846
2025-12-13,6.184289333649026
2025-12-14,6.199181533035852
2025-12-15,6.076623733652606
2025-12-16,6.088872422948266
2025-12-17,6.126997032570735
2025-12-18,6.124066187469059
2025-12-19,6.161053435229539
2025-12-20,6.225426325294979
2025-12-21,6.223475892110923
2025-12-22,6.248080344855429
2025-12-23,6.287874012648704
2025-12-24,6.258120424916319
2025-12-25,6.295032633333425
2025-12-26,6.245701462867358
2025-12-27,6.236138381525137
2025-12-28,6.287243853737883
2025-12-29,6.2338710072689825
2025-12-30,6.274200278778515
2025-12-31,6.262284457986908
2026-01-01,6.235602470542347
2026-01-02,6.25825061583942
2026-01-03,6.250677172163766
2026-01-04,6.290171280433708
2026-01-05,6.26792669134336
2026-01-06,6.275057558586172
2026-01-07,6.218344335923565
2026-01-08,6.253943442086024
2026-01-09,6.232032455185694
2026-01-10,6.277583109914901
2026-01-11,6.216760213265789
2026-01-12,6.21740561112191
2026-01-13,6.242799843529505
2026-01-14,6.273213593294196
2026-01-15,6.281064537336402
2026-01-16,6.283553338815739
2026-01-17,6.253413970177727
2026-01-18,6.268716150502009
2026-01-19,6.262142227198041
2026-01-20,6.2411496501220824
2026-01-21,6.280337144910934
2026-01-22,6.263281762172751
2026-01-23,6.2830411370296995
2026-01-24,6.279525208046011
2026-01-25,6.268550931002057
2026-01-26,6.274061886653659
2026-01-27,6.26992403239544
2026-01-28,6.26992403239544
2026-01-29,6.26804051118093
2026-01-30,6.273664775659613
2026-01-31,6.295050907521467
2026-02-01,6.211485443005931
2026-02-02,6.247400186121109
2026-02-03,6.269692550877375
2026-02-04,6.2562891979713955
2026-02-05,6.261679393579535
2026-02-06,6.260229003002219
2026-02-07,6.279128840734534
2026-02-08,6.226432020554913
2026-02-09,6.214281243249036
2026-02-10,6.215795742436507
2026-02-11,6.215795742436505
2026-02-12,6.215795742436508
2026-02-13,6.208048347397902
2026-02-14,6.202887596055128
2026-02-15,6.200076598092176
2026-02-16,6.205398496552565
2026-02-17,6.212319494649031
2026-02-18,6.208625136777021
2026-02-19,6.208625136777021
2026-02-20,6.203114434643842
2026-02-21,6.203052952850121
2026-02-22,6.2030628885470405
2026-02-23,6.203052952850121
2026-02-24,6.2030628885470405
2026-02-25,6.202978688641645
2026-02-26,6.203052952850121
2026-02-27,6.202978688641646
2026-02-28,6.197762051983931
2026-03-01,6.197349717382846
2026-03-02,6.195704917673527
2026-03-03,6.185932845401659
2026-03-04,6.185932845401659
2026-03-05,6.185922909704739
2026-03-06,6.187493445205583
2026-03-07,6.180632008838549
2026-03-08,6.188987269925966
2026-03-09,6.185932845401659
2026-03-10,6.1914435475348375
