Date,y
2026-03-01,1002.5
2026-03-02,1002.5075970591048
2026-03-03,1002.5900184943669
2026-03-04,1002.5730773189279
2026-03-05,1002.5719573342838
2026-03-06,1002.2920511332295
2026-03-07,1002.5829945427064
