column,records,values_count,min,median,max,mean,std
category,30,30,90.0,90.0,90.0,90.0,0.0
file,30,0,,,,,
MAE,30,30,0.4788920444444444,0.578441249382716,0.9382064814814817,0.6038237864567008,0.11649906933176758
MAPE(%),30,30,8.945350407991372,11.306197098152394,18.986554051942743,11.904728653536669,2.5141369794798045
MASE_lag1,30,30,0.6245925856644705,0.7544291449361302,1.2236511734820947,0.7875341936536467,0.1519433362603593
MASE_lastValue,30,30,0.717276258711687,0.8663793438520584,1.4052295141314697,0.9043968708505686,0.17449030018993686
R2,30,30,-2.634436097936363,-0.5290225924154445,-0.004353683054588275,-0.7453265303944385,0.6901977158237176
RMSSE,30,30,0.4865303968919848,0.6002651818705101,0.9255186172517929,0.6300614036514418,0.11987984947310455
SMAPE(%),30,30,9.061247595317852,10.842221848785092,16.821277964043592,11.21578822592732,1.9636487611732858
last_value_index,30,0,,,,,
last_value_value,30,30,5.85374,5.85374,5.85374,5.85374,0.0
nMAE,30,30,0.09068122146085096,0.10953148970811621,0.1776552997908441,0.11433783279179484,0.022059831706564493
nRMSE,30,30,0.1065981244471329,0.13151725558581978,0.2027798250020713,0.13804556579572283,0.0262655061111724
