column,records,values_count,min,median,max,mean,std
category,30,30,30.0,30.0,30.0,30.0,0.0
file,30,0,,,,,
MAE,30,30,0.458062415259168,0.458062415259168,0.458062415259168,0.458062415259168,0.0
MAPE(%),30,30,8.217640342857738,8.217640342857738,8.217640342857738,8.217640342857738,0.0
MASE_lag1,30,30,0.6407325978171821,0.6407325978171821,0.6407325978171821,0.6407325978171821,0.0
MASE_lastValue,30,30,0.6160757937967309,0.6160757937967309,0.6160757937967309,0.6160757937967309,0.0
R2,30,30,-0.11890978662517582,-0.11890978662517582,-0.11890978662517582,-0.11890978662517582,0.0
RMSSE,30,30,0.49017748702994485,0.49017748702994485,0.49017748702994485,0.49017748702994485,0.0
SMAPE(%),30,30,8.41388471843688,8.41388471843688,8.41388471843688,8.41388471843688,0.0
last_value_index,30,0,,,,,
last_value_value,30,30,4.72749,4.72749,4.72749,4.72749,0.0
nMAE,30,30,0.08388365041554924,0.08388365041554924,0.08388365041554924,0.08388365041554924,0.0
nRMSE,30,30,0.09608894018126717,0.09608894018126717,0.09608894018126717,0.09608894018126717,0.0
