Predicted_Annual_Wh,Reference_Annual_Wh,Reference_Annual_Wh_Adjusted_PVGIS,Reference_Annual_Wh_Raw_PVGIS,Annual_Bias_Wh,Relative_Error_RE_%,Accuracy_%,Percentage_Bias_%
2140.3883808147443,1826.9883051483305,1826.9883051483305,114968.7,313.40007566641384,17.153917996260482,82.84608200373953,17.153917996260482
