date,_date(org),doy,month,day,E_day_kWh,Hpoa_day_kWhm2,G(i)_Whm2,G(i)_kWhm2,G(i)_mean,G(i)_min,G(i)_max,G(i)_std,G(i)_p10,G(i)_p90,P,P_kWh,P_mean,P_min,P_max,P_std,P_p10,P_p90,P_Wh_min_max_scaled,P_Wh_min_max_scaled_kWh,P_Wh_min_max_scaled_mean,P_Wh_min_max_scaled_min,P_Wh_min_max_scaled_max,P_Wh_min_max_scaled_std,P_Wh_min_max_scaled_p10,P_Wh_min_max_scaled_p90,P_max_normalization,P_max_normalization_kWh,P_max_normalization_mean,P_max_normalization_min,P_max_normalization_max,P_max_normalization_std,P_max_normalization_p10,P_max_normalization_p90,P_wh_max_scaled,P_wh_max_scaled_kWh,P_wh_max_scaled_mean,P_wh_max_scaled_min,P_wh_max_scaled_max,P_wh_max_scaled_std,P_wh_max_scaled_p10,P_wh_max_scaled_p90,T2m_mean,T2m_min,T2m_max,T2m_std,T2m_p10,T2m_p90,WS10m_mean,WS10m_max,WS10m_std,WS10m_p10,WS10m_p90,H_sun_max,H_sun_mean,n_obs_P,valid_frac_P,n_obs_P_Wh_min_max_scaled,valid_frac_P_Wh_min_max_scaled,n_obs_P_max_normalization,valid_frac_P_max_normalization,n_obs_P_wh_max_scaled,valid_frac_P_wh_max_scaled,n_obs_G(i),valid_frac_G(i),n_obs_T2m,valid_frac_T2m,n_obs_WS10m,valid_frac_WS10m,n_obs_H_sun,valid_frac_H_sun
2026/05/13,2005-05-13,133,5,13,0.27652,4.20851,4208.51,4.20851,175.35458333333335,0.0,584.32,218.0029105904456,0.0,535.7339999999999,276.52,0.27652,11.521666666666668,0.0,39.38,14.697402511318458,0.0,35.977,4.394229091392842,0.0043942290913928,0.183092878808035,0.0,0.6257946680856724,0.2335590687225003,0.0,0.5717169825728348,3.678595184249035,0.003678595184249,0.1532747993437098,0.0,0.5238792071305042,0.1955221832023208,0.0,0.4786084874284953,4.394229091392842,0.0043942290913928,0.183092878808035,0.0,0.6257946680856724,0.2335590687225003,0.0,0.5717169825728348,23.459166666666665,20.76,26.05,1.9315029441314364,21.326,25.789,1.1579166666666667,2.14,0.5236575313551096,0.5710000000000001,1.839,82.05,23.922916666666666,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/14,2005-05-14,134,5,14,0.30017,4.58166,4581.66,4.58166,190.9025,0.0,636.74,241.7492317194752,0.0,567.664,300.17,0.30017,12.507083333333334,0.0,42.54,16.300041738854716,0.0,38.174,4.77005549820407,0.004770055498204,0.1987523124251695,0.0,0.6760107968604496,0.2590268971495478,0.0,0.6066299050152986,3.993215378475455,0.0039932153784754,0.1663839741031439,0.0,0.5659172542237595,0.2168423804556966,0.0,0.5078355727018756,4.77005549820407,0.004770055498204,0.1987523124251695,0.0,0.6760107968604496,0.2590268971495478,0.0,0.6066299050152986,23.3175,19.75,26.99,2.591583786362915,19.942,26.438,1.5520833333333333,2.07,0.3281566323607049,1.0510000000000002,1.958,82.23,23.977500000000003,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/15,2005-05-15,135,5,15,0.33366,5.12698,5126.98,5.12698,213.62416666666664,0.0,743.56,274.6406538182396,0.0,662.9699999999999,333.66,0.3336599999999999,13.902499999999998,0.0,48.89,18.249298557097667,0.0,43.871,5.302251116136755,0.0053022511161367,0.2209271298390314,0.0,0.7769197898097645,0.290002888098915,0.0,0.6971619574298256,4.438738858587201,0.0044387388585872,0.1849474524411334,0.0,0.6503924437940668,0.2427736937221985,0.0,0.5836237860848742,5.302251116136755,0.0053022511161367,0.2209271298390314,0.0,0.7769197898097645,0.290002888098915,0.0,0.6971619574298256,24.03375,20.38,27.69,2.684755373035592,20.496,27.498,1.0179166666666666,1.66,0.5455031914517623,0.41,1.639,82.4,24.02958333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/16,2005-05-16,136,5,16,0.37052,5.75064,5750.64,5.750640000000001,239.61,0.0,821.28,306.61159066551085,0.0,736.4889999999999,370.52,0.3705199999999999,15.438333333333333,0.0,53.2,20.19686817449604,0.0,48.295,5.888000010642543,0.0058880000106425,0.2453333337767726,0.0,0.8454107755753625,0.3209520674359784,0.0,0.7674645377145136,4.929094053478781,0.0049290940534787,0.2053789188949492,0.0,0.7077291472661966,0.2686825618530802,0.0,0.6424770520154316,5.888000010642543,0.0058880000106425,0.2453333337767726,0.0,0.8454107755753625,0.3209520674359784,0.0,0.7674645377145136,24.274583333333336,19.54,27.93,2.8939261418517166,20.253,27.76,1.0545833333333334,1.59,0.4388421442115968,0.431,1.569,82.56,24.07875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/17,2005-05-17,137,5,17,0.39593,6.12431,6124.31,6.12431,255.1795833333333,0.0,882.76,327.2928120264279,0.0,767.02,395.93,0.39593,16.497083333333332,0.0,57.36,21.64728389010595,0.0,50.675,6.291794894239723,0.0062917948942397,0.2621581205933218,0.0,0.9115180843421578,0.3440008846359872,0.0,0.8052855460955167,5.267127843554609,0.0052671278435546,0.2194636601481087,0.0,0.7630703738193428,0.287977702409285,0.0,0.674138619129972,6.291794894239723,0.0062917948942397,0.2621581205933218,0.0,0.9115180843421578,0.3440008846359872,0.0,0.8052855460955167,23.89708333333333,18.92,28.12,3.3833999868496925,19.235,27.89,1.49375,2.41,0.5499076009342091,0.851,2.34,82.71,24.12833333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/18,2005-05-18,138,5,18,0.25815,3.96624,3966.24,3.96624,165.26,0.0,596.92,205.85519300458884,0.0,458.711,258.15000000000003,0.25815,10.75625,0.0,39.59,13.810585358151284,0.0,30.797,4.10230811493947,0.0041023081149394,0.1709295047891446,0.0,0.6291318158839964,0.2194664977215117,0.0,0.4894006702141811,3.4342157775708397,0.0034342157775708,0.1430923240654516,0.0,0.5266728748170814,0.1837246954656283,0.0,0.4096980178262605,4.10230811493947,0.0041023081149394,0.1709295047891446,0.0,0.6291318158839964,0.2194664977215117,0.0,0.4894006702141811,23.76,20.02,26.46,2.112906508353712,21.063,26.184,1.0745833333333332,1.66,0.4021353780990185,0.5710000000000001,1.569,82.86,24.175416666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/19,2005-05-19,139,5,19,0.30093,4.62382,4623.82,4.623819999999999,192.65916666666664,0.0,739.36,243.09497465727915,0.0,552.1819999999999,300.93,0.30093,12.53875,0.0,48.72,16.252562423386873,0.0,36.93599999999999,4.782132794998004,0.004782132794998,0.1992555331249168,0.0,0.7742182892111213,0.2582723948015505,0.0,0.5869566241851801,4.003325794864972,0.0040033257948649,0.1668052414527071,0.0,0.6481309032858853,0.2162107546013951,0.0,0.4913662365305307,4.782132794998004,0.004782132794998,0.1992555331249168,0.0,0.7742182892111213,0.2582723948015505,0.0,0.5869566241851801,23.45458333333333,19.86,26.66,2.2388758420760824,20.365,26.103,0.8708333333333332,1.72,0.3383452914285701,0.361,1.17,82.99,24.21875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/20,2005-05-20,140,5,20,0.37918,5.87097,5870.97,5.870970000000001,244.62375,0.0,812.78,314.6537078290092,0.0,764.771,379.18,0.37918,15.799166666666666,0.0,53.1,20.79482939843809,0.0,50.111,6.02561762937342,0.0060256176293734,0.2510674012238925,0.0,0.8438216575761606,0.3304543768738889,0.0,0.7963229205800185,5.0442995876014365,0.0050442995876014,0.2101791494833932,0.0,0.7063988293202075,0.2766373473252372,0.0,0.6666356259145936,6.02561762937342,0.0060256176293734,0.2510674012238925,0.0,0.8438216575761606,0.3304543768738889,0.0,0.7963229205800185,23.794583333333332,19.53,27.51,2.7444203936535403,19.945,27.299,1.1370833333333332,2.07,0.4668905389513893,0.5710000000000001,1.7999999999999998,83.11,24.26333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/21,2005-05-21,141,5,21,0.37395,5.77546,5775.46,5.77546,240.64416666666668,0.0,779.51,303.2320976746112,0.0,689.415,373.95,0.37395,15.58125,0.0,51.35,20.200057320732277,0.0,45.775,5.942506758015165,0.0059425067580151,0.2476044482506318,0.0,0.816012092590129,0.3210027467328393,0.0,0.727418764134628,4.974723959026207,0.0049747239590262,0.2072801649594252,0.0,0.6831182652653984,0.2687249876377847,0.0,0.6089530397765065,5.942506758015165,0.0059425067580151,0.2476044482506318,0.0,0.816012092590129,0.3210027467328393,0.0,0.727418764134628,23.92333333333333,19.48,27.52,2.6348511494409217,20.33,26.961,1.10875,1.93,0.5165126582059306,0.361,1.79,83.23,24.30333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/22,2005-05-22,142,5,22,0.39603,6.13827,6138.27,6.13827,255.76125,0.0,851.24,324.7810202383526,0.0,773.847,396.03,0.39603,16.501250000000002,0.0,55.46,21.489036904087104,0.0,50.843,6.293384012238924,0.0062933840122389,0.2622243338432885,0.0,0.8813248423573233,0.3414861532979673,0.0,0.8079552643341759,5.268458161500599,0.0052684581615005,0.2195190900625249,0.0,0.7377943328455501,0.2858725143552894,0.0,0.6763735532792337,6.293384012238924,0.0062933840122389,0.2622243338432885,0.0,0.8813248423573233,0.3414861532979673,0.0,0.8079552643341759,23.907083333333333,18.46,27.85,3.3262231867999787,18.915,27.8,1.3429166666666668,2.21,0.5607640685526403,0.5710000000000001,2.14,83.33,24.34375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/23,2005-05-23,143,5,23,0.37587,5.79607,5796.07,5.796069999999999,241.50291666666664,0.0,821.89,309.6626222404996,0.0,730.746,375.87,0.37587,15.66125,0.0,53.82,20.60334677593825,0.0,48.412,5.97301782359984,0.0059730178235998,0.2488757426499933,0.0,0.8552633071704137,0.3274114920544004,0.0,0.7693238057735798,5.000266063589198,0.0050002660635891,0.2083444193162165,0.0,0.715977118531329,0.2740900196346715,0.0,0.6440335240122389,5.97301782359984,0.0059730178235998,0.2488757426499933,0.0,0.8552633071704137,0.3274114920544004,0.0,0.7693238057735798,23.857083333333332,18.65,27.5,3.0089366591606077,19.221,27.222,1.2041666666666666,2.28,0.6765379687707155,0.21,2.028,83.43,24.380416666666665,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/24,2005-05-24,144,5,24,0.24168,3.66862,3668.62,3.66862,152.85916666666665,0.0,540.99,204.10158779001648,0.0,491.666,241.68,0.2416799999999999,10.07,0.0,36.79,13.87838262723096,0.0,33.038,3.840580380470932,0.0038405803804709,0.1600241825196221,0.0,0.5846365119063456,0.220543876327424,0.0,0.5250128045762936,3.215112411866436,0.0032151124118664,0.1339630171611014,0.0,0.4894239723293867,0.1846266147030857,0.0,0.439510442995876,3.840580380470932,0.0038405803804709,0.1600241825196221,0.0,0.5846365119063456,0.220543876327424,0.0,0.5250128045762936,22.66,20.74,25.25,1.40988127776466,21.046,24.608,0.90875,2.28,0.6041401543408256,0.3400000000000001,1.909,83.51,24.416666666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/25,2005-05-25,145,5,25,0.29711,4.54907,4549.07,4.54907,189.5445833333333,0.0,696.58,243.16682861556032,0.0,525.126,297.11,0.29711,12.379583333333334,0.0,46.01,16.309534282575108,0.0,35.437999999999995,4.721428487428494,0.0047214284874284,0.1967261869761872,0.0,0.7311531914327524,0.2591777448703907,0.0,0.5631516365571371,3.952507649328189,0.0039525076493281,0.1646878187220078,0.0,0.6120792869495809,0.2169686614683398,0.0,0.4714380736996141,4.721428487428494,0.0047214284874284,0.1967261869761872,0.0,0.7311531914327524,0.2591777448703907,0.0,0.5631516365571371,22.70125,19.07,25.9,2.3380990281032554,19.376,25.459,0.9308333333333332,1.72,0.3086987650383977,0.641,1.17,83.59,24.45125,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/26,2005-05-26,146,5,26,0.33453,5.13159,5131.59,5.13159,213.81625,0.0,750.24,272.9763859800283,0.0,647.799,334.53,0.33453,13.93875,0.0,49.66,18.299538676176223,0.0,43.324,5.316076442729812,0.0053160764427298,0.2215031851137421,0.0,0.7891559984036184,0.2908012628740128,0.0,0.6884694819741917,4.450312624717307,0.0044503126247173,0.1854296926965544,0.0,0.6606358919781827,0.2434420470423869,0.0,0.5763469469203139,5.316076442729812,0.0053160764427298,0.2215031851137421,0.0,0.7891559984036184,0.2908012628740128,0.0,0.6884694819741917,23.28,19.81,26.48,2.074050856782864,20.794,26.068,0.8845833333333334,1.72,0.4432682882434957,0.48,1.618,83.66,24.484583333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/27,2005-05-27,147,5,27,0.317,4.82934,4829.34,4.82934,201.2225,0.0,716.65,262.3910928407706,0.0,621.899,317.0,0.317,13.208333333333334,0.0,47.88,17.713595531869483,0.0,41.889,5.037504057469735,0.0050375040574697,0.2098960023945723,0.0,0.7608696980178262,0.2814899349027455,0.0,0.6656656386856457,4.217107888785419,0.0042171078887854,0.1757128286993924,0.0,0.636956232539577,0.2356471402403816,0.0,0.5572568843953704,5.037504057469735,0.0050375040574697,0.2098960023945723,0.0,0.7608696980178262,0.2814899349027455,0.0,0.6656656386856457,22.65333333333333,19.46,26.16,2.12074774890668,19.943,25.624,1.0229166666666667,2.21,0.6094507803122319,0.361,1.86,83.72,24.515,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/28,2005-05-28,148,5,28,0.31494,4.80341,4803.41,4.80341,200.1420833333333,0.0,636.78,250.21262234832903,0.0,598.044,314.94,0.31494,13.1225,0.0,42.69,16.94212636159269,0.0,40.379,5.004768226686178,0.0050047682266861,0.2085320094452574,0.0,0.6783944738592523,0.269230379459584,0.0,0.6416699568976985,4.189703339098044,0.004189703339098,0.1745709724624184,0.0,0.5679127311427431,0.2253841474204162,0.0,0.5371690834109352,5.004768226686178,0.0050047682266861,0.2085320094452574,0.0,0.6783944738592523,0.269230379459584,0.0,0.6416699568976985,23.207083333333333,19.9,25.86,2.021784573667245,20.522,25.524,1.0425,2.0,0.5013221649233937,0.48,1.751,83.77,24.545,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/29,2005-05-29,149,5,29,0.30573,4.68057,4680.57,4.68057,195.02375,0.0,609.2,241.8461291959522,0.0,565.471,305.73,0.30573,12.73875,0.0,40.82,16.288388585657923,0.0,37.928,4.858410458959691,0.0048584104589596,0.2024337691233204,0.0,0.6486779672741785,0.258841714794623,0.0,0.6027206747372621,4.067181056272449,0.0040671810562724,0.1694658773446853,0.0,0.5430357855527471,0.216687356467446,0.0,0.5045629905547425,4.858410458959691,0.0048584104589596,0.2024337691233204,0.0,0.6486779672741785,0.258841714794623,0.0,0.6027206747372621,23.625833333333333,21.09,26.12,1.5245267738081787,21.672,25.476,0.8112499999999999,1.45,0.3159019179098639,0.62,1.198,83.82,24.572916666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/30,2005-05-30,150,5,30,0.2753,4.23299,4232.99,4.23299,176.37458333333333,0.0,653.7,232.65492293316348,0.0,548.047,275.3,0.2753,11.470833333333331,0.0,43.36,15.617360161237146,0.0,36.711,4.3748418518025805,0.0043748418518025,0.1822850771584408,0.0,0.6890415644539044,0.2481782813223921,0.0,0.5833811086869761,3.662365305307968,0.0036623653053079,0.152598554387832,0.0,0.57682586138087,0.2077605449146886,0.0,0.4883730211520553,4.3748418518025805,0.0043748418518025,0.1822850771584408,0.0,0.6890415644539044,0.2481782813223921,0.0,0.5833811086869761,23.547916666666666,21.69,26.13,1.5284575321336966,21.996,25.918,0.6845833333333333,1.31,0.3534178358072307,0.161,1.012,83.85,24.598333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/31,2005-05-31,151,5,31,0.23961,3.63998,3639.98,3.63998,151.66583333333332,0.0,558.61,197.12406040506505,0.0,464.379,239.61,0.23961,9.98375,0.0,37.99,13.42974272552952,0.0,31.548,3.807685637887455,0.0038076856378874,0.1586535682453106,0.0,0.6037059278967672,0.2134144588978852,0.0,0.5013349463881868,3.1875748303844613,0.0031875748303844,0.1328156179326859,0.0,0.5053877876812558,0.1786582775778837,0.0,0.4196887056006385,3.807685637887455,0.0038076856378874,0.1586535682453106,0.0,0.6037059278967672,0.2134144588978852,0.0,0.5013349463881868,22.845416666666665,21.16,25.07,1.175677341001742,21.585,24.402,0.9375,1.93,0.5412164238004094,0.361,1.702,83.88,24.62375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/01,2005-06-01,152,6,1,0.30234,4.59883,4598.83,4.59883,191.61791666666667,0.0,737.71,253.2685489490856,0.0,620.1759999999999,302.34,0.30234,12.597499999999998,0.0,49.34,17.109272403404916,0.0,41.657,4.80453935878675,0.0048045393587867,0.2001891399494479,0.0,0.7840708208061726,0.2718865272949755,0.0,0.6619788849274976,4.022083277903419,0.0040220832779034,0.1675868032459757,0.0,0.6563788745510177,0.2276077212106547,0.0,0.5541705467606758,4.80453935878675,0.0048045393587867,0.2001891399494479,0.0,0.7840708208061726,0.2718865272949755,0.0,0.6619788849274976,23.535416666666663,20.81,26.87,1.8256219408778187,21.503,26.017,1.155,2.97,0.8667380126708967,0.361,2.438,83.9,24.64708333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/02,2005-06-02,153,6,2,0.24969,3.80165,3801.65,3.80165,158.4020833333333,0.0,589.16,215.8852705767412,0.0,528.581,249.69,0.24969,10.40375,0.0,39.79,14.671360095956253,0.0,35.82,3.967868732206997,0.0039678687322069,0.1653278638419582,0.0,0.6323100518823999,0.2331452240125526,0.0,0.569222067314088,3.321670879340162,0.0033216708793401,0.1384029533058401,0.0,0.5293335107090594,0.1951757362771884,0.0,0.4765198882532925,3.967868732206997,0.0039678687322069,0.1653278638419582,0.0,0.6323100518823999,0.2331452240125526,0.0,0.569222067314088,22.736666666666668,19.73,26.14,2.312199530029074,19.946,25.841,1.7908333333333333,2.76,0.4305599656934803,1.401,2.427,83.91,24.66916666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/03,2005-06-03,154,6,3,0.1559,2.43563,2435.63,2.43563,101.48458333333332,0.0,362.75,126.93304828784711,0.0,304.539,155.9,0.1559,6.495833333333334,0.0,24.42,8.478443210599591,0.0,20.279,2.47743496075562,0.0024774349607556,0.1032264566981508,0.0,0.3880626154050818,0.1347324671117418,0.0,0.3222572390581348,2.0739656777969926,0.0020739656777969,0.0864152365748747,0.0,0.3248636424105361,0.1127902515711,0.0,0.2697751762671277,2.47743496075562,0.0024774349607556,0.1032264566981508,0.0,0.3880626154050818,0.1347324671117418,0.0,0.3222572390581348,22.891666666666666,20.98,24.99,1.1858794816200922,21.477,24.484,1.00625,1.93,0.3633875940070888,0.641,1.38,83.92,24.69,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/04,2005-06-04,155,6,4,0.29589,4.55231,4552.31,4.552309999999999,189.6795833333333,0.0,706.04,243.35913001300852,0.0,571.193,295.89,0.29589,12.32875,0.0,46.77,16.320866694937283,0.0,38.195,4.702041247838233,0.0047020412478382,0.195918385326593,0.0,0.7432304882266861,0.2593578302749817,0.0,0.606963619795131,3.936277770387122,0.0039362777703871,0.1640115737661301,0.0,0.6221897033390981,0.2171194185837074,0.0,0.5081149394705334,4.702041247838233,0.0047020412478382,0.195918385326593,0.0,0.7432304882266861,0.2593578302749817,0.0,0.606963619795131,23.563333333333333,19.69,26.99,2.43032770498614,20.317,26.521,0.9508333333333332,1.86,0.5010763776430537,0.298,1.6809999999999998,83.92,24.70875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/05,2005-06-05,156,6,5,0.32008,4.90599,4905.99,4.90599,204.41625,0.0,721.48,261.648485564831,0.0,636.8459999999999,320.08,0.32008,13.336666666666666,0.0,48.09,17.557261762009194,0.0,42.354,5.086448891845151,0.0050864488918451,0.2119353704935479,0.0,0.7642068458161501,0.2790056068270647,0.0,0.6730550373819341,4.258081681521883,0.0042580816815218,0.1774200700634118,0.0,0.6397499002261541,0.2335674040442888,0.0,0.5634428628442196,5.086448891845151,0.0050864488918451,0.2119353704935479,0.0,0.7642068458161501,0.2790056068270647,0.0,0.6730550373819341,24.109583333333333,21.9,26.82,1.7975477962241089,22.146,26.584,0.7920833333333334,2.41,0.7579605310744529,0.161,2.014,83.92,24.727083333333336,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
