date,_date(org),doy,month,day,E_day_kWh,Hpoa_day_kWhm2,G(i)_Whm2,G(i)_kWhm2,G(i)_mean,G(i)_min,G(i)_max,G(i)_std,G(i)_p10,G(i)_p90,P,P_kWh,P_mean,P_min,P_max,P_std,P_p10,P_p90,P_mapped_Wh,P_mapped_Wh_kWh,P_mapped_Wh_mean,P_mapped_Wh_min,P_mapped_Wh_max,P_mapped_Wh_std,P_mapped_Wh_p10,P_mapped_Wh_p90,P_normalized_0_1_Wh,P_normalized_0_1_Wh_kWh,P_normalized_0_1_Wh_mean,P_normalized_0_1_Wh_min,P_normalized_0_1_Wh_max,P_normalized_0_1_Wh_std,P_normalized_0_1_Wh_p10,P_normalized_0_1_Wh_p90,T2m_mean,T2m_min,T2m_max,T2m_std,T2m_p10,T2m_p90,WS10m_mean,WS10m_max,WS10m_std,WS10m_p10,WS10m_p90,H_sun_max,H_sun_mean,n_obs_P,valid_frac_P,n_obs_P_mapped_Wh,valid_frac_P_mapped_Wh,n_obs_P_normalized_0_1_Wh,valid_frac_P_normalized_0_1_Wh,n_obs_G(i),valid_frac_G(i),n_obs_T2m,valid_frac_T2m,n_obs_WS10m,valid_frac_WS10m,n_obs_H_sun,valid_frac_H_sun
2026/03/11,2005-03-11,70,3,11,0.3721,5.52633,5526.33,5.52633,230.26375,0.0,924.97,324.0593380555145,0.0,775.7479999999999,372.1,0.3721,15.504166666666668,0.0,61.25,21.96188158500139,0.0,52.579,5.913108075029931,0.0059131080750299,0.2463795031262471,0.0,0.973334774511108,0.3490002132306446,0.0,0.8355423528003193,311.50066134244145,0.3115006613424414,12.979194222601729,0.0,51.27496777002026,18.385220741876697,0.0,44.01610661844727,18.26625,14.48,22.98,2.690129805337508,15.162,22.366,1.5287499999999998,2.69,0.5677822033445418,0.921,2.518,61.63,17.95625,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/03/12,2005-03-12,71,3,12,0.13712,2.04008,2040.08,2.04008,85.00333333333333,0.0,451.44,129.76121349438836,0.0,196.039,137.12,0.13712,5.713333333333334,0.0,32.15,9.173334544573564,0.0,13.319,2.1789986005055204,0.0021789986005055,0.0907916083543966,0.0,0.5109014367433816,0.1457751103748158,0.0,0.2116546263136889,114.78895641837026,0.1147889564183702,4.782873184098761,0.0,26.914125939692266,7.679386663128537,0.0,11.149898705777955,14.364583333333334,10.73,16.37,1.7937645116314478,11.235,15.844,1.85,3.1,0.6117899611155281,1.17,2.627,62.01,18.080416666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/03/13,2005-03-13,72,3,13,0.24316,3.4281,3428.1,3.4281,142.8375,0.0,695.17,213.11374124284367,0.0,472.499,243.16,0.24316,10.131666666666666,0.0,50.07,15.503786821196345,0.0,34.32,3.864099326859119,0.0038640993268591,0.1610041386191299,0.0,0.7956713822003458,0.2463734669335091,0.0,0.5453852973260609,203.5595291911531,0.2035595291911531,8.481647049631379,0.0,41.91571651012105,12.978876237879303,0.0,28.730724797830128,10.981666666666667,9.51,13.46,1.1986937334726775,9.694,12.821,1.85375,3.03,0.7780064406797224,0.683,2.949,62.38,18.205,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/03/14,2005-03-14,73,3,14,0.29637,4.27281,4272.81,4.272810000000001,178.03375000000003,0.0,780.71,259.3151478466258,0.0,610.2969999999999,296.37,0.29637,12.34875,0.0,54.11,18.295759858621555,0.0,43.015,4.709669014234402,0.0047096690142344,0.1962362089264334,0.0,0.859871749368099,0.2907412130040946,0.0,0.6835591073566583,248.10387262042292,0.2481038726204229,10.33766135918429,0.0,45.29777152711504,15.316155054348584,0.0,36.00967736534565,12.583333333333334,9.68,16.1,2.1872588894036675,10.041,15.876,0.92625,1.79,0.5211760321827349,0.319,1.66,62.75,18.32875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/03/15,2005-03-15,74,3,15,0.30254,4.41726,4417.26,4.417260000000001,184.0525,0.0,755.46,254.76954031386708,0.0,608.4599999999999,302.54,0.30254,12.605833333333331,0.0,51.87,17.758985947515637,0.0,42.167,4.807717594785153,0.0048077175947851,0.2003215664493813,0.0,0.8242755061859783,0.2822112421676909,0.0,0.6700833867234268,253.2690408023172,0.2532690408023172,10.55287670009655,0.0,43.42257270581144,14.866798891218076,0.0,35.29978066870929,14.994583333333331,11.66,19.1,2.3672878981555283,12.53,18.441,0.7645833333333334,1.59,0.4519424661985452,0.14,1.31,63.13,18.19708333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/03/16,2005-03-16,75,3,16,0.45059,6.784120000000001,6784.12,6.78412,282.6716666666667,0.0,977.32,373.3101420100133,0.0,894.54,450.59,0.45059,18.774583333333336,0.0,64.03,24.945771965390755,0.0,59.49,7.160406792603431,0.0071604067926034,0.2983502830251429,0.0,1.0175122548889184,0.3964177523418633,0.0,0.945366297725156,377.2079628978519,0.3772079628978519,15.716998454077164,0.0,53.602223450030976,20.88316169018263,0.0,49.80159726756744,16.85625,10.92,22.18,4.148314285712146,11.39,21.9,1.1779166666666667,1.93,0.5010855968418159,0.5150000000000001,1.888,63.5,18.32375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/03/17,2005-03-17,76,3,17,0.4076,6.11074,6110.74,6.11074,254.61416666666665,0.0,908.59,336.84672507029023,0.0,808.983,407.6,0.4076,16.983333333333334,0.0,60.37,22.7292802285982,0.0,54.365,6.477244964746574,0.0064772449647465,0.2698852068644405,0.0,0.959350536118132,0.361195083201672,0.0,0.8639240002660635,341.21921409077976,0.3412192140907797,14.21746725378249,0.0,50.53828251879385,19.027642631136835,0.0,45.51124282150451,18.847916666666663,15.39,22.51,2.594063421782876,16.278000000000002,22.282,1.2354166666666666,2.0,0.4974804271147949,0.76,1.93,63.87,18.45208333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/03/18,2005-03-18,77,3,18,0.39758,5.82693,5826.93,5.82693,242.78875,0.0,862.72,319.01988365607366,0.0,768.31,397.58,0.39758,16.565833333333334,0.0,58.76,22.09771676512947,0.0,53.07699999999999,6.318015341226553,0.0063180153412265,0.263250639217773,0.0,0.933765736330983,0.3511587945273081,0.0,0.8434561604363441,332.83104793476986,0.3328310479347698,13.86796033061541,0.0,49.19048336598188,18.49893412119265,0.0,44.43300349925494,17.453333333333333,14.83,21.49,2.1850393821277616,15.433,20.812,1.735,3.1,0.8678008186614975,0.7040000000000001,2.949,64.24,18.578333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/03/19,2005-03-19,78,3,19,0.33567,4.87758,4877.58,4.87758,203.2325,0.0,681.16,266.4675017504581,0.0,638.9689999999999,335.67,0.33567,13.98625,0.0,47.38,18.68137431228367,0.0,44.52,5.334192387920712,0.0053341923879207,0.222258016163363,0.0,0.7529241080218172,0.296869081694763,0.0,0.7074753332446453,281.00356622632984,0.2810035662263298,11.708481926097075,0.0,39.66380363989486,15.638969236931096,0.0,37.26957657340901,16.005,13.41,18.95,1.9910451701468788,13.617,18.821,1.1495833333333334,2.0,0.5423497922019047,0.5710000000000001,1.93,64.61,18.70458333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/03/20,2005-03-20,79,3,20,0.4445,6.63165,6631.65,6.63165,276.31875,0.0,966.15,362.0672013808498,0.0,870.836,444.5,0.4445,18.52083333333333,0.0,64.28,24.52413184505464,0.0,58.611,7.063629506452041,0.007063629506452,0.2943178961021683,0.0,1.0214850498869228,0.3897173932977459,0.0,0.9313979505121724,372.10976610243273,0.3721097661024327,15.504573587601364,0.0,53.81150903276576,20.53018889702701,0.0,49.06574915867196,17.405833333333334,14.51,20.88,2.3362026353942817,14.607,20.647,0.8079166666666667,1.86,0.6839716442550288,0.161,1.839,64.98,18.830416666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/03/21,2005-03-21,80,3,21,0.40524,6.02379,6023.79,6.02379,250.99125,0.0,866.17,332.7130208284677,0.0,815.0,405.24,0.40524,16.885,0.0,58.27,22.662716748765643,0.0,55.156,6.439741779965411,0.0064397417799654,0.2683225741652255,0.0,0.9259790581348942,0.3601373109627578,0.0,0.8764939236397499,339.24355818976346,0.3392435581897635,14.135148257906812,0.0,48.78028362382173,18.971919524474394,0.0,46.17342240527735,18.51875,15.92,21.62,1.908911168133836,16.44,21.398,0.8391666666666667,2.21,0.7719423084248148,0.14,2.028,65.34,18.95458333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/03/22,2005-03-22,81,3,22,0.3864,5.80894,5808.94,5.80894,242.03916666666663,0.0,907.09,323.4523494093153,0.0,740.222,386.4,0.3863999999999999,16.099999999999998,0.0,60.07,21.771816644460333,0.0,49.977,6.14035194891579,0.0061403519489157,0.2558479978714912,0.0,0.9545831821205268,0.3459798570503345,0.0,0.7941935024610881,323.4717966748707,0.3234717966748707,13.477991528119611,0.0,50.28713981951211,18.22610933452236,0.0,41.83786227334372,20.976666666666667,17.96,23.94,2.0436043747701524,18.5,23.817,0.8870833333333333,2.34,0.7657873422975783,0.21,2.07,65.71,19.07875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/03/23,2005-03-23,82,3,23,0.33764,4.93591,4935.91,4.93591,205.66291666666663,0.0,788.81,279.413768909731,0.0,660.983,337.64,0.33764,14.068333333333332,0.0,54.16,19.42397435413631,0.0,45.81,5.365498012504988,0.0053654980125049,0.2235624171877078,0.0,0.8606663083676998,0.3086698726219234,0.0,0.7279749554343489,282.65273661827985,0.2826527366182798,11.777197359094991,0.0,45.339628643662,16.260631166923087,0.0,38.34949018032047,17.9675,15.46,20.34,1.4967159702669617,15.88,20.022,1.62375,2.97,0.7330923928958336,0.662,2.606,66.07,19.20125,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/03/24,2005-03-24,83,3,24,0.35953,5.19177,5191.77,5.191769999999999,216.32375,0.0,834.81,286.5126000235986,0.0,657.9889999999999,359.53,0.3595299999999999,14.980416666666663,0.0,57.76,20.1383954024162,0.0,46.38699999999999,5.713355942530264,0.0057133559425302,0.2380564976054276,0.0,0.9178745563389648,0.3200228660902254,0.0,0.7371441662897431,300.9777822425369,0.3009777822425368,12.54074092677237,0.0,48.35334103504278,16.85870326855208,0.0,38.83252130527232,15.963333333333331,14.21,18.78,1.5626334145940315,14.403,18.258,1.6749999999999998,2.83,0.7682051356472323,0.872,2.76,66.43,19.32375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
