date,_date(org),doy,month,day,E_day_kWh,Hpoa_day_kWhm2,G(i)_Whm2,G(i)_kWhm2,G(i)_mean,G(i)_min,G(i)_max,G(i)_std,G(i)_p10,G(i)_p90,P,P_kWh,P_mean,P_min,P_max,P_std,P_p10,P_p90,P_mapped_Wh,P_mapped_Wh_kWh,P_mapped_Wh_mean,P_mapped_Wh_min,P_mapped_Wh_max,P_mapped_Wh_std,P_mapped_Wh_p10,P_mapped_Wh_p90,P_normalized_0_1_Wh,P_normalized_0_1_Wh_kWh,P_normalized_0_1_Wh_mean,P_normalized_0_1_Wh_min,P_normalized_0_1_Wh_max,P_normalized_0_1_Wh_std,P_normalized_0_1_Wh_p10,P_normalized_0_1_Wh_p90,T2m_mean,T2m_min,T2m_max,T2m_std,T2m_p10,T2m_p90,WS10m_mean,WS10m_max,WS10m_std,WS10m_p10,WS10m_p90,H_sun_max,H_sun_mean,n_obs_P,valid_frac_P,n_obs_P_mapped_Wh,valid_frac_P_mapped_Wh,n_obs_P_normalized_0_1_Wh,valid_frac_P_normalized_0_1_Wh,n_obs_G(i),valid_frac_G(i),n_obs_T2m,valid_frac_T2m,n_obs_WS10m,valid_frac_WS10m,n_obs_H_sun,valid_frac_H_sun
2026/05/14,2005-05-14,134,5,14,0.30017,4.58166,4581.66,4.58166,190.9025,0.0,636.74,241.7492317194752,0.0,567.664,300.17,0.30017,12.507083333333334,0.0,42.54,16.300041738854716,0.0,38.174,4.77005549820407,0.004770055498204,0.1987523124251695,0.0,0.6760107968604496,0.2590268971495478,0.0,0.6066299050152986,251.28501347799155,0.2512850134779915,10.470208894916311,0.0,35.61203475814958,13.64545493566956,0.0,31.95707134126944,23.3175,19.75,26.99,2.591583786362915,19.942,26.438,1.5520833333333333,2.07,0.3281566323607049,1.0510000000000002,1.958,82.23,23.977500000000003,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/15,2005-05-15,135,5,15,0.33366,5.12698,5126.98,5.12698,213.62416666666664,0.0,743.56,274.6406538182396,0.0,662.9699999999999,333.66,0.3336599999999999,13.902499999999998,0.0,48.89,18.249298557097667,0.0,43.871,5.302251116136755,0.0053022511161367,0.2209271298390314,0.0,0.7769197898097645,0.290002888098915,0.0,0.6971619574298256,279.32091014114224,0.2793209101411422,11.638371255880926,0.0,40.92788855961291,15.277260332092409,0.0,36.726271200629526,24.03375,20.38,27.69,2.684755373035592,20.496,27.498,1.0179166666666666,1.66,0.5455031914517623,0.41,1.639,82.4,24.02958333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/16,2005-05-16,136,5,16,0.37052,5.75064,5750.64,5.750640000000001,239.61,0.0,821.28,306.61159066551085,0.0,736.4889999999999,370.52,0.3705199999999999,15.438333333333333,0.0,53.2,20.19686817449604,0.0,48.295,5.888000010642543,0.0058880000106425,0.2453333337767726,0.0,0.8454107755753625,0.3209520674359784,0.0,0.7674645377145136,310.17797645955767,0.3101779764595577,12.92408235248157,0.0,44.53597200596046,16.90765330126747,0.0,40.42978887270414,24.274583333333336,19.54,27.93,2.8939261418517166,20.253,27.76,1.0545833333333334,1.59,0.4388421442115968,0.431,1.569,82.56,24.07875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/17,2005-05-17,137,5,17,0.39593,6.12431,6124.31,6.12431,255.1795833333333,0.0,882.76,327.2928120264279,0.0,767.02,395.93,0.39593,16.497083333333332,0.0,57.36,21.64728389010595,0.0,50.675,6.291794894239723,0.0062917948942397,0.2621581205933218,0.0,0.9115180843421578,0.3440008846359872,0.0,0.8052855460955167,331.4497630887204,0.3314497630887204,13.810406795363347,0.0,48.01848410266714,18.12185769426386,0.0,42.42218762033921,23.89708333333333,18.92,28.12,3.3833999868496925,19.235,27.89,1.49375,2.41,0.5499076009342091,0.851,2.34,82.71,24.12833333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/18,2005-05-18,138,5,18,0.25815,3.96624,3966.24,3.96624,165.26,0.0,596.92,205.85519300458884,0.0,458.711,258.15000000000003,0.25815,10.75625,0.0,39.59,13.810585358151284,0.0,30.797,4.10230811493947,0.0041023081149394,0.1709295047891446,0.0,0.6291318158839964,0.2194664977215117,0.0,0.4894006702141811,216.1082927319303,0.2161082927319303,9.004512197163763,0.0,33.14246488187922,11.561425618356258,0.0,25.78147236593165,23.76,20.02,26.46,2.112906508353712,21.063,26.184,1.0745833333333332,1.66,0.4021353780990185,0.5710000000000001,1.569,82.86,24.175416666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/19,2005-05-19,139,5,19,0.30093,4.62382,4623.82,4.623819999999999,192.65916666666664,0.0,739.36,243.09497465727915,0.0,552.1819999999999,300.93,0.30093,12.53875,0.0,48.72,16.252562423386873,0.0,36.93599999999999,4.782132794998004,0.004782132794998,0.1992555331249168,0.0,0.7742182892111213,0.2582723948015505,0.0,0.5869566241851801,251.92124164950525,0.2519212416495052,10.49671840206272,0.0,40.785574363353255,13.605707990847415,0.0,30.920689135566825,23.45458333333333,19.86,26.66,2.2388758420760824,20.365,26.103,0.8708333333333332,1.72,0.3383452914285701,0.361,1.17,82.99,24.21875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/20,2005-05-20,140,5,20,0.37918,5.87097,5870.97,5.870970000000001,244.62375,0.0,812.78,314.6537078290092,0.0,764.771,379.18,0.37918,15.799166666666666,0.0,53.1,20.79482939843809,0.0,50.111,6.02561762937342,0.0060256176293734,0.2510674012238925,0.0,0.8438216575761606,0.3304543768738889,0.0,0.7963229205800185,317.42762904549033,0.3174276290454903,13.226151210228764,0.0,44.45225777286655,17.408231954089516,0.0,41.950039345689554,23.794583333333332,19.53,27.51,2.7444203936535403,19.945,27.299,1.1370833333333332,2.07,0.4668905389513893,0.5710000000000001,1.7999999999999998,83.11,24.26333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/21,2005-05-21,141,5,21,0.37395,5.77546,5775.46,5.77546,240.64416666666668,0.0,779.51,303.2320976746112,0.0,689.415,373.95,0.37395,15.58125,0.0,51.35,20.200057320732277,0.0,45.775,5.942506758015165,0.0059425067580151,0.2476044482506318,0.0,0.816012092590129,0.3210027467328393,0.0,0.727418764134628,313.0493746546788,0.3130493746546788,13.043723943944949,0.0,42.98725869372311,16.910323070581377,0.0,38.32019019873759,23.92333333333333,19.48,27.52,2.6348511494409217,20.33,26.961,1.10875,1.93,0.5165126582059306,0.361,1.79,83.23,24.30333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/22,2005-05-22,142,5,22,0.39603,6.13827,6138.27,6.13827,255.76125,0.0,851.24,324.7810202383526,0.0,773.847,396.03,0.39603,16.501250000000002,0.0,55.46,21.489036904087104,0.0,50.843,6.293384012238924,0.0062933840122389,0.2622243338432885,0.0,0.8813248423573233,0.3414861532979673,0.0,0.8079552643341759,331.53347732181425,0.3315334773218142,13.813894888408926,0.0,46.427913673882834,17.989382443523954,0.0,42.562827531936975,23.907083333333333,18.46,27.85,3.3262231867999787,18.915,27.8,1.3429166666666668,2.21,0.5607640685526403,0.5710000000000001,2.14,83.33,24.34375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/23,2005-05-23,143,5,23,0.37587,5.79607,5796.07,5.796069999999999,241.50291666666664,0.0,821.89,309.6626222404996,0.0,730.746,375.87,0.37587,15.66125,0.0,53.82,20.60334677593825,0.0,48.412,5.97301782359984,0.0059730178235998,0.2488757426499933,0.0,0.8552633071704137,0.3274114920544004,0.0,0.7693238057735798,314.6566879300819,0.3146566879300819,13.11069533042008,0.0,45.0550002511427,17.24793374515567,0.0,40.52773452542401,23.857083333333332,18.65,27.5,3.0089366591606077,19.221,27.222,1.2041666666666666,2.28,0.6765379687707155,0.21,2.028,83.43,24.380416666666665,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/24,2005-05-24,144,5,24,0.24168,3.66862,3668.62,3.66862,152.85916666666665,0.0,540.99,204.10158779001648,0.0,491.666,241.68,0.2416799999999999,10.07,0.0,36.79,13.87838262723096,0.0,33.038,3.840580380470932,0.0038405803804709,0.1600241825196221,0.0,0.5846365119063456,0.220543876327424,0.0,0.5250128045762936,202.3205585413632,0.2023205585413632,8.4300232725568,0.0,30.79846635524972,11.618181582224922,0.0,27.65750832956619,22.66,20.74,25.25,1.40988127776466,21.046,24.608,0.90875,2.28,0.6041401543408256,0.3400000000000001,1.909,83.51,24.416666666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/25,2005-05-25,145,5,25,0.29711,4.54907,4549.07,4.54907,189.5445833333333,0.0,696.58,243.16682861556032,0.0,525.126,297.11,0.29711,12.379583333333334,0.0,46.01,16.309534282575108,0.0,35.437999999999995,4.721428487428494,0.0047214284874284,0.1967261869761872,0.0,0.7311531914327524,0.2591777448703907,0.0,0.5631516365571371,248.72335794531787,0.2487233579453178,10.363473247721576,0.0,38.51691864650828,13.65340154584619,0.0,29.66664992382005,22.70125,19.07,25.9,2.3380990281032554,19.376,25.459,0.9308333333333332,1.72,0.3086987650383977,0.641,1.17,83.59,24.45125,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/26,2005-05-26,146,5,26,0.33453,5.13159,5131.59,5.13159,213.81625,0.0,750.24,272.9763859800283,0.0,647.799,334.53,0.33453,13.93875,0.0,49.66,18.299538676176223,0.0,43.324,5.316076442729812,0.0053160764427298,0.2215031851137421,0.0,0.7891559984036184,0.2908012628740128,0.0,0.6884694819741917,280.04922396905926,0.2800492239690592,11.66871766537747,0.0,41.572488154436016,15.319318462484492,0.0,36.26835434560584,23.28,19.81,26.48,2.074050856782864,20.794,26.068,0.8845833333333334,1.72,0.4432682882434957,0.48,1.618,83.66,24.484583333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/27,2005-05-27,147,5,27,0.317,4.82934,4829.34,4.82934,201.2225,0.0,716.65,262.3910928407706,0.0,621.899,317.0,0.317,13.208333333333334,0.0,47.88,17.713595531869483,0.0,41.889,5.037504057469735,0.0050375040574697,0.2098960023945723,0.0,0.7608696980178262,0.2814899349027455,0.0,0.6656656386856457,265.3741189076967,0.2653741189076967,11.057254954487362,0.0,40.08237480536441,14.828800652861762,0.0,35.067055100708224,22.65333333333333,19.46,26.16,2.12074774890668,19.943,25.624,1.0229166666666667,2.21,0.6094507803122319,0.361,1.86,83.72,24.515,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/28,2005-05-28,148,5,28,0.31494,4.80341,4803.41,4.80341,200.1420833333333,0.0,636.78,250.21262234832903,0.0,598.044,314.94,0.31494,13.1225,0.0,42.69,16.94212636159269,0.0,40.379,5.004768226686178,0.0050047682266861,0.2085320094452574,0.0,0.6783944738592523,0.269230379459584,0.0,0.6416699568976985,263.64960570596213,0.2636496057059621,10.985400237748422,0.0,35.73760610779045,14.182971153408584,0.0,33.80297018099017,23.207083333333333,19.9,25.86,2.021784573667245,20.522,25.524,1.0425,2.0,0.5013221649233937,0.48,1.751,83.77,24.545,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/29,2005-05-29,149,5,29,0.30573,4.68057,4680.57,4.68057,195.02375,0.0,609.2,241.8461291959522,0.0,565.471,305.73,0.30573,12.73875,0.0,40.82,16.288388585657923,0.0,37.928,4.858410458959691,0.0048584104589596,0.2024337691233204,0.0,0.6486779672741785,0.258841714794623,0.0,0.6027206747372621,255.93952483801297,0.2559395248380129,10.66414686825054,0.0,34.17214994893432,13.635699587839603,0.0,31.751134327858423,23.625833333333333,21.09,26.12,1.5245267738081787,21.672,25.476,0.8112499999999999,1.45,0.3159019179098639,0.62,1.198,83.82,24.572916666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/30,2005-05-30,150,5,30,0.2753,4.23299,4232.99,4.23299,176.37458333333333,0.0,653.7,232.65492293316348,0.0,548.047,275.3,0.2753,11.470833333333331,0.0,43.36,15.617360161237146,0.0,36.711,4.3748418518025805,0.0043748418518025,0.1822850771584408,0.0,0.6890415644539044,0.2481782813223921,0.0,0.5833811086869761,230.465283707536,0.2304652837075359,9.602720154480666,0.0,36.29849146951965,13.0739532884936,0.0,30.732332111105524,23.547916666666666,21.69,26.13,1.5284575321336966,21.996,25.918,0.6845833333333333,1.31,0.3534178358072307,0.161,1.012,83.85,24.598333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/05/31,2005-05-31,151,5,31,0.23961,3.63998,3639.98,3.63998,151.66583333333332,0.0,558.61,197.12406040506505,0.0,464.379,239.61,0.23961,9.98375,0.0,37.99,13.42974272552952,0.0,31.548,3.807685637887455,0.0038076856378874,0.1586535682453106,0.0,0.6037059278967672,0.2134144588978852,0.0,0.5013349463881868,200.5876739163193,0.2005876739163192,8.357819746513302,0.0,31.80303715237665,11.242606129162288,0.0,26.41016625646693,22.845416666666665,21.16,25.07,1.175677341001742,21.585,24.402,0.9375,1.93,0.5412164238004094,0.361,1.702,83.88,24.62375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/01,2005-06-01,152,6,1,0.30234,4.59883,4598.83,4.59883,191.61791666666667,0.0,737.71,253.2685489490856,0.0,620.1759999999999,302.34,0.30234,12.597499999999998,0.0,49.34,17.109272403404916,0.0,41.657,4.80453935878675,0.0048045393587867,0.2001891399494479,0.0,0.7840708208061726,0.2718865272949755,0.0,0.6619788849274976,253.10161233612945,0.2531016123361294,10.545900514005393,0.0,41.30460260853551,14.322896180458518,0.0,34.87283807993035,23.535416666666663,20.81,26.87,1.8256219408778187,21.503,26.017,1.155,2.97,0.8667380126708967,0.361,2.438,83.9,24.64708333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/02,2005-06-02,153,6,2,0.24969,3.80165,3801.65,3.80165,158.4020833333333,0.0,589.16,215.8852705767412,0.0,528.581,249.69,0.24969,10.40375,0.0,39.79,14.671360095956253,0.0,35.82,3.967868732206997,0.0039678687322069,0.1653278638419582,0.0,0.6323100518823999,0.2331452240125526,0.0,0.569222067314088,209.02606861218544,0.2090260686121854,8.709419525507727,0.0,33.30989334806704,12.282016588775804,0.0,29.986438294238788,22.736666666666668,19.73,26.14,2.312199530029074,19.946,25.841,1.7908333333333333,2.76,0.4305599656934803,1.401,2.427,83.91,24.66916666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/03,2005-06-03,154,6,3,0.1559,2.43563,2435.63,2.43563,101.48458333333332,0.0,362.75,126.93304828784711,0.0,304.539,155.9,0.1559,6.495833333333334,0.0,24.42,8.478443210599591,0.0,20.279,2.47743496075562,0.0024774349607556,0.1032264566981508,0.0,0.3880626154050818,0.1347324671117418,0.0,0.3222572390581348,130.5104893934067,0.1305104893934066,5.437937058058612,0.0,20.443015721532976,7.097663712056183,0.0,16.976409329114137,22.891666666666666,20.98,24.99,1.1858794816200922,21.477,24.484,1.00625,1.93,0.3633875940070888,0.641,1.38,83.92,24.69,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/04,2005-06-04,155,6,4,0.29589,4.55231,4552.31,4.552309999999999,189.6795833333333,0.0,706.04,243.35913001300852,0.0,571.193,295.89,0.29589,12.32875,0.0,46.77,16.320866694937283,0.0,38.195,4.702041247838233,0.0047020412478382,0.195918385326593,0.0,0.7432304882266861,0.2593578302749817,0.0,0.606963619795131,247.70204430157216,0.2477020443015721,10.320918512565507,0.0,39.153146818022,13.662888387946229,0.0,31.974651330219164,23.563333333333333,19.69,26.99,2.43032770498614,20.317,26.521,0.9508333333333332,1.86,0.5010763776430537,0.298,1.6809999999999998,83.92,24.70875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/05,2005-06-05,156,6,5,0.32008,4.90599,4905.99,4.90599,204.41625,0.0,721.48,261.648485564831,0.0,636.8459999999999,320.08,0.32008,13.336666666666666,0.0,48.09,17.557261762009194,0.0,42.354,5.086448891845151,0.0050864488918451,0.2119353704935479,0.0,0.7642068458161501,0.2790056068270647,0.0,0.6730550373819341,267.9525172869892,0.2679525172869891,11.164688220291216,0.0,40.25817469486162,14.697927036356417,0.0,35.45632628459491,24.109583333333333,21.9,26.82,1.7975477962241089,22.146,26.584,0.7920833333333334,2.41,0.7579605310744529,0.161,2.014,83.92,24.727083333333336,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/06,2005-06-06,157,6,6,0.35029,5.38155,5381.55,5.38155,224.23125,0.0,770.98,283.29038939656334,0.0,636.92,350.29,0.35029,14.595416666666669,0.0,50.98,18.965638718291395,0.0,42.607,5.566521439404017,0.005566521439404,0.2319383933085007,0.0,0.8101323559930822,0.3013863785359558,0.0,0.6770755059199147,293.24258710465955,0.2932425871046595,12.218441129360814,0.0,42.67751603127564,15.876939004379423,0.0,35.6681232943225,23.57333333333333,20.45,26.81,2.046812297136732,21.329,26.466,0.99125,2.07,0.6053120826410987,0.34,1.958,83.91,24.74375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/07,2005-06-07,158,6,7,0.3263,5.00981,5009.81,5.00981,208.7420833333333,0.0,721.76,262.4826872796718,0.0,629.449,326.3,0.3263,13.595833333333331,0.0,47.83,17.565189368072062,0.0,41.825,5.185292031395503,0.0051852920313955,0.2160538346414793,0.0,0.7600751390182252,0.2791315858419157,0.0,0.6646486031661566,273.1595425854304,0.2731595425854303,11.381647607726263,0.0,40.04051768881745,14.704563570974654,0.0,35.01347799152812,23.52875,20.62,26.73,1.870720187986203,21.65,26.147,0.905,2.14,0.5646160680921382,0.34,1.66,83.9,24.75916666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/08,2005-06-08,159,6,8,0.32919,5.03658,5036.58,5.03658,209.8575,0.0,683.54,260.22746588739227,0.0,584.412,329.19,0.32919,13.71625,0.0,45.51,17.52354361932143,0.0,39.354,5.231217541572435,0.0052312175415724,0.2179673975655181,0.0,0.7232076014367432,0.278469785752617,0.0,0.6253814974058799,275.5788839218444,0.2755788839218444,11.482453496743515,0.0,38.09834748103873,14.669700151791847,0.0,32.94489929177759,23.53875,19.45,26.24,2.1321744616195484,20.761,25.915,1.0629166666666667,2.28,0.6295442047998706,0.361,1.909,83.88,24.77375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/09,2005-06-09,160,6,9,0.3138,4.82214,4822.14,4.82214,200.9225,0.0,703.41,262.72817617966984,0.0,649.3639999999999,313.8,0.3138,13.075,0.0,46.64,17.55605036298957,0.0,43.226,4.986652281495277,0.0049866522814952,0.2077771783956365,0.0,0.7411646348277238,0.2789863562672018,0.0,0.686912146334974,262.69526344869155,0.2626952634486915,10.945635977028816,0.0,39.04431831499992,14.69691292295743,0.0,36.18631439717381,24.441666666666663,21.8,27.36,1.7725458641681773,22.703000000000003,27.051,0.94875,1.86,0.4957586413112561,0.298,1.73,83.86,24.78833333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/10,2005-06-10,161,6,10,0.27396,4.18716,4187.16,4.18716,174.465,0.0,581.8,223.2953447985328,0.0,549.864,273.96,0.27396,11.415,0.0,39.35,15.13272440197359,0.0,37.151,4.353547670613276,0.0043535476706132,0.1813978196088864,0.0,0.625317932685912,0.2404768472413666,0.0,0.590373227883464,229.3435129840776,0.2293435129840775,9.555979707669898,0.0,32.94155072245383,12.668244179327266,0.0,31.100674736718737,24.254166666666663,21.88,26.64,1.571404568798429,22.49,26.3,1.1341666666666663,2.62,0.7105106349090353,0.501,2.308,83.83,24.79875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/11,2005-06-11,162,6,11,0.27426,4.19899,4198.99,4.19899,174.95791666666665,0.0,586.65,223.5744192604443,0.0,537.854,274.26,0.27426,11.4275,0.0,39.36,15.14205753924278,0.0,36.444,4.3583150246108815,0.0043583150246108,0.1815964593587867,0.0,0.6254768444858321,0.2406251618056016,0.0,0.5791381636291074,229.5946556833593,0.2295946556833593,9.566443986806638,0.0,32.949922145763225,12.676057343615769,0.0,30.508815108744788,24.3775,22.04,26.86,1.6923080457585529,22.294,26.29,1.0833333333333333,2.48,0.6504558045118733,0.501,2.028,83.8,24.81,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/12,2005-06-12,163,6,12,0.21946,3.37001,3370.01,3.37001,140.41708333333335,0.0,551.22,195.9091421725269,0.0,485.648,219.46,0.21946,9.144166666666663,0.0,37.05,13.205949224782604,0.0,32.836,3.48747836104829,0.0034874783610482,0.145311598377012,0.0,0.5887682187042702,0.209858116096472,0.0,0.521802786217906,183.71925594789627,0.1837192559478962,7.654968997829012,0.0,31.01612336129389,11.055259116297997,0.0,27.488405578716492,23.58458333333333,22.15,26.41,1.4165020577853562,22.206,25.962,1.045,2.14,0.5337561729609439,0.41,1.72,83.77,24.820416666666663,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/13,2005-06-13,164,6,13,0.17344,2.69152,2691.52,2.69152,112.14666666666666,0.0,422.51,147.62510292796668,0.0,349.6039999999999,173.44,0.17344,7.226666666666667,0.0,28.41,9.92164330124307,0.0,23.338,2.756166257815617,0.0027561662578156,0.1148402607423173,0.0,0.451468423573234,0.1576666195166541,0.0,0.370868358653718,145.1939658780786,0.1451939658780786,6.049748578253275,0.0,23.78321362198001,8.305827599948993,0.0,19.53722771945686,23.38,21.62,26.14,1.3040938883244635,21.893,25.408,0.9533333333333333,2.07,0.3512916126261047,0.5710000000000001,1.219,83.73,24.828333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/14,2005-06-14,165,6,14,0.1672499999999999,2.60072,2600.72,2.60072,108.36333333333332,0.0,407.7,138.18225512664085,0.0,306.4529999999999,167.25,0.16725,6.96875,0.0,27.42,9.244132951323188,0.0,20.386999999999997,2.657799853665025,0.002657799853665,0.110741660569376,0.0,0.4357361553811361,0.1469001805996221,0.0,0.3239734864972726,140.01205484956552,0.1400120548495655,5.8338356187318965,0.0,22.954442714350296,7.738655006381691,0.0,17.06682070085555,23.394583333333333,21.65,25.89,1.3933037971004358,21.866,25.307,1.1683333333333332,1.93,0.3302655936043603,0.7250000000000001,1.4289999999999998,83.7,24.8375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/15,2005-06-15,166,6,15,0.16147,2.49788,2497.88,2.4978800000000003,104.07833333333332,0.0,458.01,146.0696676148113,0.0,331.17799999999994,161.47,0.16147,6.727916666666666,0.0,31.01,9.889622571233408,0.0,22.255,2.5659488333111606,0.0025659488333111,0.1069145347212983,0.0,0.492785491552481,0.1571577723325948,0.0,0.3536582107223626,135.1733721767375,0.1351733721767375,5.632223840697396,0.0,25.959783682421687,8.279021691390334,0.0,18.63060257504981,23.27416666666667,21.93,26.06,1.3847615292004691,22.038,25.522,1.6266666666666667,2.76,0.4898594888746972,1.072,2.308,83.66,24.842916666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/16,2005-06-16,167,6,16,0.0608999999999999,1.04895,1048.95,1.04895,43.70625,0.0,196.37,59.18469197002682,0.0,138.076,60.9,0.0608999999999999,2.5375,0.0,12.75,3.749913912055327,0.0,8.604999999999999,0.9677728615139012,0.0009677728615139,0.0403238692297458,0.0,0.2026125448982306,0.0595905569310438,0.0,0.1367436038313156,50.981967954191575,0.0509819679541915,2.124248664757982,0.0,10.673564719473603,3.13921167315898,0.0,7.20360975773101,22.200416666666666,20.88,23.2,0.6157884953573699,21.318,22.961,1.4633333333333332,2.62,0.649974358468599,0.69,2.329,83.62,24.847916666666663,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/17,2005-06-17,168,6,17,0.12644,2.00746,2007.46,2.00746,83.64416666666666,0.0,347.8,106.43820807588692,0.0,240.452,126.44,0.12644,5.2683333333333335,0.0,23.35,7.032135346836825,0.0,15.672,2.0092807981907668,0.0020092807981907,0.0837200332579486,0.0,0.3710590528136224,0.1117489285248165,0.0,0.2490465728349074,105.8482763239406,0.1058482763239406,4.410344846830858,0.0,19.54727342742813,5.886898175730262,0.0,13.119694610477676,22.52958333333333,20.43,25.27,1.6009005051958187,20.589,24.524,0.9858333333333332,1.86,0.3361407141512985,0.662,1.4359999999999995,83.57,24.854166666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/18,2005-06-18,169,6,18,0.24178,3.71387,3713.87,3.71387,154.74458333333334,0.0,535.14,199.16287629844828,0.0,473.075,241.78,0.24178,10.074166666666668,0.0,35.67,13.408359792265442,0.0,31.684,3.842169498470134,0.0038421694984701,0.1600903957695889,0.0,0.5668383903152853,0.2130746588566284,0.0,0.5034961468671012,202.40427277445716,0.2024042727744571,8.43351136560238,0.0,29.860866944597923,11.224705570567284,0.0,26.524017613474644,23.420416666666668,21.0,26.15,2.020904832143194,21.178,25.854,1.5679166666666668,2.21,0.3385131063761133,1.17,1.93,83.53,24.85875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/19,2005-06-19,170,6,19,0.29405,4.47748,4477.48,4.47748,186.56166666666664,0.0,660.39,235.8059981290196,0.0,547.0509999999999,294.05,0.29405,12.252083333333331,0.0,44.46,16.017749659882522,0.0,36.962,4.67280147665292,0.0046728014766529,0.1947000615272049,0.0,0.7065218624451244,0.2545409429122797,0.0,0.5873697948649725,246.16170241264425,0.2461617024126442,10.256737600526842,0.0,37.21934803355267,13.409136286673132,0.0,30.942454836171244,23.56958333333333,20.24,26.83,2.431361184634016,20.521,26.317,1.9333333333333331,3.31,0.4858758713075187,1.401,2.627,83.48,24.86083333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2026/06/20,2005-06-20,171,6,20,0.32658,4.98386,4983.86,4.98386,207.66083333333333,0.0,687.94,261.37870449692866,0.0,609.4119999999999,326.58,0.32658,13.6075,0.0,46.29,17.70621095891888,0.0,41.123,5.189741561793268,0.0051897415617932,0.2162392317413861,0.0,0.7356027218305173,0.2813725853248232,0.0,0.6534929948117599,273.39394243809335,0.2733939424380933,11.39141426825389,0.0,38.751318499171234,14.822618714248902,0.0,34.425804075208866,23.812083333333334,20.14,27.37,2.578508128097849,20.565,26.969,1.9308333333333332,3.03,0.5517081511614369,1.373,2.767,83.44,24.863333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
